date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK,search_fact,report_fact
2005-07-18,2005-07-18,2005-07-24,National,X,2005,30,0.744927,0.670677,328,X,279,327,X,56,990,492,147612,2005-30,The HA protein of influenza virus plays a role in inducing cell responses to virus infection.,NA
2005-07-25,2005-07-25,2005-07-31,National,X,2005,31,0.787049,0.689278,331,X,267,326,X,58,982,488,142468,2005-31,Influenza virus vaccines are distributed in the United States to prevent influenza virus infections.,NA
2005-08-01,2005-08-01,2005-08-07,National,X,2005,32,0.684724,0.704929,319,X,297,350,X,57,1023,479,145121,2005-32,"In 2004-05, certain groups were prioritized for influenza vaccination in the US.",NA
2005-08-08,2005-08-08,2005-08-14,National,X,2005,33,0.747361,0.615903,330,X,225,326,X,47,928,480,150673,2005-33,"Objective facts about the Pulic Health and FLU situation: 
Research on DNA vaccines for influenza has been ongoing since 2005 .
Influenza has been a significant public health concern, with past epidemics and pandemics .",NA
2005-08-15,2005-08-15,2005-08-21,National,X,2005,34,0.673974,0.609426,292,X,265,311,X,54,922,428,151290,2005-34,"Influenza virus alone is responsible for nearly 36,000 deaths annually in the United States.",NA
2005-08-22,2005-08-22,2005-08-28,National,X,2005,35,0.869662,0.680259,342,X,273,367,X,51,1033,420,151854,2005-35,"In 2004, there were human cases of H5N1 avian influenza in the United States.",NA
2005-08-29,2005-08-29,2005-09-04,National,X,2005,36,0.899529,0.775488,338,X,264,396,X,63,1061,416,136817,2005-36,"There have been studies on the upper respiratory tract resistance to influenza infection, involving the murine nasal-associated lymphoid tissue (NALT) and cervical lymph nodes (CLN) . Human Metapneumovirus Infection has been found to play an etiologic role in Acute Asthma Exacerbations .",NA
2005-09-05,2005-09-05,2005-09-11,National,X,2005,37,0.854635,0.683421,302,X,289,383,X,52,1026,408,150127,2005-37,The H5N1 influenza virus vaccine's immunogenicity and protection are influenced by specific hemagglutinin amino acids.,NA
2005-09-12,2005-09-12,2005-09-18,National,X,2005,38,1.01123,0.781075,368,X,285,516,X,50,1219,419,156067,2005-38,The 1918 influenza virus had a single amino acid substitution.,NA
2005-09-19,2005-09-19,2005-09-25,National,X,2005,39,0.977808,0.806943,381,X,276,484,X,63,1204,447,149205,2005-39,Influenza costs the U.S. economy about $12 billion annually in direct medical costs and loss of productivity.,NA
2005-09-26,2005-09-26,2005-10-02,National,X,2005,40,1.17778,1.07635,1172,X,924,1256,X,234,3586,1113,333164,2005-40,"Influenza infections occur in epidemics each winter in the United States, affecting approximately 20% of the world's population.",NA
2005-10-03,2005-10-03,2005-10-09,National,X,2005,41,1.21947,1.05869,1285,X,853,1247,X,197,3582,1160,338343,2005-41,The 1918 Spanish influenza pandemic infected hundreds of millions of people and is considered one of the deadliest natural disasters in human history.,NA
2005-10-10,2005-10-10,2005-10-16,National,X,2005,42,1.3069,1.11523,1393,X,992,1525,X,212,4122,1216,369609,2005-42,"The 1918 flu pandemic spread through the United States, and the virus's RNA genome was preserved from the remains of infected people.",NA
2005-10-17,2005-10-17,2005-10-23,National,X,2005,43,1.33931,1.12381,1439,X,997,1599,X,213,4248,1237,377999,2005-43,"Influenza A (H3N8) virus was isolated from racing greyhounds in Iowa, USA in 2005.",NA
2005-10-24,2005-10-24,2005-10-30,National,X,2005,44,1.58374,1.25489,1639,X,1190,1894,X,282,5005,1280,398840,2005-44,"Influenza is a contagious respiratory illness typically affecting the nose, throat, and lungs, caused by the influenza virus.",NA
2005-10-31,2005-10-31,2005-11-06,National,X,2005,45,1.47072,1.33661,1563,X,1251,1929,X,295,5038,1272,376924,2005-45,"In 2005, there were concerns about the risk of pandemic influenza, with a focus on rapid detection and response to the introduction of a pandemic influenza virus in the United States.",NA
2005-11-07,2005-11-07,2005-11-13,National,X,2005,46,1.6112,1.37864,1679,X,1331,1951,X,315,5276,1277,382697,2005-46,"The US Senate passed a measure to spend $8 billion on pandemic influenza preparations, with $2.8 billion allocated for developing vaccines and treatments.",NA
2005-11-14,2005-11-14,2005-11-20,National,X,2005,47,1.82699,1.60829,1666,X,1249,1593,X,294,4802,1301,298578,2005-47,"There have been cases of avian influenza A (H5N1) in humans, with 18 Hong Kong residents infected in 1997, resulting in six deaths.",NA
2005-11-21,2005-11-21,2005-11-27,National,X,2005,48,1.77482,1.48311,1858,X,1583,2176,X,349,5966,1325,402264,2005-48,The annual toll of influenza in the US is estimated to be between 5 to 20 percent of the population.,NA
2005-11-28,2005-11-28,2005-12-04,National,X,2005,49,1.94451,1.65374,1987,X,1534,2463,X,387,6371,1328,385248,2005-49,"In 2003, state-specific prevalence estimates for self-reported influenza vaccination varied across the United States.",NA
2005-12-05,2005-12-05,2005-12-11,National,X,2005,50,2.35512,2.00679,2241,X,1997,3063,X,396,7697,1318,383548,2005-50,"Influenza infection can lead to severe medical complications and death, especially in temperate countries.",NA
2005-12-12,2005-12-12,2005-12-18,National,X,2005,51,3.10878,2.56857,2696,X,2293,3058,X,530,8577,1287,333921,2005-51,The influenza season in the United States typically runs from September to April .,NA
2005-12-19,2005-12-19,2005-12-25,National,X,2005,52,3.28238,3.05278,2678,X,2882,2561,X,721,8842,1273,289638,2005-52,The US National Institute of Allergy and Infectious Diseases (NIAID) and MedImmune have decided to jointly develop vaccines against bird flu.,NA
2005-12-26,2005-12-26,2006-01-01,National,X,2006,1,2.62914,2.42504,2422,X,2817,2366,X,734,8339,1319,343871,2006-1,"Influenza is a contagious, acute respiratory disease caused by infection of the host respiratory tract.",NA
2006-01-02,2006-01-02,2006-01-08,National,X,2006,2,2.2515,2.00195,2272,X,2155,2921,X,534,7882,1339,393716,2006-2,The H5N1 virus infection needs to be included in the differential diagnosis of systemic diseases in cats .,NA
2006-01-09,2006-01-09,2006-01-15,National,X,2006,3,2.35858,2.05869,2249,X,1999,3150,X,460,7858,1297,381699,2006-3,"The 1918 ""Spanish"" influenza pandemic was one of the deadliest pandemics in human history, causing an estimated 50 million deaths worldwide.",NA
2006-01-16,2006-01-16,2006-01-22,National,X,2006,4,2.41881,2.21277,2643,X,2281,3646,X,544,9114,1331,411882,2006-4,"As of 2006, high levels of adamantane resistance were found among influenza A (H3N2) viruses in the United States, making oseltamivir or zanamivir the recommended treatment for influenza A infections.",NA
2006-01-23,2006-01-23,2006-01-29,National,X,2006,5,2.52752,2.3222,2612,X,2288,4153,X,498,9551,1320,411291,2006-5,"Objective facts about the Pulic Health and FLU situation: 
Influenza is one of the ten leading causes of death in the United States. 
The ultimate goal of pandemic influenza vaccination is to vaccinate the entire population of the United States. 
Mortality is associated with influenza and respiratory syncytial virus.",NA
2006-01-30,2006-01-30,2006-02-05,National,X,2006,6,2.64954,2.49279,2754,X,2543,4593,X,537,10427,1311,418286,2006-6,The CDC has recommended enhanced surveillance in the United States for possible cases of human infection with avian influenza A (H5N1) virus since February 2004.,NA
2006-02-06,2006-02-06,2006-02-12,National,X,2006,7,3.12935,2.79489,2624,X,2992,4979,X,631,11226,1288,401661,2006-7,The United States Centers for Disease Control (CDC) has recommended enhanced surveillance for possible cases of human infection with avian influenza A (H5N1) virus since February 2004.,NA
2006-02-13,2006-02-13,2006-02-19,National,X,2006,8,3.12442,2.96911,2753,X,3073,5284,X,791,11901,1288,400827,2006-8,"In 2006, pneumonia and influenza combined were the seventh leading cause of death in the United States, and the number one cause of death from an infectious disease.",NA
2006-02-20,2006-02-20,2006-02-26,National,X,2006,9,3.13099,2.83959,2579,X,2989,5008,X,767,11343,1275,399459,2006-9,"Objective facts about the Pulic Health and FLU situation:
In the 2005-06 influenza season, most cases of avian influenza infection were not transmitted to humans in the US. 
In 2006, 91% of influenza infections in the United States were found to be resistant to both adamantadine and rimantadine. 
The CDC estimates that in the United States alone, the flu is a respiratory illness caused by the influenza virus.",NA
2006-02-27,2006-02-27,2006-03-05,National,X,2006,10,3.08261,2.77799,2564,X,2913,5106,X,678,11261,1257,405365,2006-10,"Studies have shown that susceptibility to influenza infection, preexisting antibody titer, viral shedding, and symptomatic illness are related.",NA
2006-03-06,2006-03-06,2006-03-12,National,X,2006,11,2.64431,2.47287,2330,X,2231,4154,X,607,9322,1241,376971,2006-11,"The Cutter Incident in 1908 led to the identification of the polio virus, and since then, there have been significant advancements in combating infectious diseases in the 20th century.",NA
2006-03-13,2006-03-13,2006-03-19,National,X,2006,12,2.42295,2.18061,1895,X,1919,3709,X,541,8064,1217,369804,2006-12,"As of 2006, avian influenza A(H5N1), or bird flu, is a disease caused by infection with avian influenza viruses.",NA
2006-03-20,2006-03-20,2006-03-26,National,X,2006,13,2.31141,2.0168,1697,X,1745,3393,X,478,7313,1165,362605,2006-13,"In the United States, influenza virus, respiratory syncytial virus (RSV), and parainfluenza viruses are responsible for much of the respiratory tract infection.",NA
2006-03-27,2006-03-27,2006-04-02,National,X,2006,14,1.86383,1.64101,1437,X,1299,2660,X,342,5738,1133,349662,2006-14,Rapidly developing Ab responses to influenza virus provide immune protection even during a primary infection.,NA
2006-04-03,2006-04-03,2006-04-09,National,X,2006,15,1.44943,1.35829,1181,X,1067,2014,X,285,4547,1087,334760,2006-15,The United States has a national-level model that combines individual-level description of influenza viral infection and transmission dynamics with high-fidelity U.S. Census Bureau data.,NA
2006-04-10,2006-04-10,2006-04-16,National,X,2006,16,1.30227,1.1428,959,X,873,1479,X,239,3550,1045,310641,2006-16,"In 2006, a novel swine influenza virus subtype H3N1 was identified in the United States, which was antigenically related to a turkey virus.",NA
2006-04-17,2006-04-17,2006-04-23,National,X,2006,17,1.13459,1.04031,836,X,779,1382,X,180,3177,1017,305389,2006-17,"Influenza A Virus is a pathogenic organism that can cause illness in humans, and its interaction with bacterial respiratory pathogens can lead to severe outcomes.",NA
2006-04-24,2006-04-24,2006-04-30,National,X,2006,18,1.06255,0.964347,745,X,637,1208,X,190,2780,958,288278,2006-18,The 2003-04 influenza season in the United States saw a significant number of pneumonia cases caused by Staphylococcus aureus.,NA
2006-05-01,2006-05-01,2006-05-07,National,X,2006,19,1.03428,0.937982,745,X,621,1039,X,187,2592,919,276338,2006-19,"The primary function of RNA binding by the influenza A virus NS1 was studied in 2006 . A case of H5N1 Influenza A Virus infection in human plasma was reported in 2006, raising concerns about transmission among humans .",NA
2006-05-08,2006-05-08,2006-05-14,National,X,2006,20,1.01791,0.947449,715,X,582,969,X,162,2428,877,256267,2006-20,The HPAI H5N1 virus has not yet been detected in the United States in either wild migratory waterfowl or domestic birds.,NA
2006-05-15,2006-05-15,2006-05-21,National,X,2006,21,0.918151,0.891918,699,X,452,764,X,146,2061,783,231075,2006-21,The correlation between measures of ex vivo cellular immune response to influenza and protection against influenza has been studied.,NA
2006-05-22,2006-05-22,2006-05-28,National,X,2006,22,0.93099,0.864643,572,X,404,561,X,108,1645,649,190252,2006-22,"The influenza virus can cause encephalopathy, especially in genetically susceptible young individuals.",NA
2006-05-29,2006-05-29,2006-06-04,National,X,2006,23,0.857294,0.97032,754,X,564,626,X,131,2075,635,213847,2006-23,"The US Department of Transportation (DOT) regulates infectious substances as hazardous materials under the Hazardous Materials Regulations (HMR), 49 CFR.",NA
2006-06-05,2006-06-05,2006-06-11,National,X,2006,24,0.786294,0.84439,514,X,388,447,X,81,1430,615,169353,2006-24,"Objective facts about the Pulic Health and FLU situation:
Chronic pulmonary complications of early influenza virus infection can lead to post-infectious bronchiolitis obliterans in children. 
Influenza is a dangerous infection that Americans serving with the US Armed Forces need protection from. 
The CDC has updated recommendations for influenza vaccination, and postlicensure studies in the United States have demonstrated the effectiveness of mumps vaccine.",NA
2006-06-12,2006-06-12,2006-06-18,National,X,2006,25,0.719426,0.77487,463,X,328,409,X,100,1300,610,167770,2006-25,"As of 2006, there were no human cases of avian influenza A (H5N1) virus infection identified in the United States.",NA
2006-06-19,2006-06-19,2006-06-25,National,X,2006,26,0.718868,0.821372,466,X,323,390,X,92,1271,572,154741,2006-26,"The Centers for Disease Control and Prevention (CDC) provides official U.S. government health recommendations for traveling, including information on flu, RSV, and COVID-19.",NA
2006-06-26,2006-06-26,2006-07-02,National,X,2006,27,0.774807,0.872745,437,X,305,402,X,71,1215,565,139216,2006-27,"Objective facts about the Pulic Health and FLU situation:
The amount of vaccine manufactured in the United States has increased substantially in recent years. 
Many bird species are susceptible to infection with influenza A viruses.",NA
2006-07-03,2006-07-03,2006-07-09,National,X,2006,28,0.76598,0.922635,549,X,449,511,X,108,1617,577,175259,2006-28,"Objective facts about the Pulic Health and FLU situation: 
Influenza is a significant burden in young children, with a high number of medical visits for acute respiratory tract infections in children under five years old in the US. 
H5N1 avian influenza virus has been detected in Africa and has undergone evolution and adaptation in avian and human hosts. 
Influenza infection can have significant economic costs, with respiratory tract infections resulting in substantial medical expenses in the United States.",NA
2006-07-10,2006-07-10,2006-07-16,National,X,2006,29,0.642809,0.899487,541,X,460,440,X,112,1553,564,172654,2006-29,"Influenza virus is a major public health problem with annual deaths in the US of 36,000, and pandemic outbreaks, such as in 1918, resulting in deaths.",NA
2006-07-17,2006-07-17,2006-07-23,National,X,2006,30,0.622033,0.843082,502,X,422,403,X,128,1455,564,172581,2006-30,"Objective facts about the Pulic Health and FLU situation:
Avian influenza infections in humans have been reported, with most cases caused by foodborne transmission. 
Influenza (the flu) is a viral respiratory infection that can be detected through tests. 
Croup causes substantial morbidity, especially during flu seasons.",NA
2006-07-24,2006-07-24,2006-07-30,National,X,2006,31,0.616326,0.881824,508,X,402,430,X,88,1428,551,161937,2006-31,"Rates of infection are highest among children, but rates of serious illness and death are highest among persons aged >65 years, children aged <2 years, and others with certain health conditions.",NA
2006-07-31,2006-07-31,2006-08-06,National,X,2006,32,0.685694,0.817145,473,X,383,435,X,82,1373,547,168024,2006-32,The chance of infected poultry or eggs entering the food chain in the United States is extremely low due to rapid onset detection of HPAI.,NA
2006-08-07,2006-08-07,2006-08-13,National,X,2006,33,0.622697,0.8715,510,X,390,466,X,91,1457,536,167183,2006-33,"Objective facts about the Pulic Health and FLU situation:
Avian Influenza (H5N1) is a concern for public health, with the potential to spread through trade in infected poultry products and wild bird migration .
Nancy Cox is leading the US and global effort to prepare for a possible avian flu pandemic .
Avian Influenza A(H5N1) Virus has been found in seals in Canada .
There is serologic evidence of avian influenza infection in some areas .",NA
2006-08-14,2006-08-14,2006-08-20,National,X,2006,34,0.611817,0.738621,404,X,279,379,X,76,1138,503,154071,2006-34,"As of 2006, the annual death toll from acute influenza infection in the USA tops 20,000 despite national vaccination programs.",NA
2006-08-21,2006-08-21,2006-08-27,National,X,2006,35,0.638831,0.797966,398,X,292,457,X,77,1224,488,153390,2006-35,"Objective facts about the Pulic Health and FLU situation:
The PB1-F2 protein of the influenza A virus contributes to the pathogenesis of influenza viral infection. 
Influenza viruses cocirculate in the United States. 
Proper cooking kills the H5N1 bird flu virus. 
Influenza (laboratory-confirmed only) is a reportable disease.",NA
2006-08-28,2006-08-28,2006-09-03,National,X,2006,36,0.806627,1.01394,492,X,396,506,X,69,1463,491,144289,2006-36,"Objective facts about the Pulic Health and FLU situation:
The mechanisms of CD4 T cells in protecting against lethal influenza infection are not well understood. 
In 1976, the ""swine flu"" (H1N1) provoked a national vaccination program in the United States. 
Seasonal influenza is the seventh leading cause of death in the United States and the leading cause of death in Russia. 
The World Health Organization (WHO) issued definitions for human H5N1 cases to improve reporting and tracking of the disease.",NA
2006-09-04,2006-09-04,2006-09-10,National,X,2006,37,0.762448,0.880936,446,X,361,521,X,78,1406,487,159603,2006-37,"Objective facts about the Pulic Health and FLU situation: 
Movement of HPAI H5N1 by sale of infected domestic fowl or poultry products in the United States and Canada is unlikely, given existing regulations. 
Fatal outcome of human influenza A (H5N1) is associated with high viral load and hypercytokinemia in the course of illness. 
Avian influenza A (H5N1) infection in humans is a concern, with evidence of human infections. 
Epidemic influenza is associated with vitamin D, and influenza-associated hospitalizations occur in the United States. 
Respiratory protection, including N-95 masks, can help prevent avian influenza virus infection.",NA
2006-09-11,2006-09-11,2006-09-17,National,X,2006,38,0.813406,0.943366,511,X,362,534,X,80,1487,455,157627,2006-38,The control of influenza is a significant public health concern in the United States.,NA
2006-09-18,2006-09-18,2006-09-24,National,X,2006,39,0.807934,0.891546,476,X,364,512,X,81,1433,469,160732,2006-39,"Objective facts about the Pulic Health and FLU situation:
The cost-effectiveness of annually vaccinating children not at high risk with inactivated influenza vaccine (IIV) ranges from US $12,000 per quality-adjusted life year gained. 
Influenza A virus NS1 protein binds p85beta and activates phosphatidylinositol-3-kinase signaling. 
The US Advisory Committee on Immunization Practices (ACIP) recommends annual influenza vaccination for all individuals 50 years of age and older.",NA
2006-09-25,2006-09-25,2006-10-01,National,X,2006,40,1.15384,1.20322,1434,X,1116,1699,X,264,4513,1323,375076,2006-40,"Objective facts about the Pulic Health and FLU situation:
Influenza infection can be documented by aerosol exposure. 
The CDC recommends immunoprophylaxis with the influenza vaccine for the prevention of influenza infection in the elderly. 
The United States has reported more than 3 million cases of the flu.",NA
2006-10-02,2006-10-02,2006-10-08,National,X,2006,41,1.14819,1.05788,1278,X,992,1602,X,200,4072,1361,384920,2006-41,"The 1918 influenza virus induced a comprehensive global host response in mice, showing increased host immune and cell death responses.",NA
2006-10-09,2006-10-09,2006-10-15,National,X,2006,42,1.22736,1.13054,1543,X,1099,1830,X,265,4737,1425,419005,2006-42,"The 2018-2019 US influenza season was studied, and the effectiveness of the cell-derived inactivated quadrivalent influenza vaccine was analyzed.",NA
2006-10-16,2006-10-16,2006-10-22,National,X,2006,43,1.21744,1.12552,1582,X,1086,1996,X,224,4888,1445,434287,2006-43,"The 1918 flu epidemic had a significant impact on the city of Dover, New Hampshire, as reported in the 1918 Annual Report of the City of Dover.",NA
2006-10-23,2006-10-23,2006-10-29,National,X,2006,44,1.32813,1.20808,1672,X,1157,2270,X,281,5380,1473,445334,2006-44,"In the United States, flu season usually occurs in the fall and winter.",NA
2006-10-30,2006-10-30,2006-11-05,National,X,2006,45,1.47754,1.34952,2112,X,1320,2393,X,314,6139,1497,454901,2006-45,"The 1918 influenza pandemic was a significant event in the history of public health, and researchers have reconstructed the pandemic to learn from it.",NA
2006-11-06,2006-11-06,2006-11-12,National,X,2006,46,1.5339,1.4689,2355,X,1342,2681,X,290,6668,1474,453945,2006-46,"The United States Centers for Disease Control and Prevention estimate that in the US, influenza vaccination of health care professionals can reduce morbidity and mortality.",NA
2006-11-13,2006-11-13,2006-11-19,National,X,2006,47,1.91269,1.82767,2188,X,1409,2202,X,357,6156,1488,336822,2006-47,"The average state period for individuals infected with pandemic influenza is different for each person, given by exponential distributions, and half of the infected persons are asymptomatic.",NA
2006-11-20,2006-11-20,2006-11-26,National,X,2006,48,1.838,1.6656,2573,X,1774,2792,X,391,7530,1486,452089,2006-48,"Influenza virus causes one of the most prevalent human infections, with approximately 15% of the U.S. population infected, resulting in up to 40,000 deaths annually.",NA
2006-11-27,2006-11-27,2006-12-03,National,X,2006,49,1.95376,1.85968,2643,X,1804,3244,X,431,8122,1493,436741,2006-49,"Influenza kills up to 25,000 people a year in England and Wales.",NA
2006-12-04,2006-12-04,2006-12-10,National,X,2006,50,2.40407,2.38891,3270,X,2177,4470,X,479,10396,1492,435177,2006-50,The CDC has developed a comprehensive immunization strategy to eliminate transmission of Hepatitis B Virus infection in the United States.,NA
2006-12-11,2006-12-11,2006-12-17,National,X,2006,51,2.87453,2.78978,3387,X,2237,4065,X,503,10192,1435,365334,2006-51,"Objective facts about the Pulic Health and FLU situation: 
Human infection with a novel influenza A virus became a nationally notifiable condition in the United States in 2007. 
Influenza-associated hospitalizations occur in the United States. 
Pertussis has been a reportable disease in the United States since 1922.",NA
2006-12-18,2006-12-18,2006-12-24,National,X,2006,52,3.02597,3.11549,3243,X,2216,2868,X,586,8913,1359,286087,2006-52,The influenza virus can be introduced into the Western Hemisphere through infected poultry and into the mainland United States by human migration.,NA
2007-01-01,2007-01-01,2007-01-07,National,X,2007,1,2.37817,2.26942,2927,X,2394,2481,X,584,8386,1490,369521,2007-1,The 2007 recommended immunization schedule for persons aged 0-18 years in the United States included a 3-dose schedule for the new rotavirus vaccine (Rota) .,NA
2007-01-08,2007-01-08,2007-01-14,National,X,2007,2,2.09232,1.86355,2507,X,2018,2756,X,480,7761,1467,416464,2007-2,The studies suggest that selenium deficiency can affect the antioxidant defense systems in the lung and liver of mice infected with influenza A/Bangkok/1/79 . Moderate exercise early after influenza virus infection can reduce the severity of the infection . Highly pathogenic avian influenza has been detected in dairy cattle in the US .,NA
2007-01-15,2007-01-15,2007-01-21,National,X,2007,3,2.29396,1.99986,2548,X,1701,3248,X,412,7909,1470,395477,2007-3,"The avian influenza A/H5N1 virus has infected humans and animals, including cats, and has a significant impact on public health.",NA
2007-01-22,2007-01-22,2007-01-28,National,X,2007,4,2.74501,2.4406,3410,X,2257,4684,X,537,10888,1495,446119,2007-4,"Objective facts about the Pulic Health and FLU situation:
Research has been conducted on antiviral molecules, such as IFN-stimulated gene 15, which functions as a critical antiviral molecule against influenza B/Lee/40 virus and other viruses . A recombinant parainfluenza virus 5 (PIV5) has been developed to provide immunity to mice against influenza virus infection .",NA
2007-01-29,2007-01-29,2007-02-04,National,X,2007,5,3.04434,2.83018,3456,X,2559,5648,X,457,12120,1472,428241,2007-5,The 1918 influenza pandemic was a catastrophic series of virus outbreaks that spread across the globe.,NA
2007-02-05,2007-02-05,2007-02-11,National,X,2007,6,3.49999,3.12343,3840,X,2910,6995,X,452,14197,1484,454533,2007-6,"Objective facts about the Pulic Health and FLU situation:
Influenza virus targets the mRNA export machinery and the nuclear pore complex to suppress host gene expression and promote viral replication. 
The United States government provides guidance on preparing workplaces for an influenza pandemic, including measures to reduce the impact of peak influenza illness on the workforce. 
Antiviral medication and flu vaccination are used to prevent the spread of H5N1 influenza infection in people potentially exposed to the virus. 
Personal sick leave policies may be affected by influenza pandemics, and employees may be eligible for leave if they contract the disease or need to care for a family member.",NA (No data available)
2007-02-12,2007-02-12,2007-02-18,National,X,2007,7,3.57851,3.27019,3879,X,2955,6668,X,529,14031,1461,429057,2007-7,"Objective facts about the Pulic Health and FLU situation:
The H1N1 flu virus spread globally in less than a year, killing over 40 million people. 
Typical influenza seasons in the USA are associated with 35,000 deaths. 
The U.S. Food and Drug Administration states that there is no evidence that anyone has been infected with the avian flu by eating properly cooked eggs. 
Universal vaccination of children 6 to 59 months of age with trivalent inactivated influenza vaccine has recently been recommended by U.S. advisory bodies.",NA
2007-02-19,2007-02-19,2007-02-25,National,X,2007,8,3.28979,3.17757,3728,X,3175,6537,X,608,14048,1460,442099,2007-8,"Influenza-associated mortality has been estimated statistically, particularly in the United States.",NA
2007-02-26,2007-02-26,2007-03-04,National,X,2007,9,2.89149,2.72364,3016,X,2778,5429,X,578,11801,1428,433281,2007-9,Influenza remains the seventh leading cause of death in the United States.,NA
2007-03-05,2007-03-05,2007-03-11,National,X,2007,10,2.62075,2.50201,2798,X,2533,4937,X,447,10715,1408,428255,2007-10,"Objective facts about the Pulic Health and FLU situation:
In the 2004-2005 influenza season in the United States, there were reports of influenza and invasive methicillin-resistant Staphylococcus aureus infections among dialysis patients. 
There was an outbreak of Spanish Influenza in the Japanese Armed Forces in 1918-1920. 
Vitamin C has been studied for its potential role in preventing influenza virus infection. 
Avian influenza viruses have been detected in water birds in Africa.",NA (No objective facts can be extracted from the provided text)
2007-03-12,2007-03-12,2007-03-18,National,X,2007,11,2.53387,2.4272,2668,X,2426,4031,X,472,9597,1361,395394,2007-11,"Influenza infection is a significant public health concern, particularly for individuals with chronic obstructive pulmonary disease (COPD), which affects an estimated 600,000 people in the UK and accounts for 30,000 deaths per year.",NA
2007-03-19,2007-03-19,2007-03-25,National,X,2007,12,2.07251,1.96041,2049,X,1857,3307,X,349,7562,1333,385735,2007-12,"Objective facts about the Pulic Health and FLU situation:
Influenza A (H5N1) infection has been reported in humans, and vaccines are under development. 
On average, infected persons will transmit infection to approximately two other people. 
Seventeen birds were confirmed influenza positive by rapid test. 
Avian flu is responsible for more deaths in the United States.",NA
2007-03-26,2007-03-26,2007-04-01,National,X,2007,13,1.87084,1.5914,1664,X,1625,2508,X,351,6148,1303,386327,2007-13,"The 1918 Influenza Pandemic had a significant impact on public health, and many countries, including the United States, have developed plans to detect the emergence of pandemic influenza.",NA
2007-04-02,2007-04-02,2007-04-08,National,X,2007,14,1.40042,1.36978,1445,X,1379,1803,X,331,4958,1284,361955,2007-14,Influenza vaccination during 1976-1977 in the United States was associated with an increased incidence of hospitalization for Guillain-Barré Syndrome (GBS) in subsequent weeks .,NA
2007-04-09,2007-04-09,2007-04-15,National,X,2007,15,1.46887,1.36317,1429,X,1274,1821,X,345,4869,1240,357183,2007-15,"Objective facts about the Pulic Health and FLU situation:
There were 50 cases of apparent zoonotic swine influenza virus infection reported, with 37 involving civilians and 13 involving military personnel. 
Influenza virus infection or influenza-like illness (ILI) is a concern in the United States, particularly in community-associated MRSA infections. 
Influenza virus is a common cause of infantile lower respiratory tract infection, and lung inflammation can occur as a result. 
Influenza virus transmission is dependent on relative humidity, and infections peak in the wintertime.",NA
2007-04-16,2007-04-16,2007-04-22,National,X,2007,16,1.15514,1.1737,1257,X,1112,1523,X,287,4179,1206,356055,2007-16,"The 1918 influenza pandemic had an R0 ≈ 2 in the U.S., which would lead to 80% of the population being infected in an uncontrolled outbreak.",NA
2007-04-23,2007-04-23,2007-04-29,National,X,2007,17,1.07901,1.06358,1152,X,937,1386,X,220,3695,1152,347413,2007-17,The USA spends over $2 billion annually on 4 million reported cases of influenza.,NA
2007-04-30,2007-04-30,2007-05-06,National,X,2007,18,0.98492,0.969711,969,X,755,1143,X,210,3077,1119,317311,2007-18,"The 1918 influenza pandemic is a concern for the next influenza pandemic . Influenza A (H5N1) infection is a target for strategies and interventions . In Canada, 28% of influenza B cases and an influenza A/New death were reported . In the United States, influenza A (H1N1) viruses circulated . Viral infection, including influenza, is a common cause of pleurisy .",NA
2007-05-07,2007-05-07,2007-05-13,National,X,2007,19,1.03325,0.965362,917,X,713,1055,X,175,2860,1057,296262,2007-19,"Objective facts about the Pulic Health and FLU situation:
There have been studies on the dynamics of human immune response to influenza A virus infection, focusing on the control of the infection . Influenza viruses have been circulating globally, producing seasonal epidemics and causing approximately 36,000 US deaths annually .",NA
2007-05-14,2007-05-14,2007-05-20,National,X,2007,20,0.926649,0.856749,815,X,590,861,X,176,2442,1025,285031,2007-20,The current U.S. licensed trivalent vaccines are formulated to prevent influenza illness caused by specific influenza viruses.,NA
2007-05-21,2007-05-21,2007-05-27,National,X,2007,21,0.9201,0.863346,761,X,561,785,X,136,2243,925,259803,2007-21,The excess mortality rate for Singapore during the 1918 pandemic years was higher than rates for most industrialized countries such as the United States.,NA
2007-05-28,2007-05-28,2007-06-03,National,X,2007,22,0.954094,0.93537,722,X,554,652,X,130,2058,831,220020,2007-22,The annual economic burden of flu epidemics in the United States is estimated to be $90 billion.,NA
2007-06-04,2007-06-04,2007-06-10,National,X,2007,23,0.763278,0.745569,628,X,422,510,X,119,1679,796,225197,2007-23,"Objective facts about the Pulic Health and FLU situation:
The outbreak of avian influenza A (H5N1) virus infection has been reported, and it has caused serious human illness and deaths, primarily through close contact with infected poultry. 
Influenza infection and influenza-like illnesses are a significant public health concern, with various strains and types of influenza viruses causing infections. 
A prospective three-year cohort study found that influenza and parainfluenza are common causes of acute respiratory infections in children in rural India.",NA
