date,OT,Weekly East Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Midwest All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Gulf Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Rocky Mountain All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly West Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),search_fact,search_fact_summary_gpt_5_2
1997-12-08,1.187,1.194,1.285,1.243,1.153,1.121,1.164,1.309,1.367,"The prices of oil and natural gas are expected to increase, which may lead to an increase in coal consumption despite its environmental consequences .",Oil and natural gas prices are expected to rise. Higher oil and gas prices could increase coal consumption despite environmental drawbacks.
1997-12-15,1.176,1.184,1.274,1.233,1.143,1.108,1.155,1.312,1.357,The fuel price adjustment clause is triggered only if the base price of fuel exceeds a certain threshold.,"The article notes that a fuel price adjustment clause activates only when the base fuel price rises above a specified threshold, implying downstream fuel charges or pass-through pricing would change only after that trigger level is reached."
1997-12-22,1.167,1.175,1.262,1.225,1.134,1.099,1.143,1.29,1.347,"The United States is mentioned in several contexts, but there is no direct information about gasoline prices or oil prices.","The articles mention the United States in multiple contexts but do not provide direct information on crude oil supply/demand, refinery operations, fuel inventories, or policy changes that would be useful for forecasting U.S. gasoline prices. Overall, the content appears to lack gasoline- or oil-market specifics from that week."
1997-12-29,1.158,1.168,1.258,1.219,1.125,1.086,1.14,1.267,1.34,"Objective facts about United States gasoline price, oil price:
* In 1997, the average jet fuel cost per gallon decreased by 4.6% from 1996. 
* In the late 1970s and early 1980s, many prominent energy analysts argued that oil prices, adjusted for inflation, would double by the year 2000. 
* In the late 1970s, there were large North Sea oil and gas exports. 
* In some cases, the oil price shocks of the early 1970s de-stabilized price convergence in the US spot gas market.","Historical context noted that early-1970s oil price shocks sometimes destabilized price convergence in the U.S. spot gasoline market, while late-1970s conditions included large North Sea oil and gas exports and analyst expectations (inflation-adjusted) of oil prices doubling by 2000. Separately, average jet fuel cost per gallon fell 4.6% in 1997 versus 1996."
1998-01-05,1.148,1.163,1.253,1.213,1.12,1.072,1.135,1.245,1.333,"The long cold Vermont winters put added stress on heating systems, and fluctuating fuel prices can force people to use alternative heating sources.","Long cold Vermont winters increase demand on home heating systems, and fluctuating fuel prices are prompting some households to switch to alternative heating sources."
1998-01-12,1.14,1.153,1.24,1.201,1.112,1.071,1.128,1.223,1.318,The US EPA reported that approximately 30 percent of all gasoline in the United States contains fuel additives like MTBE.,The U.S. EPA reported that about 30% of gasoline sold in the United States contains fuel additives such as MTBE.
1998-01-19,1.129,1.141,1.227,1.187,1.101,1.057,1.118,1.248,1.296,"As of January 25, 1998, gas prices in the United States were falling due to lower crude oil prices and an oversupply of gasoline, aided by a mild winter.","U.S. gasoline prices were falling as of Jan. 25, 1998, driven by lower crude oil prices and an oversupply of gasoline. A mild winter contributed to the surplus conditions."
1998-01-26,1.112,1.129,1.219,1.173,1.089,1.033,1.112,1.222,1.28,The price of gasoline in the United States dropped nearly 3 cents per gallon at the pump in two weeks as crude oil prices continued to decline in January 1998.,"U.S. retail gasoline prices fell nearly 3 cents per gallon over two weeks, coinciding with continued declines in crude oil prices in January 1998."
1998-02-02,1.108,1.119,1.211,1.159,1.08,1.048,1.094,1.191,1.26,"At a crude price of U.S.$20/bl (per barrel), the refining and marketing margin was estimated to be U.S.$30.76/bl in Japan and U.S.$8.32/bl in the United States as of 1998.","As of 1998, at a crude oil price of $20 per barrel, estimated refining and marketing margins were $8.32 per barrel in the United States and $30.76 per barrel in Japan. The item provides historical refining/marketing margin levels at a given crude price point, which can inform how changes in crude costs may translate into gasoline prices."
1998-02-09,1.101,1.112,1.2,1.15,1.076,1.048,1.092,1.143,1.236,Faster growth in developed economies will keep oil prices up and lead to somewhat higher producer price inflation.,Faster growth in developed economies is expected to support higher oil prices. Somewhat higher producer price inflation is also anticipated.
1998-02-16,1.085,1.1,1.186,1.138,1.064,1.035,1.08,1.096,1.214,"The price of kerosene increased in Indonesia in February 1998, contributing to the economic crisis.","Indonesia raised kerosene prices in February 1998, which contributed to the country’s economic crisis. The item provides no U.S.-specific supply, demand, refinery, inventory, or crude/oil-product market details directly relevant to forecasting U.S. gasoline prices."
1998-02-23,1.09,1.093,1.178,1.127,1.059,1.062,1.069,1.14,1.19,"The objective facts about United States gasoline price, oil price are:
The attack on February 23, 1998, apparently protested an increase in oil prices. 
The rise in natural gas prices in the US in the 1970s led to the separation of gas from oil and the formation of an independent pricing system.","A February 23, 1998 attack was reportedly a protest against an increase in oil prices. In the 1970s, rising U.S. natural gas prices contributed to separating gas pricing from oil and establishing an independent natural-gas pricing system."
1998-03-02,1.075,1.085,1.165,1.114,1.055,1.044,1.064,1.096,1.157,"There is no direct information about United States gasoline price or oil price in the provided search results. However, there are mentions of gasoline and oil-related topics, such as deducting auto expenses (including gasoline costs) on tax forms, recalls of liquid fuel products, and motor oil products.","The provided items contain no direct information on U.S. gasoline or crude oil prices, supply/demand, refining, inventories, or policy changes that would be useful for forecasting pump prices. They mainly reference gasoline in consumer/tax contexts (deducting auto expenses) and product-related notices (recalls of liquid fuel products and motor oil products)."
1998-03-09,1.065,1.076,1.148,1.102,1.05,1.036,1.061,1.075,1.131,"The cost of natural gas, fuel oil, and LPG are included in refinery energy system models.","Refinery energy system models incorporate the costs of natural gas, fuel oil, and LPG, indicating that refinery operating costs are sensitive to these fuel and utility price inputs."
1998-03-16,1.055,1.062,1.131,1.088,1.036,1.03,1.049,1.058,1.126,"The second oil shock of 1979-1980 led to a swift decline in oil production in post-revolutionary Iran, causing gasoline prices in the United States to increase.","The 1979–1980 oil shock caused a swift decline in oil production in post-revolutionary Iran, which contributed to higher oil prices and an increase in U.S. gasoline prices."
1998-03-23,1.047,1.052,1.114,1.08,1.025,1.026,1.038,1.034,1.12,"As of 1998, the United States had lower pretax gasoline prices compared to other countries.","As of 1998, the United States had lower pretax gasoline prices than other countries, indicating comparatively lower base fuel costs before taxes in that period."
1998-03-30,1.077,1.072,1.127,1.103,1.046,1.069,1.056,1.087,1.141,The cost of benefits under the supplemental retirement plan for executive officers cannot be properly allocated or disclosed.,"The article reports that the cost of benefits under a supplemental retirement plan for executive officers cannot be properly allocated or disclosed. No information is provided on crude oil markets, refining operations, fuel demand, inventories, taxes, or supply disruptions relevant to U.S. gasoline prices."
1998-04-06,1.074,1.075,1.134,1.102,1.05,1.057,1.061,1.077,1.146,"The consumer price index in Indonesia rose due to the depreciation of the rupiah and a severe drought, leading to a large increase in prices.","Indonesia’s consumer price index rose as a weaker rupiah increased import costs and a severe drought drove up prices, signaling broader inflation pressures during the week."
1998-04-13,1.072,1.074,1.13,1.101,1.049,1.045,1.058,1.098,1.165,The average jet fuel price in 1998 was around 40 US$ per barrel.,"The provided content only notes that the average jet fuel price in 1998 was around $40 per barrel, with no additional details on crude oil, refining, inventories, demand, or U.S. gasoline market conditions."
1998-04-20,1.075,1.071,1.126,1.1,1.046,1.058,1.052,1.105,1.164,The United States Federal Trade Commission (FTC) settled allegations with Shell Oil and Texaco in 1998 that their proposed joint venture would reduce competition and could raise prices for gasoline in Hawaii and California.,"In 1998, the FTC settled allegations with Shell Oil and Texaco that their proposed joint venture could reduce competition and potentially raise gasoline prices in Hawaii and California. The case centers on competitive impacts of refining/marketing consolidation in those regional gasoline markets."
1998-04-27,1.086,1.076,1.123,1.104,1.053,1.078,1.058,1.101,1.179,The average price of oil in 1998 was predicted to be $14.59 a barrel.,"A forecast for 1998 projected the average crude oil price at $14.59 per barrel, implying expectations of relatively low upstream costs that year."
1998-05-04,1.095,1.077,1.126,1.106,1.054,1.085,1.057,1.111,1.228,"The price of fuel oil increased over EC$3.64 in Anguilla BWI as of May 7, 1998.","Anguilla BWI raised its fuel oil price by over EC$3.64 as of May 7, 1998. The item contains no information on U.S. crude oil supply/demand, refining capacity, inventories, or domestic gasoline pricing."
1998-05-11,1.109,1.086,1.134,1.114,1.063,1.103,1.065,1.147,1.244,"In 1997, crude oil prices were less than $17 a barrel.","In 1997, crude oil prices were below $17 per barrel, providing a historical reference point for crude input costs that influence U.S. gasoline prices."
1998-05-18,1.109,1.074,1.119,1.117,1.043,1.11,1.045,1.172,1.248,The cost differential between Alberta and major markets in Chicago affects U.S. Gulf Coast (USGC) natural gas prices.,"A widening or narrowing price differential between Alberta and the Chicago market was noted as a factor affecting U.S. Gulf Coast natural gas prices. The item provided no specific gasoline market details (e.g., crude prices, refinery operations, inventories, or gasoline demand)."
1998-05-25,1.108,1.076,1.125,1.12,1.044,1.105,1.042,1.167,1.251,"The price of oil has experienced shocks in the past, such as the drop in oil prices in the early 1980s.","The article notes that oil prices have experienced major shocks historically, including a sharp drop in the early 1980s, highlighting the potential for large price swings that can influence gasoline costs."
1998-06-01,1.104,1.075,1.123,1.12,1.043,1.096,1.043,1.16,1.244,"There is no direct information about the current United States gasoline price or oil price in the provided search results. However, there are mentions of fuel prices and oil capacity in various contexts.","The provided articles contain no direct information on current U.S. gasoline prices, U.S. crude oil prices, refinery operations, inventories, or demand. They only make general mentions of fuel prices and oil capacity in unrelated contexts, offering limited actionable detail for gasoline price forecasting."
1998-06-08,1.113,1.076,1.125,1.122,1.043,1.119,1.042,1.213,1.235,The government subsidizes the sale price of gasoline and other fuels in the United States.,"The article states that the U.S. government subsidizes the sale price of gasoline and other fuels, implying retail pump prices are influenced by policy support in addition to market supply-demand factors."
1998-06-15,1.104,1.071,1.125,1.119,1.036,1.099,1.046,1.2,1.233,"The data provided is from 1998, which may not be relevant to current United States gasoline price and oil price. However, some general facts can be extracted: oil prices rose in 1973, and the United States has stockpiles of oil.",The article notes that oil prices rose in 1973 and that the United States maintains stockpiles of oil. The information is based on 1998-era data and provides little detail relevant to current U.S. gasoline price forecasting.
1998-06-22,1.096,1.069,1.122,1.117,1.034,1.085,1.041,1.194,1.227,"The fuel oil price calculation is based on the MARKET PRICE per gallon for the week, according to the New Jersey government website.",New Jersey’s government website states that its weekly fuel oil price calculation is based on the market price per gallon for that week.
1998-06-29,1.096,1.068,1.122,1.116,1.033,1.09,1.036,1.172,1.223,"The United States Government assumes no liability for its contents or use of diesel fuel, regular and salt water, and lubricating oil.","The provided item contains no market- or supply-demand-relevant information and appears to be a generic U.S. government liability disclaimer referencing diesel fuel, water (regular and salt), and lubricating oil. No details are given on gasoline prices, crude oil markets, refining operations, inventories, demand, or policy changes that would inform a U.S. gasoline price forecast."
1998-07-06,1.097,1.064,1.112,1.111,1.03,1.1,1.035,1.163,1.219,"The United States government offers tax credits for alternative fuel distributed by or used for federal government, state government, or public education institutions.","The U.S. government offers tax credits for alternative fuels distributed by or used for federal, state, or public education institutions. These incentives could affect demand and pricing dynamics for alternative fuels relative to gasoline in those sectors."
1998-07-13,1.092,1.066,1.104,1.112,1.035,1.087,1.033,1.164,1.216,The farm price of gasoline and diesel fuel in the US increased by 0.7% due to a rise in the price of imported crude oil.,"U.S. farm gasoline and diesel fuel prices rose 0.7% for the week, attributed to higher imported crude oil prices. This indicates upward pressure on retail fuel costs from increased crude input costs."
1998-07-20,1.097,1.063,1.104,1.11,1.031,1.102,1.036,1.166,1.214,The recent and prospective declines in crude oil prices are expected to affect retail gasoline and home heating oil prices in the near term.,"Recent declines in crude oil prices, with further declines anticipated, are expected to lower retail gasoline prices in the near term. The same crude price weakness is also expected to reduce home heating oil prices."
1998-07-27,1.088,1.058,1.101,1.106,1.024,1.086,1.03,1.163,1.211,The US gas prices remained low in August 1998 due to weak demand.,U.S. gasoline prices stayed low in August 1998 because demand was weak.
1998-08-03,1.077,1.052,1.094,1.102,1.017,1.068,1.022,1.152,1.203,"The marketing characteristics of the Detroit Diesel DELTA Engine, coupled with relatively low fuel prices within the United States, have drastically changed the product mix away from certain types of vehicles.","Relatively low U.S. fuel prices have shifted the vehicle product mix away from certain types of vehicles, alongside marketing of the Detroit Diesel DELTA Engine. The article provides no specific data on gasoline supply, demand, inventories, refinery operations, or crude prices."
1998-08-10,1.072,1.048,1.092,1.1,1.012,1.06,1.017,1.146,1.199,"The glut of oil on the world market increased with the United Nations' decision to let Iraq sell some crude oil to raise money for humanitarian needs, leading to a drop in gasoline prices.","The United Nations authorized Iraq to sell additional crude oil for humanitarian funding, increasing the global oil supply glut. The added supply contributed to lower gasoline prices."
1998-08-17,1.065,1.042,1.09,1.094,1.006,1.048,1.012,1.166,1.196,,
1998-08-24,1.058,1.038,1.084,1.088,1.003,1.035,1.01,1.161,1.192,"Figure I.1 shows the crude oil prices in the US from 1970 to 1998, with major events affecting prices .","The article presents a historical chart of U.S. crude oil prices from 1970–1998 and highlights major events that affected prices over that period. No current-week developments or specific information on U.S. gasoline supply, demand, refining, inventories, or policy changes are provided."
1998-08-31,1.053,1.034,1.079,1.083,0.999,1.032,0.999,1.151,1.184,"The historical data shows that when natural gas prices fell during the early 1980s, the profitability of landfill gas-to-energy projects decreased.",Historical data indicates that declining natural gas prices in the early 1980s reduced the profitability of landfill gas-to-energy projects.
1998-09-07,1.046,1.028,1.072,1.08,0.994,1.027,0.989,1.136,1.179,There is no relevant objective fact about United States gasoline price or oil price in the provided search results.,"The provided articles contain no relevant objective facts or data about U.S. gasoline prices, crude oil prices, refinery operations, inventories, demand, or other market fundamentals. As a result, they do not provide useful inputs for forecasting U.S. gasoline prices for that week."
1998-09-14,1.042,1.024,1.072,1.077,0.988,1.02,0.989,1.152,1.171,"The United States has oxygenated gasoline programs in certain states, which can affect gasoline supply and price.","Some U.S. states require oxygenated gasoline blends under oxygenated gasoline programs, which can alter regional gasoline specifications and affect supply availability and prices in those areas."
1998-09-21,1.053,1.023,1.067,1.075,0.987,1.047,0.989,1.149,1.189,The Associated Oil Company station closed due to rising gas prices caused by the oil crisis of the early 1970s.,"An Associated Oil Company gasoline station closed during the early 1970s oil crisis as gasoline prices rose sharply. The item provides historical context on price-driven station closures but contains no current-week supply, demand, refinery, or policy details relevant to near-term U.S. gasoline price forecasting."
1998-09-28,1.053,1.029,1.076,1.079,0.994,1.041,0.995,1.135,1.187,"The cost of producing solid, fertilizer-grade Ammonium Nitrate in the United States is estimated to be $98 per metric ton.","U.S. production cost for solid, fertilizer-grade ammonium nitrate is estimated at about $98 per metric ton. The item provides no direct information on crude oil, refinery operations, gasoline inventories, demand, or retail pricing."
1998-10-05,1.059,1.034,1.081,1.084,1.0,1.05,1.003,1.13,1.182,"The first oil well in the United States was drilled in 1859 in Titusville, Pennsylvania. The major product of crude oil is gasoline, which accounts for almost 50% of the total product.","The article notes that the first U.S. oil well was drilled in 1859 in Titusville, Pennsylvania. It also states that gasoline is the major product of crude oil, accounting for nearly 50% of total petroleum products."
1998-10-12,1.063,1.046,1.088,1.091,1.014,1.045,1.015,1.148,1.178,The price of oil in 1998 was less than $15 per barrel.,"In 1998, crude oil prices fell below $15 per barrel."
1998-10-19,1.058,1.044,1.086,1.088,1.013,1.038,1.014,1.138,1.174,The direct use of energy by the poor in the United States for homes and automobiles is relevant to understanding energy and social issues.,"The article discusses how low-income households’ direct energy use for home heating/cooling and automobile travel is important for understanding broader U.S. energy and social issues. It does not provide specific data or events (e.g., crude prices, refinery outages, policy changes, inventory levels) that would directly inform near-term U.S. gasoline price forecasting."
1998-10-26,1.055,1.041,1.084,1.088,1.009,1.032,1.007,1.136,1.175,"The capital cost of the pressure vessel for storing and transporting hydrogen is affected by production rates, and fuel price has a significant impact due to the many trips involved.","A study notes that hydrogen fuel price significantly affects total costs because transporting and storing hydrogen requires many trips, and the capital cost of pressure vessels used for storage and transport varies with production rates."
1998-11-02,1.05,1.04,1.08,1.083,1.01,1.025,1.002,1.128,1.172,"The article from CBS News on November 5, 1998, states that cheap oil has helped fuel the economic boom of the 1990s, but petroleum prices will jump drastically in the near future.","Cheap oil in 1998 was cited as supporting the 1990s U.S. economic boom, with the article warning that petroleum prices would rise sharply in the near future, implying potential upward pressure on gasoline prices."
1998-11-09,1.048,1.038,1.079,1.082,1.006,1.026,0.998,1.12,1.169,"The history of gasoline prices in the U.S. is available, and gasoline prices vary from one state to another due to various factors.","U.S. gasoline prices have a documented historical record and vary significantly by state. The state-to-state differences are driven by multiple factors, indicating regional conditions and drivers can cause price divergence."
1998-11-16,1.037,1.031,1.075,1.079,0.998,1.0,0.991,1.141,1.169,"As of November 17, 1998, the price of gasoline in the United States slipped under $1, and the spot-market price for benchmark West Texas Intermediate crude oil was $13.57 a barrel.","As of Nov. 17, 1998, U.S. gasoline prices fell below $1 per gallon. Benchmark WTI crude oil spot prices were $13.57 per barrel."
1998-11-23,1.03,1.022,1.071,1.067,0.989,0.991,0.981,1.125,1.179,"The United States has fees on oil, including gasoline, which affect prices.","U.S. gasoline prices are influenced in part by government-imposed fees on oil products, including gasoline. These fees add to the final retail cost paid by consumers."
1998-11-30,1.015,1.013,1.067,1.059,0.979,0.965,0.971,1.107,1.175,"As of December 1998, crude oil and gasoline prices hit historic lows, with prices being the cheapest since the U.S. government began keeping statistics, adjusted for inflation.","In December 1998, crude oil and gasoline prices fell to historic lows, with inflation-adjusted levels the cheapest since the U.S. government began keeping statistics."
1998-12-07,0.996,0.998,1.059,1.046,0.962,0.935,0.96,1.079,1.166,Instability in the Niger Delta has had an impact on the price of crude oil in the international market.,"Instability in Nigeria’s Niger Delta has disrupted conditions affecting crude oil supply, contributing to changes in international crude oil prices. Movements in global crude oil prices are a key input cost for U.S. gasoline prices."
1998-12-14,0.987,0.987,1.054,1.035,0.95,0.932,0.948,1.042,1.159,"As of December 1998, gas prices in the United States were low, with Utah motorists paying 25 cents less than the previous winter.","In December 1998, U.S. gasoline prices were low, and Utah motorists were paying about 25 cents per gallon less than the previous winter."
1998-12-21,0.986,0.982,1.049,1.03,0.945,0.939,0.944,1.012,1.157,The flow rate of the fuel is important in underground storage tank operator training.,"The article focuses on underground storage tank operator training, emphasizing that monitoring fuel flow rate is important for proper operation. It does not provide market, supply/demand, refinery, inventory, crude oil, or policy information directly relevant to forecasting U.S. gasoline prices."
1998-12-28,0.979,0.976,1.043,1.025,0.938,0.93,0.94,0.999,1.154,"The price of U.S. benchmark crude dropped to its lowest annual average in 20 years, down some 30 percent from 1997.","U.S. benchmark crude oil fell to its lowest annual average price in 20 years, about 30% lower than in 1997."
1999-01-04,0.977,0.974,1.042,1.02,0.938,0.927,0.939,0.994,1.151,Commodity and crude oil prices are mentioned in the context of the economic and budget outlook for fiscal years 2000.,"The week’s content only notes that commodity and crude oil prices were referenced within an economic and federal budget outlook for fiscal year 2000, without providing specific crude benchmarks, supply/demand figures, refinery conditions, or U.S. gasoline market impacts."
1999-01-11,0.982,0.971,1.037,1.018,0.934,0.946,0.94,0.993,1.146,"Currently, oil accounts for 97 percent of fuel use in the transportation sector in the United States.","Oil supplies about 97% of transportation-sector fuel use in the United States, indicating U.S. gasoline demand remains heavily dependent on petroleum-derived fuels."
1999-01-18,0.985,0.972,1.037,1.019,0.935,0.952,0.945,1.004,1.141,"The U.S. EPA regulations encompass outboard engines and gasoline marine engines produced for personal watercraft and jet boats, aiming to reduce pollution by 2025.","The U.S. EPA finalized regulations covering outboard and gasoline marine engines for personal watercraft and jet boats, with pollution-reduction requirements taking effect by 2025. These rules could affect future demand and specifications for gasoline used in marine applications."
1999-01-25,0.977,0.968,1.029,1.013,0.932,0.941,0.939,0.998,1.136,"The Saudi Government announced a 50 percent across-the-board increase in natural gas prices from January 1, 1998.","Saudi Arabia announced a 50% across-the-board increase in domestic natural gas prices effective January 1, 1998, indicating a significant rise in regional gas costs that could affect fuel and petrochemical feedstock economics."
1999-02-01,0.971,0.96,1.019,1.005,0.925,0.933,0.934,1.002,1.127,"As of February 1999, the oversupply of crude and refined oil products, as well as economic turmoil in Asia, Russia, and Latin America, led to low gas prices at the pump.","In February 1999, an oversupply of crude oil and refined products contributed to low U.S. gasoline prices at the pump. Economic turmoil in Asia, Russia, and Latin America also weakened demand, reinforcing downward pressure on prices."
1999-02-08,0.968,0.956,1.016,0.997,0.923,0.933,0.935,0.995,1.12,"The Company uses forward contracts for fuel oil, gas oil, and diesel to manage the risk of volatility in the Company's future.","The company uses forward contracts for fuel oil, gas oil, and diesel to hedge against volatility in future fuel costs. This indicates active use of derivatives to manage exposure to refined-product price swings."
1999-02-15,0.96,0.948,1.01,0.99,0.915,0.919,0.932,0.999,1.116,"The average price of all grades of gasoline in the United States was below $1 on February 21, 1999.","The average U.S. price for all grades of gasoline was below $1 per gallon on February 21, 1999."
1999-02-22,0.949,0.943,0.999,0.981,0.913,0.892,0.926,1.001,1.12,The quantity of imported oil rose appreciably in response to the strength of U.S. economic activity and lower oil prices in 1999.,"U.S. imported oil volumes increased significantly in 1999, driven by strong domestic economic activity and lower crude oil prices."
1999-03-01,0.955,0.938,0.993,0.977,0.907,0.914,0.921,1.001,1.124,"The U.S. benchmark for crude-oil prices is West Texas Intermediate (WTI), measured in Cushing, Oklahoma.","West Texas Intermediate (WTI) is the U.S. benchmark crude-oil price, measured in Cushing, Oklahoma."
1999-03-08,0.963,0.939,0.993,0.977,0.909,0.923,0.92,1.006,1.162,The price of gasoline in international markets was moderate compared with the decline in the price of crude oil in 1998.,"International gasoline prices fell less than crude oil prices during 1998, leaving gasoline prices comparatively moderate despite the sharp crude decline."
1999-03-15,1.017,0.978,1.018,1.004,0.956,1.009,0.956,1.049,1.193,The BLS projected a moderate rise in both real and nominal imported oil prices over the 1998-2008 period.,"The BLS projected a moderate rise in both real and nominal imported oil prices over the 1998–2008 period, implying higher crude oil input costs over time that can influence U.S. gasoline prices."
1999-03-22,1.056,1.012,1.046,1.033,0.994,1.057,0.992,1.077,1.231,"As of March 1999, gasoline prices in the United States have risen nearly 9 cents a gallon, with retailers boosting prices in anticipation of higher costs.","U.S. gasoline prices rose nearly 9 cents per gallon as of March 1999, with retailers increasing pump prices in anticipation of higher wholesale costs."
1999-03-29,1.121,1.047,1.076,1.069,1.03,1.109,1.039,1.159,1.411,"In 1996, the cost of gas was affected by the use of hydroelectric power.","In 1996, gasoline costs were influenced by the extent of hydroelectric power use, indicating that electricity-generation mix and related energy-market conditions can affect fuel pricing."
1999-04-05,1.158,1.078,1.113,1.1,1.06,1.122,1.068,1.206,1.531,"The average gasoline price in the United States was not explicitly mentioned in the search results. However, there were mentions of gasoline prices in specific contexts, such as the cost of gasoline in Belgrade during a strike .","The available content did not provide any data on average U.S. gasoline prices or U.S.-specific supply/demand factors, noting only a reference to gasoline costs in Belgrade during a strike. No other same-week details relevant to forecasting U.S. gasoline prices (e.g., U.S. crude prices, refinery outages, inventories, or policy changes) were included."
1999-04-12,1.179,1.1,1.138,1.126,1.079,1.139,1.081,1.23,1.575,The Consumer Price Index for All Urban Consumers (CPI-U) for All Items for the U.S. city average increased 1.6 percent in 1998.,"The CPI-U for all items in the U.S. city average increased 1.6% in 1998. The item provides only broad inflation context and does not include gasoline-specific price, supply, demand, or refining information."
1999-04-19,1.175,1.105,1.146,1.14,1.079,1.124,1.087,1.237,1.557,"The average international oil price declined by 2% in U.S. dollar terms during 1999, to US$21.5 per barrel.","Average international oil prices fell 2% in 1999 to about $21.50 per barrel (USD), indicating a lower crude oil cost backdrop that can influence U.S. gasoline prices."
1999-04-26,1.171,1.11,1.156,1.146,1.082,1.115,1.094,1.237,1.537,"The shutdown of a refinery in California, along with problems at other state refineries, led to higher crude prices and an increase in gasoline prices in California between February and early April 1999.","A California refinery shutdown, along with operational problems at other in-state refineries, contributed to higher crude prices and drove California gasoline prices up between February and early April 1999."
1999-05-03,1.176,1.118,1.16,1.153,1.092,1.128,1.094,1.242,1.515,The Arab oil boycott in the 1970s led to a surge in gasoline prices.,The 1970s Arab oil boycott significantly constrained oil supplies and triggered a surge in U.S. gasoline prices.
1999-05-10,1.18,1.128,1.168,1.167,1.1,1.136,1.098,1.264,1.491,The estimated benefits of phasing out leaded gasoline in the United States include reduced costs.,"Phasing out leaded gasoline in the United States is estimated to have produced benefits by reducing costs, indicating historically significant health and economic impacts tied to gasoline composition and regulation."
1999-05-17,1.18,1.127,1.171,1.168,1.098,1.145,1.1,1.261,1.469,"On May 21, 1999, PennzEnergy reported net income impacted by significant decreases in crude oil and natural gas prices.","PennzEnergy reported on May 21, 1999 that its net income was affected by significant decreases in crude oil and natural gas prices, indicating weaker upstream commodity price conditions during the period."
1999-05-24,1.166,1.125,1.168,1.167,1.094,1.122,1.101,1.258,1.426,"Objective facts about United States gasoline price, oil price: NA","No objective facts or week-specific articles were provided regarding U.S. gasoline prices, crude oil prices, refining outages/capacity, inventory data, or demand indicators. The only available content indicates the dataset for that week is “NA,” leaving no actionable information to summarize for gasoline price forecasting."
1999-05-31,1.151,1.119,1.167,1.163,1.087,1.102,1.102,1.246,1.387,The 1973 war in the Middle East led to a 40% increase in gasoline prices in the United States.,The 1973 Middle East war triggered a major supply shock that led to a roughly 40% increase in U.S. gasoline prices. This highlights how geopolitical conflict in key oil-producing regions can rapidly drive U.S. pump prices higher.
1999-06-07,1.152,1.115,1.166,1.16,1.083,1.118,1.098,1.239,1.365,"The price structure of oil products in Sudan is affected by changes in international prices, depreciation of the currency, or increases in the domestic price level.","Sudan’s oil product pricing is influenced by international oil price movements, local currency depreciation, and increases in domestic price levels."
1999-06-14,1.148,1.113,1.166,1.16,1.078,1.114,1.096,1.235,1.359,The U.S. Energy Information Administration (EIA) provides data on natural gas consumption and expenditures in U.S. households by end uses and census region.,"The EIA released data on U.S. household natural gas consumption and expenditures, broken out by end use and census region. The information focuses on residential natural gas usage and spending rather than gasoline or refining-related supply and demand factors."
1999-06-21,1.163,1.117,1.166,1.161,1.086,1.145,1.097,1.238,1.373,The United States gasoline market shares are: Arco (14.2% of East Coast markets) and BP (gasoline markets).,"Arco holds about 14.2% of East Coast U.S. gasoline market share, while BP is also referenced as a participant in U.S. gasoline markets. No additional details were provided on prices, supply, demand, inventories, refinery operations, or policy factors."
1999-06-28,1.153,1.117,1.164,1.163,1.085,1.119,1.09,1.246,1.372,"The recent increases in oil prices are mentioned in the context of the aviation industry, suggesting that fuel prices may be a concern for airlines.","Recent increases in oil prices were highlighted as a concern for the aviation industry, indicating higher fuel costs for airlines. The article provides no additional details on the drivers of oil price changes or implications for U.S. gasoline supply, refining, or retail prices."
1999-07-05,1.165,1.129,1.175,1.167,1.101,1.139,1.101,1.248,1.366,The United States government is not involved in the cost of fuel infrastructure.,"The article states that the U.S. government is not involved in determining the cost of fuel infrastructure. No specific information is provided on gasoline supply, refining capacity, crude oil markets, taxes, or policy changes that would directly affect near-term U.S. gasoline prices."
1999-07-12,1.182,1.148,1.198,1.19,1.117,1.149,1.118,1.246,1.402,"The Consumer Price Index (CPI) remained steady in July 1999, indicating that inflation was not a problem in the U.S. economy at that time.","The U.S. Consumer Price Index was unchanged in July 1999, indicating stable overall inflation. No specific information on gasoline, crude oil, refinery operations, or fuel demand was provided."
1999-07-19,1.208,1.168,1.213,1.21,1.137,1.171,1.14,1.274,1.461,"The prices of gasoline and oil were mentioned in various contexts, including a court case, a vehicle's fuel price information, and a comparison of energy prices between India and Kenya.","The week’s items referenced gasoline and oil only in passing—within a court case, as vehicle fuel-price information, and in a comparison of energy prices between India and Kenya—without providing U.S.-specific data on crude supply/demand, refining operations, inventories, or policy changes relevant to forecasting U.S. gasoline prices."
