Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,search_fact,report_fact,search_fact_summary_gpt_5_2
90.720952,197.147871314561,106.426919314561,2012-12-01,2012-12-01,2012-12-31,"The United States is a significant player in the global wine market, with China being the fifth largest market for U.S. wine imports, growing from $14 million.; The United States saw an increase in broiler production in 1972, driven by improved domestic demand.; The United States poultry exports to South Africa have been constrained by anti-dumping duties since 2000.; The National Chicken Council in the USA noted that in the first time in history, the US faced an alarming situation for the poultry feed industry.; The demand for poultry meat has increased in the United States.",,"U.S. broiler production has been rising alongside increased domestic demand for poultry meat, while the poultry feed industry was described by the National Chicken Council as facing an unprecedented “alarming” situation. U.S. poultry exports to South Africa have been constrained for years by anti-dumping duties, limiting that outlet for U.S. chicken supply."
92.206432,193.95554339543,101.74911139543,2013-01-01,2013-01-01,2013-01-31,"The demand for poultry meat has increased in the United States.; The United States has a demand for poultry products, and Nevada has a low supply, making it easier to market poultry products in the state.; The United States has a strong demand for poultry products, with high demand from milk processing plants driving up prices.; The United States broiler market demand is high, especially during events like the Super Bowl, with Americans expected to eat 1.23 billion chicken wings.; The United States is a major foreign supplier of poultry meat to Russia, and Russia is a major foreign market for U.S. poultry meat.",,"U.S. poultry product demand was reported as increasing and strong, with broiler demand especially high during events like the Super Bowl and large volumes of wing consumption. Nevada was described as having relatively low poultry supply that supports easier marketing, and price pressure was also linked to high demand from milk processing plants, while export demand was noted via Russia being a major market for U.S. poultry meat."
90.258968,194.785893096294,104.526925096294,2013-02-01,2013-02-01,2013-02-28,"The United States is a major foreign supplier of poultry meat to Russia, and Russia is a major foreign market for U.S. poultry meat.; The broiler production in the United States is shifting toward larger birds, with 42% of birds produced in 2011 falling into the two largest categories.; The United States has a national network of cross dock facilities across the country, which can affect the broiler market.; The US Department of Agriculture's Agricultural Marketing Service reports on the consumption of organic fluid milk, which may have an impact on the broiler market.; The United States broiler market is not mentioned explicitly in the provided search results. However, there are mentions of the agricultural industry, meat market, and livestock production, which can be related to the broiler market.",,"U.S. poultry exports were tied to Russia as a significant destination, and the U.S. was described as a major foreign supplier of poultry meat to Russia, implying export demand could influence domestic availability. U.S. broiler production was reported to be shifting toward larger birds (roughly 40% in the two largest size categories), and a national network of cross-dock facilities was noted as affecting distribution, both of which can shape retail product mix and supply flow."
91.655144,189.995113958636,98.3399699586359,2013-03-01,2013-03-01,2013-03-31,"The United States broiler market is not mentioned explicitly in the provided search results. However, there are mentions of the agricultural industry, meat market, and livestock production, which can be related to the broiler market.; The United States is a significant player in the global poultry market, with a large proportion of corn grown in the country being used for animal feed.; The broiler industry in the United States is concentrated in the southeastern region of the country.; The United States fur industry has been volatile over the past 15 years, with mink pelt prices sinking to about $25 each in 1998 and rising again.; The United States was the 28th-largest export market and 16th-largest source of imports for Russia, with a growing demand for meat in the Russian diet.",,"U.S. poultry production is concentrated in the Southeast, and a large share of U.S. corn output is used for animal feed, linking broiler costs to feed grain availability and pricing. International meat-demand signals include rising meat consumption in Russia and U.S.–Russia trade ties, which can affect export demand conditions for U.S. poultry."
90.738344,191.241723111961,100.503379111961,2013-04-01,2013-04-01,2013-04-30,"The United States initiated the chicken broiler case to remove market access limitations and provide national treatment for foreign suppliers providing payment.; The United States is a significant producer and consumer of poultry meat, and the market has continued to expand with significant changes in the marketplace.; The U.S. Department of Agriculture's Economic Research Service published a report on households' choices among fluid milk products, analyzing how income and prices change.; Objective facts about the United States broiler market situation: NA; The United States has laws and regulations in place to govern the agriculture industry, including the broiler market, such as the Federal Meat Inspection Act.",,"A U.S.-initiated chicken broiler trade case sought to remove market-access limitations and secure national treatment for foreign suppliers, potentially affecting import availability and competitive conditions. The U.S. poultry meat market was described as large and continuing to expand amid significant marketplace changes, within an established regulatory framework (e.g., Federal Meat Inspection Act)."
96.29592,194.708736505108,98.4128165051079,2013-05-01,2013-05-01,2013-05-31,"The United States has laws and regulations in place to govern the agriculture industry, including the broiler market, such as the Federal Meat Inspection Act.; The United States broiler market is not directly mentioned in the search results, but there is information about the poultry market and agricultural policy in the United States.; The United States Department of Agriculture (USDA) is a relevant authority in the agriculture industry, including the broiler market.; The United States broiler market is related to the cattle industry, and production economics can impact market prices.; The U.S. Department of Agriculture (USDA) prohibits discrimination in all its programs and activities.",,"U.S. broiler and poultry products are subject to federal oversight and compliance requirements under USDA authority, including laws such as the Federal Meat Inspection Act. Broiler market conditions are linked to broader U.S. meat production economics (including interactions with cattle markets), which can influence poultry pricing dynamics."
96.017712,199.188666778058,103.170954778058,2013-06-01,2013-06-01,2013-06-30,"The U.S. Department of Agriculture (USDA) prohibits discrimination in all its programs and activities.; The United States broiler market is not directly mentioned in the search results. However, there is a mention of the poultry industry in the context of JBS acquiring Marfrig's Seara poultry unit.; There is no direct information about the United States broiler market in the provided search results.; The U.S. Department of Agriculture (USDA) prohibits discrimination in all its programs and activities on the basis of race, color, national origin, age, etc.; The farmdoc Team's article mentions that broiler production expanded rapidly due to high market prices, causing demand to increase when crop price declines occur.",,"Broiler production expanded rapidly in response to high market prices, with indications that demand tends to increase when crop prices decline. Industry consolidation activity was noted via JBS acquiring Marfrig’s Seara poultry unit."
93.60156,197.586795406466,103.985235406466,2013-07-01,2013-07-01,2013-07-31,"The United States broiler market is not directly mentioned in the search results. However, there are mentions of poultry markets and industries in other countries, such as Egypt and Senegal.; The USDA provides market news on poultry, covering supply, demand, and price situation on a regional, national, and international basis.; The United States pork industry has a long history of investing to increase production efficiency, enhance pork demand, and generally advance global competitiveness.; The United States has a large market for chicken meat, and its relatively cheaper price makes it a popular choice.; The United States broiler market is not directly mentioned in the search results. However, there are mentions of the poultry industry and chicken production.",,"USDA poultry market news (regional/national/international) tracks supply, demand, and price conditions that can affect near-term U.S. chicken pricing. Chicken remains a large U.S. meat category and is generally priced below other meats, supporting demand and potential retail price sensitivity to competing-protein movements (e.g., pork)."
92.051496,200.207027051269,108.155531051269,2013-08-01,2013-08-01,2013-08-31,"The United States broiler market is not directly mentioned in the search results. However, there are mentions of the poultry industry and chicken production.; The demand for broiler meat is high in the United States, but not as high as for other poultry such as chicken.; The United States has lost corn export market dominance, which may impact the broiler industry's feed costs.; The average market value of a cow in the North Central United States is $245.; The United States is a global benchmark for high-quality grain-fed beef, with export prices setting the ceiling for acceptable prices for this type of beef in many countries.",,U.S. poultry/chicken production is referenced alongside indications of strong broiler-meat demand. Loss of U.S. dominance in corn export markets is noted as a factor that could affect corn prices and thus broiler feed costs over coming months.
88.63252,200.549237940742,111.916717940742,2013-09-01,2013-09-01,2013-09-30,"The United States is a global benchmark for high-quality grain-fed beef, with export prices setting the ceiling for acceptable prices for this type of beef in many countries.; The United States has lost poultry market share despite increasing imports.; The United States produces a significant amount of soybean meal, with 97% going to feed pigs, poultry, and cattle.; The United States broiler market is not directly mentioned in the search results, but there is information about the poultry industry and related markets.; The United States has processed over 105 billion broilers since 2000, with production parameters, mortality, and condemnation rates shown in a figure.; The United States broiler market is affected by consumer demand, which can be influenced by factors such as food prices and income levels.",,"The U.S. has been losing poultry market share even as imports rise, and long-run broiler production has remained large, with over 100 billion broilers processed since 2000 alongside tracked changes in production parameters, mortality, and condemnation rates. Feed cost conditions are tied to U.S. soybean meal supply, with nearly all output used for livestock feed including poultry, while consumer demand for chicken is linked to broader food price and income trends."
80.3716,203.097528417285,122.725928417285,2013-10-01,2013-10-01,2013-10-31,"The United States broiler market is affected by consumer demand, which can be influenced by factors such as food prices and income levels.; The United States broiler market has experienced a decrease in prices due to an oversupply, with prices falling drastically over the years.; The United States broiler market is not explicitly mentioned in the provided search results.; The United States broiler market is expected to benefit from increased export demand, particularly for broiler leg quarters, which are in high demand in foreign markets.",,"U.S. broiler prices have been pressured lower recently due to oversupply, with consumer demand sensitive to broader food prices and income levels. Export demand is expected to strengthen, especially for broiler leg quarters, which could support overall broiler market pricing."
74.77368,195.574910968511,120.801230968511,2013-11-01,2013-11-01,2013-11-30,"The United States broiler market is expected to benefit from increased export demand, particularly for broiler leg quarters, which are in high demand in foreign markets.; The USDA provides market news, including prices, as part of the National Agricultural Statistics Service.; The USDA Market News helps encourage market stability by promoting healthy market conditions.; The cost of feed ingredients, such as corn and soybean meal, represents roughly 71% of production costs for vertically-integrated poultry processors in the United States.; The United States turkey market is a significant sector, with Mexico being the largest market for U.S. turkey, importing 412.7 million pounds last year, according to the National Turkey Federation.",,"Increased export demand, especially for broiler leg quarters, is expected to support the U.S. broiler market. Feed inputs (corn and soybean meal) make up roughly 70% of production costs for vertically integrated U.S. poultry processors, making retail pricing sensitive to feed-cost changes."
73.050912,196.707246778341,123.656334778342,2013-12-01,2013-12-01,2013-12-31,"The United States turkey market is a significant sector, with Mexico being the largest market for U.S. turkey, importing 412.7 million pounds last year, according to the National Turkey Federation.; The United States faces competition in the Saudi Arabian market from EU and Asian countries, impacting U.S. market share.; The United States broiler market is influenced by various factors such as demand, supply, exchange rates, and seasonal changes.; The United States is a major market for chicken breasts, with 316 samples tested from 26 states.; The demand for U.S. meats influences prices in the United States, Canada, and other markets.; The price U.S. farmers receive for a broiler is affected by the demand shock in the wheat market.",,"Mexico remained the largest export destination for U.S. turkey (roughly 400 million pounds last year), while U.S. poultry faces stronger competition from EU and Asian suppliers in Saudi Arabia, affecting export market share. U.S. broiler market conditions are shaped by demand/supply, exchange rates and seasonal patterns, with U.S. meat demand influencing prices across North America and a wheat-market demand shock affecting prices farmers receive for broilers."
74.935904,193.841928425394,118.906024425394,2014-01-01,2014-01-01,2014-01-31,"The price U.S. farmers receive for a broiler is affected by the demand shock in the wheat market.; The United States is a significant player in the global poultry market, and the country's agricultural products are marketed domestically and internationally.; The top three poultry processors in the United States are Tyson Foods, Pilgrim's (a subsidiary of JBS), and they have a market share of around 30 per cent for poultry.; The National Chicken Council reports that Americans are expected to eat 1.25 billion chicken wings during Super Bowl weekend in 2014, and the ""Great Wing Shortage"" of 2013 is officially over.; The United States broiler market is influenced by growing demand for ethanol, which affects corn prices.",,"Broiler prices faced feed-cost pressure as wheat demand shocks and rising ethanol demand influenced corn prices, affecting what farmers receive for broilers. U.S. poultry supply and pricing were also shaped by concentrated processing (top firms controlling roughly a third of the market) and strong seasonal demand tied to Super Bowl wing consumption, with the prior year’s wing shortage reported as over."
75.612016,195.294023686247,119.682007686247,2014-02-01,2014-02-01,2014-02-28,"The United States broiler market is influenced by growing demand for ethanol, which affects corn prices.; The United States is the first-ranked producer of poultry.; The United States has a stock buildup of grains and feed, leading to declining prices in MY 2013/14 due to weak export demand.; The United States Department of Agriculture (USDA) prohibits discrimination in all its programs and activities on the basis of race, color, national origin, age, etc.; The United States consumed over 100 million pounds of chicken wings during the 2012 Superbowl, according to the U.S. National Chicken Council.",,"Large U.S. grain and feed stockpiles amid weak export demand were reported to be pushing corn/feed prices lower, while growing ethanol demand was highlighted as a factor that can raise corn prices and affect broiler production costs. The U.S. was noted as the top poultry producer, and chicken-wing consumption spikes around major events (e.g., the Super Bowl) indicate strong seasonal demand that can influence retail chicken prices."
79.85368,194.729807421684,114.876127421684,2014-03-01,2014-03-01,2014-03-31,"The United States consumed over 100 million pounds of chicken wings during the 2012 Superbowl, according to the U.S. National Chicken Council.; The US is involved in and dependent on export markets, which may contribute to increasing variability in milk prices.; The USDA National Farmers Market is collecting price data for market news.; The U.S. Department of Agriculture expects lower feed prices for livestock and poultry, which could affect the broiler market.; The United States has an expanding corn-derived ethanol fuel sector, which rose in late 2006 and early 2007, fuelled by demand for corn and consequently prices.; Objective facts about the United States broiler market situation: 
The United States produced 894,000,000 broilers in North Carolina and 2,027,000,000 broilers in Georgia in 2023 .",,"Superbowl-related demand was highlighted by consumption of over 100 million pounds of chicken wings, while USDA market-news efforts were collecting retail price data that can inform near-term chicken price monitoring. USDA expected lower feed prices for livestock and poultry, and the corn-ethanol sector was noted as a factor supporting corn demand and prices; recent production context included roughly 0.9 billion broilers in North Carolina and about 2.0 billion in Georgia (2023)."
85.90756,192.907863806749,107.000303806749,2014-04-01,2014-04-01,2014-04-30,"Objective facts about the United States broiler market situation: 
The United States produced 894,000,000 broilers in North Carolina and 2,027,000,000 broilers in Georgia in 2023 .; The United States corn crop is a significant contributor to the broiler market, with 36% of last year's crop projected to be used for demand.; The JBS company has a significant presence in the United States poultry market, accounting for approximately 25% of demand of JBS' units in the country.; Record-high prices for U.S. beef burgers and pork chops are helping to make 2014 the most profitable year ever for chicken producers.; The demand for livestock products, including poultry, is increasing in the country.",,"Record-high retail beef and pork prices are boosting chicken’s relative affordability and contributing to strong poultry demand and high producer profitability alongside rising overall U.S. demand for livestock products. Broiler supply is supported by large production volumes in major states like Georgia and North Carolina, while feed costs remain tied to corn availability with roughly one‑third of the corn crop projected for demand and a major producer (JBS) representing about one‑quarter of poultry demand among its U.S. units."
90.424832,194.61366934358,104.18883734358,2014-05-01,2014-05-01,2014-05-31,"The demand for livestock products, including poultry, is increasing in the country.; The United States is a significant player in the global poultry market, with the poultry sector being the fourth largest in the country.; : NA",,"Demand for livestock products, including poultry, is rising domestically, signaling strengthening consumption conditions for chicken at retail. The U.S. remains a major global poultry supplier, with poultry the country’s fourth-largest agricultural sector, highlighting its large-scale production and market footprint."
92.893544,194.857753804384,101.964209804384,2014-06-01,2014-06-01,2014-06-30,"The United States broiler market is concentrated, with only four firms accounting for 50% of the market.; The United States is one of the largest soybean producers in the world, and the U.S. soybean industry is sensitive to international demand.; The U.S. broiler production is sensitive to movements in its own price, and markets are national and global, rather than local.; As of 2021-2022, there is no specific data on the United States broiler market in the provided search results. However, the agribusiness industry accounts for nearly one-fifth of the U.S. gross national product and employs close to one-fourth of the U.S. labor force.; The U.S. broiler production has leveled off after decades of rapid growth, reflecting movements in demand for chicken meat.",,"U.S. broiler production has leveled off after decades of rapid growth, reflecting shifts in chicken-meat demand and sensitivity to broiler price movements in nationally and globally integrated markets. The industry is highly concentrated (four firms account for about half of production), while key feed inputs are tied to U.S. soybean production and are sensitive to international demand."
94.030216,195.589074164657,101.558858164657,2014-07-01,2014-07-01,2014-07-31,"The U.S. broiler production has leveled off after decades of rapid growth, reflecting movements in demand for chicken meat.; The United States broiler market is currently experiencing a supply issue due to a fertility problem in roosters, which has caused a spike in chicken prices.; The shift to cut-up and processed products has spurred growth in demand for chicken, leading to production increases in the United States broiler market.; The United States chicken consumption peaked at 91.5 pounds a year.; The United States broiler market is not directly mentioned in the search results. However, there is information about the poultry industry, such as Tyson selling its Mexico and Brazil poultry businesses to JBS.",,"U.S. broiler production has leveled off after decades of growth as demand shifts toward cut-up and processed chicken, while overall U.S. chicken consumption has peaked at roughly 92 pounds per person per year. A rooster fertility problem is tightening supply and has already contributed to higher chicken prices, and Tyson’s sale of its Mexico and Brazil poultry businesses to JBS signals broader industry restructuring."
92.249984,197.044680350667,104.794696350667,2014-08-01,2014-08-01,2014-08-31,"The United States broiler market is not directly mentioned in the search results. However, there is information about the poultry industry, such as Tyson selling its Mexico and Brazil poultry businesses to JBS.; The United States is a major producer of chicken, with a large scale of production to meet domestic and export demand.; The state of Mississippi is a major supplier to U.S. and world poultry markets.; The traditional U.S. diet contains more poultry than ever before.; The United States has a significant poultry industry, with Mesa County in Colorado ranking third in the state in production of eggs and poultry.",,"Tyson agreed to sell its Mexico and Brazil poultry businesses to JBS, signaling a shift in major producer asset ownership and potential changes in cross-border poultry supply flows. The U.S. remains a large-scale chicken producer serving domestic and export demand, with consumption of poultry in the traditional U.S. diet at record-high levels and key producing regions including Mississippi (major national and global supplier) and Colorado’s Mesa County (a leading in-state eggs/poultry producer)."
92.346936,197.123507917038,104.776571917038,2014-09-01,2014-09-01,2014-09-30,"The largest pork producer in the United States is Smithfield Foods, which was acquired by WH Group.; The United States broiler market is affected by national measures of poultry market, and prices are influenced by demand and supply factors.; The National Chicken Council has guidelines and an audit checklist for broiler welfare.; The United States imports and exports poultry products, with a growing demand for U.S.-raised poultry in China.; The overall competitiveness of U.S. poultry exports in the world market is increasing, driven by demand for low-cost chicken cuts and turkey products.",,"U.S. broiler prices are described as being driven by broad demand-and-supply conditions across the national poultry market. Poultry trade is highlighted as a factor, with U.S. poultry exports becoming more competitive globally and demand rising from China for U.S.-raised poultry, alongside ongoing imports and exports of poultry products."
90.403608,198.986816421706,108.583208421706,2014-10-01,2014-10-01,2014-10-31,"The overall competitiveness of U.S. poultry exports in the world market is increasing, driven by demand for low-cost chicken cuts and turkey products.; The United States is losing its world market share to South America in the soybean market, which has implications for the broiler market as soybeans are a key ingredient in broiler feed.; The United States Department of Agriculture (USDA) provides data on the broiler market, but no specific data is available in the search results.; The United States recorded the highest total meat consumption and demand, and market and trade.; The demand for chicken meat products in foreign and domestic markets continues to grow.",,"Rising global and domestic demand is improving the competitiveness of U.S. poultry exports, supported by demand for low-cost chicken cuts and turkey products. U.S. loss of soybean export share to South America is highlighted as relevant to broiler markets because soybeans are a key broiler feed ingredient, alongside reports of very strong overall U.S. meat consumption and demand."
87.906176,200.79913387223,112.89295787223,2014-11-01,2014-11-01,2014-11-30,"The demand for chicken meat products in foreign and domestic markets continues to grow.; The sales of antibiotic-free chicken in the United States rose 34% by value last year, according to market-research firm IRI.; The United States is a major player in the global poultry market, with the EU and Brazil being other significant players.; The U.S. farm businesses, including broiler production, are classified as industrial users of electricity, and poultry production has the highest share of electricity expenses (5 percent) among all farm businesses.; The United States has a strong livestock industry, with a growing export demand, and the price of livestock products is expected to rebound.",,"Chicken demand is reported to be increasing in both domestic and foreign markets, and U.S. antibiotic-free chicken sales rose by roughly one-third by value last year.  U.S. broiler producers face relatively high electricity cost exposure (about 5% of expenses, highest among farm types) amid a strong U.S. livestock sector with growing export demand and expectations for a rebound in livestock product prices."
86.087896,199.433797961797,113.345901961797,2014-12-01,2014-12-01,2014-12-31,"The United States is a significant player in the global poultry market, with companies like Burger King sourcing chicken from the US market.; The National Chicken Council reported that companies are restarting poultry plants, citing demand for chicken.; The national survey of urban farms in the United States showed demand for technical assistance in the sector, including marketing and distribution.; The United States Department of Agriculture (USDA) buys ground beef for the National School Lunch Program.; The United States had a US$ 6.4 million surplus in poultry trade in 2013.",,"U.S. chicken demand was described as strong enough that companies were restarting poultry plants, and major buyers like Burger King were sourcing chicken from the U.S. market. A survey of U.S. urban farms reported demand for technical assistance in marketing and distribution, and the U.S. was noted as a significant global poultry market participant with a poultry trade surplus."
87.9496,197.842341953172,109.892741953172,2015-01-01,2015-01-01,2015-01-31,"The United States had a US$ 6.4 million surplus in poultry trade in 2013.; The United States Department of Agriculture (USDA) regulates the broiler market, and organizations like the US Poultry and Egg Association and the National Chicken Council also have a role in shaping the market.; The U.S. loss of the EU poultry market is estimated to be between $200 million and $300 million annually.; The United States has a large poultry production industry, with broiler chickens being a significant part of it.; The average price of organic broilers in 2008 was $6.40 per bird, with nearly two-thirds of sales in California.",,"U.S. broiler production is described as large, with USDA regulation and industry groups (US Poultry & Egg Association, National Chicken Council) influencing market conditions. Trade context includes a small poultry trade surplus (mid-single-digit million dollars in 2013) alongside an estimated annual loss of a few hundred million dollars from losing access to the EU poultry market, while organic broilers have historically sold at a premium (about $6 per bird in 2008, concentrated in California)."
86.184552,197.796222590227,111.611670590227,2015-02-01,2015-02-01,2015-02-28,"The average price of organic broilers in 2008 was $6.40 per bird, with nearly two-thirds of sales in California.; The USDA sets out the authority for labeling poultry products, and labels such as ""free-range"" and ""organic"" have specific meanings.; The United States broiler market is influenced by international demand, which remains strong due to its lower cost relative to beef and pork.; The United States broiler market is expected to increase in 2015 with moderate economic growth and larger meat supplies.; The United States is a significant producer of broilers, with antimicrobials used primarily in swine and poultry production.",,"Strong international demand for U.S. broilers is supported by chicken’s lower cost versus beef and pork, and the market was expected to expand with moderate economic growth and larger overall meat supplies. Labeling rules (e.g., “free-range,” “organic”) shape retail product segmentation, with organic broilers averaging about $6 per bird historically and sales concentrated heavily in California."
85.781784,198.729136770233,112.947352770233,2015-03-01,2015-03-01,2015-03-31,"The United States is a significant producer of broilers, with antimicrobials used primarily in swine and poultry production.; The United States is a significant player in global poultry production and trade, with forecasts suggesting rising demand.; The United States broiler market is influenced by supply and demand factors, with prices fixed by major producers based on supply and demand.; The Philippines was the 4rth largest U.S. wheat market globally in CY2014 with sales up 11 percent from the previous year reaching $698 million.; The United States broiler market was affected by the USDA shutdown, which resulted in delayed reports such as the weekly Broiler Hatchery report.; The United States has seen an increase in demand for meat, particularly broilers, since World War II.",,"U.S. broiler prices are described as being set by major producers based on supply-and-demand conditions, with forecasts indicating rising demand and long-term growth in meat consumption that has particularly favored broilers. A USDA shutdown delayed key market information (including the weekly Broiler Hatchery report), reducing near-term visibility into production and supply conditions."
84.81892,199.733342665093,114.914422665093,2015-04-01,2015-04-01,2015-04-30,"The United States has seen an increase in demand for meat, particularly broilers, since World War II.; The demand for white meat from broiler chickens has increased in the United States.; The United States Department of Agriculture (USDA) provides data on livestock and poultry markets and trade.; The U.S. weighted average advertised retail price for an 8 ounce pack of natural chicken breast was reported in the DMN National Retail Report-Dairy for the week of April 17 - 23, 2015.; The United States has a limited demand for chicken paws, and therefore, they are not a significant part of the domestic market.",,"U.S. demand for broiler chicken—especially white meat like breast—has trended upward over time, and USDA tracks related livestock and poultry market and trade data. Retail promotional pricing is reported in USDA’s national retail reports (e.g., an advertised price for an 8‑oz natural chicken breast pack in mid‑April 2015), while chicken paws have limited domestic demand and are largely not a meaningful factor in the U.S. market."
85.555152,193.183912017407,107.628760017407,2015-05-01,2015-05-01,2015-05-31,"The United States has a limited demand for chicken paws, and therefore, they are not a significant part of the domestic market.; As of 2015, the United States was expanding poultry operations to tap emerging-market demand growth.; The USDA projected total U.S. red meat and poultry production to surpass 2015 levels this year.; The average price of fresh, whole chicken in the US city average was tracked by the US Bureau of Labor Statistics as of May 19, 2015.; The USDA prohibits discrimination against its customers, employees, and applicants for employment on the bases of race, among other factors.",,"Limited U.S. demand for chicken paws means that part values are more tied to export markets than domestic retail. USDA expected total U.S. red meat and poultry production to rise above prior-year levels, alongside expansion of poultry operations aimed at emerging-market demand growth, while BLS continued tracking average U.S. city prices for fresh whole chicken as a retail indicator."
83.990376,198.692764518882,114.702388518882,2015-06-01,2015-06-01,2015-06-30,"Cuba ranked as the fourth largest export market for U.S. broiler meat during 2012-14, with frozen chicken-leg quarters being a relatively low-cost product in demand.; In 2014, the United States exported 19% of its broiler production.; The United States broiler market was worth $1.59 billion in 2015.; The United States has a high demand for beef products, and the country considers market access requests from other countries and regions.",,"U.S. broiler exports were about one-fifth of production in 2014, with Cuba a top market in 2012–14 and demand centered on lower-cost frozen leg quarters. The U.S. broiler market was valued around $1.6 billion in 2015, alongside strong U.S. demand for beef and ongoing consideration of foreign market-access requests that could influence meat trade flows."
78.4968,196.334491509052,117.837691509052,2015-07-01,2015-07-01,2015-07-31,"The United States has a high demand for beef products, and the country considers market access requests from other countries and regions.; The United States has banned conventional cages for hens in some states, such as Oregon and Washington.; The demand for organic meat is strong in the United States.; In 2014, the United States exported 19% of its broiler production.; The United States imports pork from other countries, such as Mexico, and exports pork to other countries as well.",,"Strong U.S. demand for beef and organic meat could keep retail meat demand robust overall, while some states’ bans on conventional hen cages may affect egg supply and pricing dynamics within the broader protein complex. U.S. broiler markets are meaningfully tied to trade flows, with exports comprising roughly one-fifth of production in past reference data, alongside active two-way pork trade that can influence relative meat availability and pricing."
72.561232,196.029247796208,123.468015796208,2015-08-01,2015-08-01,2015-08-31,"The United States imports pork from other countries, such as Mexico, and exports pork to other countries as well.; Objective facts about the United States broiler market situation: NA; The United States broiler market is subject to market fluctuations, with both broiler price and feed price being affected by market conditions.; The demand for goat meat in major US cities is increasing, and producers can receive a price premium for their products compared to retail prices at processing plants.; The United States has national food price databases available for research purposes.; The demand for chicken in the United States is expected to increase, with consumption projected to reach 100 pounds by 2022.",,"U.S. broiler prices and feed costs are described as fluctuating with broader market conditions, implying variable production costs that can affect retail chicken prices. U.S. chicken demand is expected to rise, with per-capita consumption projected to reach about 100 pounds, supporting stronger consumption trends over the coming months."
69.345792,194.99827757768,125.65248557768,2015-09-01,2015-09-01,2015-09-30,"The demand for chicken in the United States is expected to increase, with consumption projected to reach 100 pounds by 2022.; The United States is a significant producer of broilers, with Missouri being the number two cow-calf producing state in the nation.; The United States supplied less than two percent of South Africa's total poultry meat imports in 2014, which represented about five thousand tons of poultry.; The United States is a significant producer of broilers, with output influencing global demand and prices.; The United States broiler market is not directly mentioned in the search results. However, there is information about the feed grain market, which can be related to the broiler market.",,"U.S. chicken demand was expected to rise, with per-capita consumption projected to reach about 100 pounds by 2022, and U.S. broiler output was described as large enough to influence global poultry demand and prices. U.S. poultry export presence in South Africa was cited as very small (under about 2% of its imports, around a few thousand tons), and separate coverage referenced feed grain market conditions as a related factor for broiler production costs."
65.523248,196.538951607338,131.015703607338,2015-10-01,2015-10-01,2015-10-31,"The United States broiler market is not directly mentioned in the search results. However, there is information about the feed grain market, which can be related to the broiler market.; The Economic Research Service (ERS) calculates farm-to-wholesale and wholesale-to-retail price spreads for broilers each month.; The turkey industry withstood the spring 2015 avian influenza outbreak and is poised to bounce back and meet demand once again.; The United States broiler market is not directly mentioned in the provided search results. However, some information related to the agricultural market and trade can be found.; The avian influenza outbreak had an impact on the US broiler market, affecting demand for broiler meat.",,"ERS publishes monthly farm-to-wholesale and wholesale-to-retail price spreads for broilers, which can signal changes in retail pricing margins. Feed grain market conditions and references to avian influenza impacts on poultry demand (with the turkey sector recovering from the 2015 outbreak) were noted as relevant factors that can influence broiler meat demand and costs."
63.536568,196.985538424661,133.448970424661,2015-11-01,2015-11-01,2015-11-30,"The avian influenza outbreak had an impact on the US broiler market, affecting demand for broiler meat.; The United States government ensures food safety through agencies like the Food Safety and Inspection Service (FSIS).; The poultry market in the US grew 16 percent from 2014 to 2015.; The U.S. pork industry has faced the lowest market prices since 1972, with market pig prices dropping significantly.; The U.S. Department of Agriculture (USDA) prohibits discrimination in all its programs and activities on the basis of race, color, national origin, age, etc.; The USDA reinspects poultry products from equivalent countries that export product to the United States.",,"An avian influenza outbreak affected U.S. broiler markets by shifting demand for broiler meat. U.S. poultry market growth was reported at roughly 16% in the prior year, while FSIS oversight and USDA reinspection of imported poultry from equivalent countries were highlighted as ongoing food-safety measures, alongside very low U.S. pork prices that could influence competing-meat demand."
64.158168,193.14616632087,128.98799832087,2015-12-01,2015-12-01,2015-12-31,"The USDA reinspects poultry products from equivalent countries that export product to the United States.; The United States is a significant market for broiler products, with a growing demand for chicken products.; The United States imports poultry products from other countries, and some of its main markets have introduced trade bans on poultry originating from US states affected by disease.; The United States remains the Philippines' largest supplier for food products, including broiler products.; The United States has lost significant market share in the global market.",,"USDA reinspects poultry imports from equivalent countries exporting to the U.S., affecting the flow of imported chicken supplies into the domestic market. U.S. chicken demand is described as growing, while some key export markets have imposed disease-related bans on poultry from affected U.S. states, contributing to lost global market share and potentially redirecting product back to the U.S. market."
67.663504,192.66047089575,124.99696689575,2016-01-01,2016-01-01,2016-01-31,"The United States has lost significant market share in the global market.; As of 2014, the United States remains a mature market with increasingly growing demand for U.S. consumer-oriented products.; The export market is a significant source of income for the U.S. broiler industry.; The United States government provides official reports on the national broiler market, including live poultry slaughtered under federal inspection, through the Agricultural Marketing Service website.; According to the National Chicken Council, Americans are expected to eat 1.3 billion chicken wings during the Super Bowl weekend.",,"U.S. broiler producers rely heavily on export income, but the United States has lost significant global market share while the domestic market is described as mature with growing demand for consumer-oriented products. Seasonal demand is highlighted by expectations that Americans will consume about 1.3 billion chicken wings during Super Bowl weekend, and USDA AMS provides ongoing official data on federally inspected poultry slaughter."
