Month,Exports,Imports,OT,start_date,date,end_date,report_fact,search_fact,search_fact_summary_gpt_5_2
August 2021,148295.2,245205.3,-96910.1,2021-08-01,2021-08-01,2021-08-31,"The U.S. international trade deficit increased by $2.9 billion to $73.3 billion in August 2021, with exports increasing by $1.0 billion to $213.7 billion and imports increasing by $4.0 billion to $287.0 billion.; The international trade deficit was $87.6 billion in August, up $0.8 billion from $86.8 billion in July. Exports of goods for August were $149.0 billion, $1.1 billion more than July exports. Imports of goods for August were $236.6 billion, $1.9 billion more than July imports.","The United States suspended bilateral engagement with the Russian government on most economic issues, resulting in a 4% contraction of the Russian economy in 2021.; In 2020, 10.5 percent (13.8 million U.S. households) were food insecure, meaning they had difficulty at some time during the year providing enough food for all their members.; The U.S. economy is the world's largest economy, with a nominal GDP of $25.5 trillion at the end of 2022.; Immigrants in the United States contribute over a trillion dollars to the U.S. economy as consumers and pay billions of dollars in state and local taxes.","The United States suspended most bilateral economic engagement with the Russian government, contributing to a reported 4% contraction of Russia’s economy in 2021. Other items note U.S. food insecurity rates in 2020, U.S. nominal GDP of $25.5 trillion at end-2022, and immigrants’ contributions to U.S. consumption and tax revenues, without specific trade-flow details."
September 2021,142338.9,244374.7,-102035.8,2021-09-01,2021-09-01,2021-09-30,"The goods and services deficit was $80.9 billion in September, up $8.1 billion from $72.8 billion in August, revised.; Objective Facts:

* The international trade deficit was $96.3 billion in September, up $8.1 billion from $88.2 billion in August.
* Exports of goods for September were $142.2 billion, $7.0 billion less than August exports.
* Imports of goods for September were $238.4 billion, $1.1 billion more than August imports.","The US GDP increased by $221.3 billion, compared to an increase of $133.2 billion in the previous estimate.; The economic census provides data for Metropolitan Statistical Areas in the United States and Puerto Rico.; The U.S. government has released strategies and reports on various aspects of the economy, including global women's economic security, food price outlook, and building an economy resilient to climate change impacts.; The United States is among the world's largest sugar producers, with a unique sugar production system.; The real gross domestic product (GDP) increased at an annual rate of 2.0 percent in the third quarter of 2021.","Revised data show U.S. GDP increased by $221.3 billion (vs. $133.2 billion previously estimated), and real GDP grew at a 2.0% annual rate in Q3 2021. Other items include economic census data for U.S. and Puerto Rico metropolitan areas and U.S. government strategies/reports on global women’s economic security, food price outlook, climate resilience, and an overview of the U.S. sugar production system."
October 2021,164137.6,251297.4,-87159.8,2021-10-01,2021-10-01,2021-10-31,"The goods and services deficit was $67.1 billion in October, down $14.3 billion from $81.4 billion in September.; The international trade deficit was $82.9 billion in October, down $14.1 billion from $97.0 billion in September. Exports of goods for October were $157.4 billion, $15.3 billion more than September exports. Imports of goods for October were $240.3 billion, $1.1 billion more than September imports.","The Bipartisan Infrastructure Deal is expected to save the U.S. economy up to $70 billion annually by reducing power outages.; The U.S. Bureau of Economic Analysis (BEA) released statistics on the outdoor recreation economy for the nation, all 50 states, and the District of Columbia in 2020.; The United States has set a goal for 100% clean electricity in 2035.; The United States has nearly 600,000 DACA recipients who live across the country, raise 300,000 U.S.-citizen children, and pay $9.4 billion in taxes each year.","The bipartisan infrastructure deal is expected to reduce power outages enough to save up to $70 billion per year for the U.S. economy, and the U.S. has set a target of achieving 100% clean electricity by 2035. The BEA published 2020 statistics on the outdoor recreation economy for the U.S. and each state, and the U.S. has nearly 600,000 DACA recipients who collectively pay about $9.4 billion in annual taxes."
November 2021,156533.2,259414.4,-102881.2,2021-11-01,2021-11-01,2021-11-30,"The goods and services deficit was $80.2 billion in November, up $13.0 billion from $67.2 billion in October, revised.; The international trade deficit was $97.8 billion in November, up $14.6 billion from $83.2 billion in October. Exports of goods for November were $154.7 billion, $3.3 billion less than October exports. Imports of goods for November were $252.4 billion, $11.3 billion more than October imports.","In 2019, the economic cost of injury in the United States was $4.2 trillion, including $327 billion in medical care, $69 billion in work loss, and $3.8 trillion in value of statistical life.; The U.S. Bureau of Economic Analysis (BEA) provides data on Gross Domestic Product (GDP), a comprehensive measure of the U.S. economy and its growth.; The United States aims to achieve a 50-52% reduction in greenhouse gas emissions by 2030 and net-zero emissions by midcentury.; The U.S. GDP increased 8.4% at an annual rate, or $461.3 billion, in the third quarter to a level of $23.20 trillion.","The U.S. Bureau of Economic Analysis (BEA) provides GDP data, and U.S. GDP rose 8.4% at an annual rate ($461.3 billion) in Q3 to $23.20 trillion. Other items noted include a 2019 estimated U.S. injury cost of $4.2 trillion and U.S. climate goals of 50–52% greenhouse-gas reductions by 2030 and net-zero emissions by midcentury."
December 2021,159331.9,257092.8,-97760.9,2021-12-01,2021-12-01,2021-12-31,"Objective Facts**

* The goods and services deficit was $80.7 billion in December 2021, up $1.4 billion from November 2021. 
* Exports of goods increased $2.0 billion to $158.3 billion in December 2021. 
* Imports of goods increased $5.2 billion to $259.7 billion in December 2021. 
* The real goods deficit increased $1.3 billion to $111.2 billion in December 2021. 
* For 2021, the goods and services deficit was $859.1 billion, up $182.4 billion from 2020. 

**; The international trade deficit was $101.0 billion in December, up $2.9 billion from $98.0 billion in November. Exports of goods for December were $157.3 billion, $2.2 billion more than November exports. Imports of goods for December were $258.3 billion, $5.1 billion more than November imports.","The U.S. economy was severely impacted by the COVID-19 crisis, with business closures, event cancellations, and work-from-home policies triggering a deep economic downturn.; The COVID-19 pandemic has claimed the lives of more than 800,000 people in the United States and has been estimated to carry a societal cost.; The Federal Reserve System performs five key functions to promote the effective operation of the U.S. economy.; The Biden-Harris Administration has taken actions to attract STEM talent to support U.S. economic growth.; The United States' GDP increased by 10.0% in 2021 to $22.99 trillion, with a $2.10 trillion increase from 2020.","The articles highlight broad U.S. macro conditions, including severe COVID-19 disruptions (closures, cancellations, work-from-home) and significant pandemic-related losses and societal costs. They also note that U.S. GDP rose 10.0% in 2021 to $22.99 trillion (up $2.10 trillion from 2020), alongside general descriptions of the Federal Reserve’s functions and Biden-Harris actions to attract STEM talent."
January 2020,129119.5,195796.2,-66676.7,2020-01-01,2020-01-01,2020-01-31,"Objective facts about the Monthly international trade balance of U.S.
The U.S. international trade deficit decreased by $8.5 billion, or 15.8%, from January 2019 to January 2020. Exports increased by $2.3 billion, or 1.1%, while imports decreased by $6.2 billion, or 2.4%. The average goods and services deficit decreased by $0.7 billion to $45.9 billion for the three months ending January 2020.; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $65.5 billion in January, down $3.2 billion from $68.7 billion in December. Exports of goods for January were $135.7 billion, $1.4 billion less than December exports. Imports of goods for January were $201.2 billion, $4.6 billion less than December imports.","The real gross domestic product (GDP) increased at an annual rate of 2.1 percent in the fourth quarter of 2019.; The share of American adults who live in middle-income households has decreased from 61% in 1971 to 51% in 2019.; The largest group of immigrants, Nigerian immigrants, have a significant economic impact on the US economy.; The 2014 Farm Bill reintroduced industrial hemp production in the U.S. through State pilot programs.","Real U.S. GDP grew at a 2.1% annual rate in Q4 2019. Other items cover long-run U.S. income distribution changes, the economic role of Nigerian immigrants, and the 2014 Farm Bill’s reintroduction of industrial hemp production via state pilot programs, without providing specific import/export or trade-flow details."
February 2020,131117.0,178108.0,-46991.0,2020-02-01,2020-02-01,2020-02-29,"The goods and services deficit was $39.9 billion in February, down $5.5 billion from $45.5 billion in January. Exports increased $1.1 billion or 0.3% to $207.5 billion, and imports decreased $18.6 billion or 3.6% to $247.5 billion.; The international trade deficit was $59.9 billion in February, down $6.0 billion from $65.9 billion in January. Exports of goods for February were $136.5 billion, $0.7 billion more than January exports. Imports of goods for February were $196.4 billion, $5.3 billion less than January imports.","The United States economy continued the longest period of economic expansion in U.S. history in 2019, with a low unemployment rate by the end of the fiscal year.; The US economy's fundamentals remain strong, but the coronavirus poses evolving risks to economic activity.; The CARES Act was passed on March 13, 2020, to provide economic relief and security during the COVID-19 pandemic.; The arts and cultural production accounted for 4.5% of gross domestic product (GDP) in 2017.; The Federal Reserve has committed to using its full range of tools to support households, businesses, and the U.S. economy overall in response to the COVID-19 pandemic.","The articles note that U.S. economic fundamentals were strong prior to COVID-19, but the coronavirus introduced evolving risks to economic activity, while the Federal Reserve committed to using its full range of tools to support the economy. They also reference passage of the CARES Act on March 13, 2020 to provide economic relief, alongside unrelated context that arts and cultural production accounted for 4.5% of U.S. GDP in 2017."
March 2020,133295.7,193922.8,-60627.1,2020-03-01,2020-03-01,2020-03-31,"The goods and services deficit was $44.4 billion in March, up $4.6 billion from February. Exports were $187.7 billion, $20.0 billion less than February exports. Imports were $232.2 billion, $15.4 billion less than February imports.; Objective facts about the Monthly international trade balance of U.S. situation**
The international trade deficit was $64.2 billion in March, up $4.3 billion from $59.9 billion in February. Exports of goods for March were $127.6 billion, $9.1 billion less than February exports. Imports of goods for March were $191.9 billion, $4.8 billion less than February imports. 

**","The U.S. Department of Labor provides economic data on employment, producer prices, consumer prices, real earnings, productivity, and employment costs.; The average yearly growth of real GDP in the US following the 2008-2009 recession averaged only 2.1 percent over the 2009-2017 period.; The Weekly Economic Index (WEI) provides a signal of the state of the U.S. economy based on data available at a daily or weekly frequency.; The U.S. economy added 2.1 million jobs in 2019, marking the tenth consecutive year of job growth since the financial crisis.","The articles mainly describe domestic U.S. economic conditions: the Department of Labor’s releases on employment, producer and consumer prices, real earnings, productivity, and employment costs, plus indicators such as the Weekly Economic Index. They note real GDP growth averaged 2.1% over 2009–2017 and that the U.S. added 2.1 million jobs in 2019, the tenth consecutive year of job gains."
April 2020,94709.0,165611.9,-70902.9,2020-04-01,2020-04-01,2020-04-30,"The U.S. international trade deficit increased by $7.1 billion to $49.4 billion in April, with exports decreasing by $38.9 billion to $151.3 billion and imports decreasing by $31.8 billion to $200.7 billion.; The international trade deficit was $69.7 billion in April, up $4.7 billion from $65.0 billion in March. Exports of goods for April were $95.4 billion, $32.2 billion less than March exports. Imports of goods for April were $165.0 billion, $27.5 billion less than March imports.","The US GDP decreased at an annual rate of 4.8 percent in the first quarter of 2020.; The COVID-19 pandemic has caused an unprecedented shutdown of the nation's economy, with job losses and decline in electricity usage varying by state depending on the share of jobs that can be done from home.; The Federal Reserve performs five key functions to promote the health of the U.S. economy and the stability of the U.S. financial system.; The CCP's expanding use of economic, political, and military power to compel acquiescence from nation states harms vital American interests and undermines the economy.; The United States' real GDP decreased by 4.6% in the first quarter of 2020.","U.S. real GDP contracted about 4.6%–4.8% (annual rate) in Q1 2020 amid an unprecedented COVID-19-driven economic shutdown, with job losses and reduced electricity usage varying by state depending on how many jobs can be done from home. Other items note the Federal Reserve’s key functions for economic/financial stability and highlight concerns that China’s (CCP) use of economic and political leverage could harm U.S. economic interests."
May 2020,91026.8,163494.1,-72467.3,2020-05-01,2020-05-01,2020-05-31,"Objective facts about the Monthly international trade balance of U.S. situation**

* The U.S. international trade deficit increased 9.7% to $54.6 billion in May 2020. 
* Exports decreased 4.4% to $144.5 billion, while imports decreased 0.9% to $199.1 billion. 
* The average goods and services deficit increased $6.6 billion to $48.9 billion for the three months ending May 2020. 

**; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $74.3 billion in May, up $3.6 billion from $70.7 billion in April. Exports of goods for May were $90.1 billion, $5.5 billion less than April exports. Imports of goods for May were $164.4 billion, $1.9 billion less than April imports.","America's marine economy contributed about $373 billion to the nation's gross domestic product in 2018 and grew faster than the overall economy.; The National Park Service announced that national parks generated an economic impact of $41.7 billion in 2020, supporting over 340,000 jobs.; The unemployment rates are lower in 49 states and D.C. from June 2020 to June 2021.; The U.S. GDP decreased by 4.7% in the first quarter of 2020.","America’s marine economy contributed about $373 billion to U.S. GDP in 2018 and grew faster than the overall economy. National parks generated $41.7 billion in economic impact in 2020 supporting over 340,000 jobs, while unemployment rates fell in 49 states and D.C. from June 2020 to June 2021 and U.S. GDP declined 4.7% in Q1 2020."
June 2020,105122.4,179138.1,-74015.7,2020-06-01,2020-06-01,2020-06-30,"The goods and services deficit was $50.7 billion in June, down $4.1 billion from $54.8 billion in May.; Objective facts about the Monthly international trade balance of U.S. situation**
The international trade deficit was $70.6 billion in June, down $4.6 billion from $75.3 billion in May. Exports of goods for June were $102.6 billion, $12.5 billion more than May exports. Imports of goods for June were $173.2 billion, $7.9 billion more than May imports. 

**","The United States entered into a recession in March 2020, as announced by the National Bureau of Economic Research (NBER) on June 8, 2020.; The U.S. economy experienced a decrease in Gross Domestic Product (GDP) in the first quarter of 2020, with all sectors contributing to the decrease, led by a decline in private inventory investment.; The U.S. economy is becoming more agile and innovative in response to continuing economic and environmental challenges.; The United States needs immigrants to strengthen its economy","NBER announced the U.S. entered a recession in March 2020, and GDP fell in Q1 2020 with declines across all sectors led by a drop in private inventory investment. Other pieces highlighted the need for greater economic agility/innovation and argued that immigration is important for strengthening the U.S. economy."
July 2020,113303.5,199927.7,-86624.2,2020-07-01,2020-07-01,2020-07-31,"The goods and services deficit was $63.6 billion in July, up $10.1 billion from $53.5 billion in June.; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $79.3 billion in July, up $8.3 billion from $71.0 billion in June. Exports of goods for July were $115.0 billion, $12.2 billion more than June exports. Imports of goods for July were $194.3 billion, $20.5 billion more than June imports.","The US economy contracted at an unprecedented annualized rate of -32.9 percent in the second quarter of 2020, the largest quarterly decline since 1947.; The US-China trade war has hurt America, with President Trump launching the trade war to pressure Beijing to implement significant changes to its economic system.; The COVID-19 pandemic has had a severe impact on the United States economy, derailing the longest expansion in U.S. history.; The poverty rate in the United States is 1 in 10 people, and many people can't afford basic necessities like healthy foods, health care, and housing.; The Federal Reserve aims for an inflation rate of 2% in the United States economy.","The U.S. economy contracted at an annualized -32.9% in Q2 2020 amid COVID-19, ending the longest expansion in U.S. history. Separately, the U.S.-China trade war initiated by President Trump to pressure Beijing is described as having hurt America, while the Federal Reserve continues to target 2% inflation."
August 2020,118351.8,203112.0,-84760.2,2020-08-01,2020-08-01,2020-08-31,"The goods and services deficit was $67.1 billion in August, up $3.7 billion from $63.4 billion in July.; The international trade deficit was $82.9 billion in August, up $2.8 billion from $80.1 billion in July. Exports of goods for August were $118.3 billion, $3.2 billion more than July exports. Imports of goods for August were $201.3 billion, $6.0 billion more than July imports.","The COVID-19 pandemic has had a significant impact on the United States economy, exacting a large human toll and shutting down businesses.; The wealth gap between American whites and Blacks is projected to cost the US economy between $1 trillion and $1.5 trillion in lost consumption.; The COVID-19 crisis has damaged the nation's industrial production, including output in manufacturing, mining, and utility sectors.; NASA's activities generated more than $64.3 billion in total economic output during fiscal year 2019.","COVID-19 shut down U.S. businesses and reduced industrial production across manufacturing, mining, and utilities, indicating weaker domestic output and disrupted supply conditions relevant to trade flows. Separate items noted a projected $1–$1.5 trillion drag on U.S. consumption from the racial wealth gap and that NASA generated $64.3 billion in total economic output in FY2019."
September 2020,121447.9,206083.7,-84635.8,2020-09-01,2020-09-01,2020-09-30,"The goods and services deficit was $63.9 billion in September, down $3.2 billion from $67.0 billion in August. Exports were $176.4 billion, $4.4 billion more than August exports. Imports were $240.2 billion, $1.2 billion more than August imports.; The international trade deficit was $79.4 billion in September, down $3.7 billion from $83.1 billion in August. Exports of goods for September were $122.0 billion, $3.2 billion more than August exports. Imports of goods for September were $201.4 billion, $0.5 billion less than August imports.",The US GDP decreased 32.8% or $2.04 trillion in the second quarter to a level of $19.52 trillion.; The U.S. Economic Development Administration provides news and updates on economic development.; The healthcare industry is the largest employer in the United States.; Real gross domestic product (GDP) increased at an annual rate of 1.6 percent in the first quarter of 2024.,"U.S. real GDP fell 32.8% ($2.04 trillion) in Q2 to $19.52 trillion. Real GDP rose at a 1.6% annual rate in Q1 2024, while the other items provide general economic-development updates and note that healthcare is the largest U.S. employer."
October 2020,132638.5,218952.6,-86314.1,2020-10-01,2020-10-01,2020-10-31,"The goods and services deficit was $63.1 billion in October, up $1.0 billion from $62.1 billion in September, revised.; The international trade deficit was $80.3 billion in October, up $0.9 billion from $79.4 billion in September. Exports of goods for October were $126.0 billion, $3.4 billion more than September exports. Imports of goods for October were $206.3 billion, $4.4 billion more than September imports.","The real gross domestic product (GDP) increased at an annual rate of 33.1 percent in the third quarter of 2020.; The US economy grew by 7.4% from July to September 2020, and 33.1% annualized.; The outdoor recreation economy accounted for 2.1% of the U.S. GDP in 2019, with the Bureau of Economic Analysis releasing statistics for the nation, all 50 states, and the District of Columbia.; The U.S. economy is plagued by a problem of excessive market power, and antitrust enforcement has failed to prevent this problem.; The current dollar GDP increased 38.0 percent at an annual rate, or $1.64 trillion, in the third quarter to a level of $21.16 trillion.","U.S. real GDP surged at a 33.1% annualized rate (7.4% quarter-over-quarter) in Q3 2020, while current-dollar GDP rose 38.0% annualized ($1.64 trillion) to $21.16 trillion. BEA reported the outdoor recreation economy represented 2.1% of U.S. GDP in 2019, and another piece argued the U.S. economy faces excessive market power amid inadequate antitrust enforcement."
November 2020,127232.2,212453.3,-85221.1,2020-11-01,2020-11-01,2020-11-30,"Objective facts about the Monthly international trade balance of U.S. situation:
The goods and services deficit was $68.1 billion in November, up $5.0 billion from $63.1 billion in October. Exports were $184.2 billion, $2.2 billion more than October exports. Imports were $252.3 billion, $7.2 billion more than October imports. The average goods and services deficit increased $1.1 billion to $64.4 billion for the three months ending in November.; The international trade deficit was $84.8 billion in November, up $4.4 billion from $80.4 billion in October. Exports of goods for November were $127.2 billion, $1.1 billion more than October exports. Imports of goods for November were $212.0 billion, $5.5 billion more than October imports.","The U.S. video game industry generated $90.3 billion in annual economic output in 2019 and supported nearly 429,000 U.S. jobs.; The U.S. Census Bureau provides monthly and quarterly data on economic indicators, offering comprehensive measures of the economy.; The U.S. space economy accounted for $177.5 billion of gross output in 2018, which is 0.5 percent of current-dollar GDP.; Real gross domestic product (GDP) increased in all 50 states and the District of Columbia in the third quarter of 2020, as real GDP for the nation increased.","The articles provide sector and macro context rather than trade-flow details: the U.S. video game industry generated $90.3B in annual economic output in 2019 and supported nearly 429,000 jobs, and the U.S. space economy produced $177.5B in gross output in 2018 (0.5% of current-dollar GDP). They also note that the U.S. Census Bureau publishes monthly and quarterly economic indicators, and that real GDP rose in all 50 states and D.C. in Q3 2020 as national real GDP increased."
December 2020,132631.0,214876.8,-82245.7,2020-12-01,2020-12-01,2020-12-31,"The U.S. international trade deficit decreased by $2.4 billion to $66.6 billion in December 2020. Exports increased by $6.2 billion to $190.0 billion, while imports increased by $3.8 billion to $256.6 billion.; The international trade deficit was $82.5 billion in December, down $3.0 billion from $85.5 billion in November. Exports of goods for December were $133.4 billion, $5.9 billion more than November exports. Imports of goods for December were $215.9 billion, $2.9 billion more than November imports.","The United States is experiencing an ongoing opioid crisis, with significant economic burden estimates.; The U.S. goods and services deficit was $68.1 billion in November 2020.; The arts and culture sector contributes to economic recovery and resiliency in the United States.; The COVID-19 pandemic has forced the United States economy into an economic crisis, with over 10 million Americans unemployed.; The U.S. economy grew at a 4% annual rate in the fourth quarter of 2020, but shrank by 3.5% in 2020 as a whole due to the COVID-19 pandemic.","The U.S. goods and services trade deficit was $68.1 billion in November 2020. U.S. economic conditions cited for late 2020 include 4% annualized GDP growth in Q4 2020 after a 3.5% contraction in 2020 overall amid COVID-19 and elevated unemployment, alongside broader notes on the opioid crisis’ economic burden and the arts and culture sector’s role in recovery."
January 2019,129868.7,203980.7,-74112.0,2019-01-01,2019-01-01,2019-01-31,"Objective facts about the Monthly international trade balance of U.S. situation**

* The goods and services deficit was $51.1 billion in January, down $8.8 billion from $59.9 billion in December. 
* Exports were $207.3 billion, $1.9 billion more than December exports. 
* Imports were $258.5 billion, $6.8 billion less than December imports. 
* The January decrease in the goods and services deficit reflected a decrease in the goods deficit of $8.2 billion to $73.3 billion and an increase in the services surplus of $0.5 billion to $22.1 billion. 

**","Small businesses generate 44% of U.S. economic activity and create two-thirds of net new jobs.; The apparel manufacturing industry employs nearly 123,000 workers in the United States.; The United States government recognizes the potential of Artificial Intelligence (AI) to drive growth of the economy, enhance economic and national security, and improve quality of life.; The global fashion industry is worth $2.5 trillion, and in the United States alone, consumers spent nearly $380 billion on apparel and footwear in 2019.","U.S. small businesses account for 44% of economic activity and create about two-thirds of net new jobs. The U.S. apparel manufacturing industry employs roughly 123,000 workers, while U.S. consumers spent nearly $380 billion on apparel and footwear in 2019 within a $2.5 trillion global fashion industry; the U.S. government also highlights AI’s potential to drive economic growth and strengthen national and economic security."
February 2019,130075.1,185267.5,-55192.5,2019-02-01,2019-02-01,2019-02-28,"The goods and services deficit was $49.4 billion in February, down $1.8 billion from January. Exports were $209.7 billion, $2.3 billion more than January exports. Imports were $259.1 billion, $0.6 billion more than January imports.","The U.S. Great Lakes maritime economy supports 311,000 jobs and generates $8.8 billion in economic activity.; The US economy lost $87 billion in 2018 due to traffic congestion, with the three worst cities being Los Angeles, New York, and San Francisco.; The USMCA trade agreement aims to support mutually beneficial trade leading to freer markets, fairer trade, and robust economic growth.; The arts and cultural economic activity grew at an inflation-adjusted 2.9 percent in 2016, increasing faster than the nation's economy overall.; The United States' economy is experiencing a growth slowdown, with the euro area economy losing more momentum than expected.","The USMCA trade agreement is intended to support mutually beneficial trade through freer markets and fairer trade, alongside goals of robust economic growth. Other items note the Great Lakes maritime economy supports 311,000 jobs and $8.8 billion in economic activity, the U.S. economy lost $87 billion in 2018 due to traffic congestion (worst in Los Angeles, New York, San Francisco), arts and cultural activity rose 2.9% inflation-adjusted in 2016, and both the U.S. and euro area economies are experiencing slowing growth."
March 2019,148549.4,207511.0,-58961.7,2019-03-01,2019-03-01,2019-03-31,"The goods and services deficit was $50.0 billion in March, up $0.7 billion from $49.3 billion in February. Exports were $212.0 billion, $2.1 billion more than February exports. Imports were $262.0 billion.; The international trade deficit was $71.4 billion in March, up $0.5 billion from $70.9 billion in February. Exports of goods for March were $140.3 billion, $1.4 billion more than February exports. Imports of goods for March were $211.7 billion, $2.0 billion more than February imports.","The digital economy accounted for 6.9 percent of the U.S. gross domestic product, or $1.35 trillion, in 2017.; The United States has strong economic ties with Mexico, and closing the border could impact trade and have ripple effects across the country.; The USMCA agreement is estimated to have a positive impact on U.S. real GDP and employment if fully implemented and enforced.; The US GDP growth rate accelerated in the first quarter of 2019, driven by an upturn in state and local government spending and accelerations in private inventory investment.","The United States has strong trade ties with Mexico, and a potential border closure could disrupt cross-border goods flows and create ripple effects across the U.S. economy; full implementation and enforcement of the USMCA is estimated to raise U.S. real GDP and employment. U.S. GDP growth accelerated in Q1 2019, driven by higher state and local government spending and faster private inventory investment, while the digital economy totaled $1.35 trillion (6.9% of GDP) in 2017."
April 2019,135077.4,208742.1,-73664.8,2019-04-01,2019-04-01,2019-04-30,"The goods and services deficit was $50.8 billion in April, down $1.1 billion from $51.9 billion in March. Exports were $206.8 billion, $4.6 billion less than March exports, while imports were $257.6 billion, $5.7 billion less than March imports.; The international trade deficit was $72.1 billion in April, up $0.2 billion from $71.9 billion in March.","The unemployment rate in the US has fallen to 3.6%, the lowest level in nearly 50 years, as of April 2019.; The U.S. economy could be affected by Chinese investment in the United States, with potential implications for technology transfer.; The Bureau of Economic and Business Affairs (EB) promotes a strong American economy by leveling the playing field for American companies doing business in global markets, attracting foreign investors to the United States, and creating jobs at home.; The global economy is facing delicate times due to US-China trade tensions, with 2019 being referred to as a critical year.","In April 2019, the U.S. unemployment rate fell to 3.6%, the lowest in nearly 50 years. 2019 was described as a critical year for the global economy amid heightened U.S.-China trade tensions, alongside concerns that Chinese investment in the U.S. could affect the economy through technology transfer and related policy responses, while the State Department’s Bureau of Economic and Business Affairs emphasized leveling the playing field for U.S. firms in global markets and attracting foreign investment."
May 2019,142531.2,220207.6,-77676.4,2019-05-01,2019-05-01,2019-05-31,"Objective facts about the Monthly international trade balance of U.S. situation**

* The goods and services deficit was $55.5 billion in May, up $4.3 billion from $51.2 billion in April.
* Exports were $210.6 billion, $4.2 billion more than April exports.
* Imports were $266.2 billion, $8.5 billion more than April imports.
* The May increase in the goods and services deficit reflected an increase in the goods deficit of $4.4 billion to $76.1 billion and an increase in the services surplus of $0.1 billion to $20.6 billion.



**; The international trade deficit was $74.5 billion in May, up $3.6 billion from $70.9 billion in April. Exports of goods for May were $140.2 billion, $4.1 billion more than April exports. Imports of goods for May were $214.7 billion, $7.8 billion more than April imports.","The U.S. economy requires fundamental shifts in energy generation, production, and service delivery to decarbonize.; The US economy is expected to be in the longest expansion in recorded history, driven by robust private sector demand and by supportive monetary and fiscal policies.; The United States government recognizes the importance of rural broadband e-connectivity for the U.S. economy.; The U.S. Census Bureau develops Business Formation Statistics, a standard data product, at the Center for Economic Studies.; The U.S. economy is in the longest expansion in recorded history, with unemployment at levels not seen since the late 1960s and real wages rising.","The articles mainly describe broad U.S. domestic conditions—continued record-long expansion with low unemployment and rising real wages supported by monetary and fiscal policy—and structural priorities such as decarbonizing energy generation/production/service delivery and expanding rural broadband connectivity. They also note the Census Bureau’s Business Formation Statistics as a data product tracking new business applications, without providing specific trade or import/export figures."
June 2019,138284.0,206531.6,-68247.5,2019-06-01,2019-06-01,2019-06-30,"The goods and services deficit was $55.2 billion in June, down $0.2 billion from $55.3 billion in May.; The international trade deficit was $74.2 billion in June, down $0.9 billion from $75.0 billion in May. Exports of goods for June were $136.3 billion, $3.7 billion less than May exports. Imports of goods for June were $210.5 billion, $4.6 billion less than May imports.","The United States' economy added 224,000 new jobs in June, exceeding market expectations, and marking the longest economic expansion on record.; The United States' GDP in current US$ is available from the World Bank.; The Supplemental Nutrition Assistance Program (SNAP) has a significant impact on the U.S. economy, with participants spending their benefits soon after receiving them, which has a positive effect on the economy.; The GDP of the United States increased by 3.9% in the first quarter of 2019, with a total increase of $201.0 billion.","U.S. nonfarm payrolls rose by 224,000 in June, and Q1 2019 GDP increased 3.9% (up $201.0 billion), pointing to strong domestic economic activity. A separate piece noted SNAP benefits are typically spent quickly, supporting near-term consumer spending, while another item referenced World Bank availability of U.S. GDP in current dollars."
July 2019,133436.0,218311.1,-84875.2,2019-07-01,2019-07-01,2019-07-31,"The goods and services deficit was $54.0 billion in July, down $1.5 billion from $55.5 billion in June. Exports were $207.4 billion, $1.2 billion more than June exports, while imports were $261.4 billion, $0.4 billion less than June imports.; The international trade deficit was $72.3 billion in July, down $1.8 billion from $74.2 billion in June. Exports of goods for July were $137.3 billion, $0.9 billion more than June exports. Imports of goods for July were $209.7 billion, $0.9 billion less than June imports.","The annual infant care costs in the United States is $6,001, which is 11.9% of the median family income of $50,335.; Missouri had the sixth lowest cost of living in the United States for 2023.; Immigrants make up more than a third of the workforce in some industries and contribute greatly to the U.S. economy.; The US economy has seen a significant contribution from small businesses, which operate primarily within the US or make a significant contribution to the US economy through payment of taxes or use of American products, materials or labor.","The articles focus on domestic economic factors—infant care costs ($6,001 annually, 11.9% of median family income $50,335), Missouri’s low cost of living in 2023, immigrants comprising over a third of the workforce in some industries, and the role of small businesses—without providing data on U.S. exports, imports, trade flows, or the international trade balance."
August 2019,138665.4,215245.8,-76580.5,2019-08-01,2019-08-01,2019-08-31,"The goods and services deficit was $54.9 billion in August, up $0.9 billion from $54.0 billion in July.; The international trade deficit was $72.8 billion in August, up $0.4 billion from $72.5 billion in July. Exports of goods for August were $137.8 billion, $0.2 billion more than July exports. Imports of goods for August were $210.6 billion, $0.5 billion more than July imports.","Real gross domestic product (GDP) increased at an annual rate of 2.0 percent in the second quarter of 2019.; The food insecurity rate in the United States was 11.1% in 2018, with an estimated 37.2 million people living in food-insecure households.; The U.S. Census Bureau conducts the Current Population Survey Annual Social and Economic Supplements (CPS ASEC) to gather data on income and poverty in the United States.; Air pollution costs the U.S. economy around 5% of its yearly GDP, which is approximately $790 billion in damages.; Real gross domestic product (GDP) increased at an annual rate of 2.0 percent in the second quarter of 2019.","Real U.S. GDP increased at an annual rate of 2.0% in Q2 2019. Other items focus on domestic conditions—food insecurity (11.1% in 2018; 37.2 million people), CPS ASEC income/poverty data collection, and air pollution damages (~5% of GDP, about $790 billion)—and do not provide direct trade or import/export details."
