CBSA Code,CBSA,start_date,end_date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,date,search_fact,report_fact
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-05-28,2007-06-03,119.42857142857143,Unhealthy,Ozone,34-017-0006,46.285714285714285,2007-05-28,"New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-06-04,2007-06-10,101.14285714285714,Moderate,PM2.5,34-039-2003,45.57142857142857,2007-06-04,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the state's land, water, and air resources, including addressing climate change.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-06-11,2007-06-17,80.57142857142857,Moderate,PM2.5,34-003-0004,50.42857142857143,2007-06-11,"The counties in New York State's Air Quality Health Advisory regions include Nassau and Suffolk in Region I, and New York City in Region II.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-06-18,2007-06-24,83.42857142857143,Moderate,Ozone,34-039-2003,48.0,2007-06-18,"The air quality is a concern in New York, with various resources available to check and forecast air quality, such as the Air Quality Forecasts and the New York City Department of Health and Mental Hygiene Guidelines on Assessment and Remediation of Fungal Growth.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-06-25,2007-07-01,126.28571428571429,Unhealthy,Ozone,34-039-2003,47.0,2007-06-25,The Jamaica Plan Environmental Impact Statement is a document that assesses the environmental impact of a plan in New York City.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-07-02,2007-07-08,79.71428571428571,Moderate,PM2.5,34-003-0004,49.42857142857143,2007-07-02,"Objective facts about the Environment situation: 
Air pollution is a significant health risk, with levels of 142 and 115 in Beijing and New Delhi, respectively, and Vietnam's air pollution problem is attributed to dirty fuel. 
The New York City Housing Authority has guidelines for buying and improving the quality of life for all New Yorkers. 
The Texas Commission on Environmental Quality (TCEQ) has implemented the Houston Air Quality Change. 
The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-07-09,2007-07-15,127.85714285714286,Unhealthy for Sensitive Groups,Ozone,34-023-0011,46.285714285714285,2007-07-09,The city of New York has been singled out by the Blacksmith Institute as one of the most polluted cities in the world.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-07-16,2007-07-22,92.42857142857143,Good,PM2.5,34-003-0004,47.857142857142854,2007-07-16,"Air quality is a concern in New York City, with traffic-related pollution accounting for about 62 percent of the city's carbon monoxide emissions.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-07-23,2007-07-29,95.57142857142857,Moderate,Ozone,34-003-0004,49.857142857142854,2007-07-23,The Air Quality Improvement Guide for Local Governments was published in 2007 by the National Association of Counties (NACo) .,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-07-30,2007-08-05,154.42857142857142,Unhealthy,Ozone,36-103-0002,48.285714285714285,2007-07-30,"The New York City Department of Environmental Protection (NYCDEP) is responsible for managing NYC's water supply, sewer, and wastewater treatment systems.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-08-06,2007-08-12,88.28571428571429,Moderate,Ozone,36-085-0067,48.857142857142854,2007-08-06,"Air pollution is a significant concern, and ambient air quality monitoring is crucial for understanding its impact on the environment.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-08-13,2007-08-19,82.42857142857143,Good,Ozone,34-017-2002,49.142857142857146,2007-08-13,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-08-20,2007-08-26,72.0,Moderate,PM2.5,34-003-0004,47.42857142857143,2007-08-20,"Ambient air pollution in China is blamed for hundreds of thousands of deaths each year, and nearly 500 million people lack access to safe drinking water.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-08-27,2007-09-02,81.85714285714286,Moderate,Ozone,34-019-0001,48.857142857142854,2007-08-27,"New York State's Department of Environmental Conservation (DEC) is responsible for protecting the state's land, water, and air resources.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-09-03,2007-09-09,91.85714285714286,Moderate,Ozone,34-019-0001,51.0,2007-09-03,"New York State is home to many animals and plants, and the New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in the state.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-09-10,2007-09-16,55.714285714285715,Moderate,PM2.5,34-003-0004,49.0,2007-09-10,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the state's environmental resources, including air and water quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-09-17,2007-09-23,78.14285714285714,Moderate,PM2.5,34-003-0004,48.42857142857143,2007-09-17,"The air quality in New York City is a concern, with high levels of NOx pollution from both local EGU and non-EGU sources.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-09-24,2007-09-30,85.42857142857143,Good,PM2.5,34-019-0001,50.42857142857143,2007-09-24,"The reported prevalence of asthma in New York State is a concern, with a survey containing questions about asthma morbidity, management, and education.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-10-01,2007-10-07,75.28571428571429,Moderate,PM2.5,34-003-0004,49.0,2007-10-01,"The outdoor spore concentration varies with the season of the year and climate, and in Central New York, the number of spores outdoors peaks in the summer and fall.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-10-08,2007-10-14,54.285714285714285,Moderate,PM2.5,34-003-0004,49.285714285714285,2007-10-08,"The US government announced the largest single environmental settlement in history on October 9, 2007, resolving a lawsuit against AEP for violating the Clean Air Act.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-10-15,2007-10-21,68.57142857142857,Moderate,PM2.5,34-003-0004,52.42857142857143,2007-10-15,The Center for Environmental Health in New York State Department of Health is conducting research on the potential health impacts of residential proximity to large airports.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-10-22,2007-10-28,46.857142857142854,Good,PM2.5,36-061-0134,47.142857142857146,2007-10-22,"The New York City Government has an environmental protection department that focuses on air quality, watershed, education, and resiliency.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-10-29,2007-11-04,54.714285714285715,Moderate,PM2.5,36-061-0115,46.0,2007-10-29,The accumulating evidence of the health risks posed by environmental tobacco smoke has led municipalities and states to take action.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-11-05,2007-11-11,57.0,Moderate,PM2.5,36-061-0115,45.57142857142857,2007-11-05,Air pollution has negative effects on ecosystems and biological diversity.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-11-12,2007-11-18,68.42857142857143,Moderate,PM2.5,34-017-1003,41.714285714285715,2007-11-12,"The New York City Department of City Planning published the Manhattanville Final Environmental Impact Statement on November 16, 2007.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-11-19,2007-11-25,66.28571428571429,Good,PM2.5,36-061-0115,42.857142857142854,2007-11-19,"The dangers of secondhand smoke are indisputable, and in New York City, it is law to protect workers from secondhand smoke.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-11-26,2007-12-02,64.57142857142857,Moderate,PM2.5,36-061-0128,46.285714285714285,2007-11-26,"The current air quality forecast for New York, NY is available, with a 7-day forecast provided by forecast.weather.gov.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-12-03,2007-12-09,74.71428571428571,Moderate,NO2,36-061-0056,44.714285714285715,2007-12-03,"Objective facts about the Environment situation:
The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York, addressing climate change and other environmental issues. 
Air Quality Awareness Week is scheduled for May 6-10, 2024.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-12-10,2007-12-16,64.71428571428571,Moderate,PM2.5,36-061-0056,45.0,2007-12-10,The air pollution data collected by the New York State Department of Environmental Conservation (NYSDEC) ambient air quality monitoring stations in the South Bronx was examined as part of the South Bronx Environmental Health and Policy Study.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-12-17,2007-12-23,62.57142857142857,Moderate,PM2.5,36-061-0115,45.714285714285715,2007-12-17,The National Environmental Policy Act (NEPA) and the New York State Environmental Quality Review Act (SEQR) are laws that guide environmental protection in New York.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-12-24,2007-12-30,63.42857142857143,Moderate,PM2.5,36-061-0128,43.857142857142854,2007-12-24,"The air quality in Beijing is a major concern, with monitoring stations measuring air pollution daily to determine if the skies can be considered ""blue"" .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2007-12-31,2008-01-06,73.71428571428571,Moderate,PM2.5,36-061-0128,42.714285714285715,2007-12-31,The National Ambient Air Quality Standards (NAAQS) are set by the US Environmental Protection Agency (EPA) to protect public health and welfare.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-01-07,2008-01-13,75.57142857142857,Moderate,PM2.5,34-017-2002,44.857142857142854,2008-01-07,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York, and oversees contaminated site clean-ups.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-01-14,2008-01-20,57.42857142857143,Moderate,PM2.5,36-061-0128,44.0,2008-01-14,"The air quality index in Mahopac, New York is a concern, with the area sitting on New York City watershed land.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-01-21,2008-01-27,59.714285714285715,Moderate,PM2.5,34-017-1003,44.0,2008-01-21,"NYSTA is working to help protect clean water, and DEC protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-01-28,2008-02-03,78.42857142857143,Moderate,PM2.5,34-017-1003,45.142857142857146,2008-01-28,"New York State has laws and regulations in place to protect the environment, such as the Environmental Conservation Law.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-02-04,2008-02-10,74.71428571428571,Moderate,PM2.5,36-061-0134,43.57142857142857,2008-02-04,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the land, water, and air resources in New York, including overseeing contaminated site clean-ups and ensuring air and water quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-02-11,2008-02-17,61.42857142857143,Moderate,PM2.5,34-013-1003,44.42857142857143,2008-02-11,"Indoor air pollution is a significant concern, and fuel choices can affect indoor air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-02-18,2008-02-24,57.57142857142857,Moderate,PM2.5,34-017-1003,46.57142857142857,2008-02-18,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the state's land, water, and air resources.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-02-25,2008-03-02,67.0,Moderate,PM2.5,34-003-0004,45.0,2008-02-25,The Environmental Defense Fund is an organization that aims to create lasting solutions to environmental issues such as climate change and air pollution.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-03-03,2008-03-09,63.57142857142857,Moderate,PM2.5,34-039-0004,46.142857142857146,2008-03-03,"New York State's wastewater infrastructure needs a comprehensive overview, and a report was developed by the Department and the New York State Environmental Facilities Corporation.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-03-10,2008-03-16,68.28571428571429,Moderate,PM2.5,34-017-1003,50.42857142857143,2008-03-10,Fine particulate matter readings at the Augusta area air quality monitoring sites do not exceed the national standard.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-03-17,2008-03-23,54.142857142857146,Good,NO2,34-027-3001,50.285714285714285,2008-03-17,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York and addresses climate change.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-03-24,2008-03-30,60.0,Moderate,NO2,36-061-0056,50.285714285714285,2008-03-24,"The Environmental Protection Agency (EPA) has a program for air compliance and permits, with regional offices in New York and Philadelphia.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-03-31,2008-04-06,59.857142857142854,Moderate,PM2.5,34-003-0004,53.57142857142857,2008-03-31,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-04-07,2008-04-13,63.142857142857146,Moderate,PM2.5,34-003-0004,50.42857142857143,2008-04-07,"The air quality standard is being revised to ""accurately reflect the latest scientific criteria""",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-04-14,2008-04-20,92.71428571428571,Moderate,Ozone,34-027-3001,49.714285714285715,2008-04-14,The New York State Department of Health (NYSDOH) has an air quality database that tracks air quality issues in buildings.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-04-21,2008-04-27,81.0,Moderate,Ozone,34-019-0001,51.42857142857143,2008-04-21,"The air quality in New York State is a concern, with high levels of pollution, particularly near heavy-traffic areas like I-95, which is a leading risk factor for cancer.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-04-28,2008-05-04,69.0,Moderate,PM2.5,34-019-0001,49.57142857142857,2008-04-28,"The U.S. Department of Energy is working with several states, including New Jersey, New York, Ohio, Pennsylvania, and Virginia, to address air quality issues using solar energy technologies.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-05-05,2008-05-11,74.85714285714286,Moderate,Ozone,34-027-3001,49.285714285714285,2008-05-05,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-05-12,2008-05-18,66.85714285714286,Moderate,PM2.5,34-017-1003,50.0,2008-05-12,Indoor air quality practitioners must recognize seasonal and diurnal variability in airborne mold from an indoor residential environment in northern New York.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-05-19,2008-05-25,60.0,Moderate,PM2.5,34-017-1003,50.285714285714285,2008-05-19,"The air quality in the US is being impacted by Canadian wildfire smoke, affecting cities such as New York and Philadelphia.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-05-26,2008-06-01,91.28571428571429,Moderate,Ozone,34-017-1003,49.714285714285715,2008-05-26,"The current air quality forecast for Amagansett, NY is available, with hourly and tabular forecasts provided.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-06-02,2008-06-08,92.0,Moderate,PM2.5,34-017-1003,51.285714285714285,2008-06-02,"Objective facts about the Environment situation:
The health department in Putnam County, New York monitors water quality, public water systems, sewage treatment plants, and sewage disposal systems to protect environmental quality. 
Air quality is a concern in New York, with ozone pollution affecting crop yields and air quality standards being developed.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-06-09,2008-06-15,148.42857142857142,Unhealthy,Ozone,34-025-0005,49.0,2008-06-09,"A hotter city can lead to more air pollution, which is a concern in New York City, where a shortage of peak capacity may result in more frequent blackouts.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-06-16,2008-06-22,93.14285714285714,Moderate,PM2.5,34-017-1003,49.42857142857143,2008-06-16,"Objective facts about the Environment situation:
Beijing has 27 air-quality monitoring stations to ensure good air quality for the Olympic Games. 
The Air Quality Index (AQI) translates air quality data into a numerical index. 
New York State Department of Environmental Conservation is involved in a Zero-emission Vehicle feasibility study.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-06-23,2008-06-29,120.42857142857143,Unhealthy for Sensitive Groups,PM2.5,34-017-1003,51.57142857142857,2008-06-23,"The White House refused to open an email about pollutants, citing concerns about a ""train wreck"" if regulations to control greenhouse gases were implemented.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-06-30,2008-07-06,109.0,Moderate,Ozone,34-029-0006,49.42857142857143,2008-06-30,"As of 2008, the New York State Department of Environmental Conservation (NYS DEC) was designated as the lead agency for environmental conservation in Region 3.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-07-07,2008-07-13,101.0,Moderate,Ozone,34-003-0004,49.285714285714285,2008-07-07,"The Effects of Air Pollution on Cultural Heritage is a book published by Springer New York in 2008, highlighting the impact of air pollution on cultural heritage sites.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-07-14,2008-07-20,151.14285714285714,Unhealthy,Ozone,36-103-0009,51.0,2008-07-14,"The New York State Department of Environmental Conservation (DEC) issues permits to protect the state's air, water, minerals, and biological resources.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-07-21,2008-07-27,113.71428571428571,Unhealthy for Sensitive Groups,Ozone,34-017-1003,49.0,2008-07-21,"New York State has air quality issues, with significant air emission sources in the north.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-07-28,2008-08-03,122.42857142857143,Unhealthy for Sensitive Groups,Ozone,34-017-1003,48.285714285714285,2008-07-28,"China's environmental regulators announced stricter emergency pollution controls for the Olympic Games in 2008, which would shutter more factories and restrict vehicle use.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-08-04,2008-08-10,76.71428571428571,Moderate,PM2.5,34-017-1003,51.714285714285715,2008-08-04,"The air quality in Beijing during the 2008 Olympics was a concern, with some athletes wearing masks to filter the pollution.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-08-11,2008-08-17,72.14285714285714,Moderate,PM2.5,34-017-1003,49.857142857142854,2008-08-11,New York State has a COVID-19 Travel Advisory that may impact air travel and air quality.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-08-18,2008-08-24,91.14285714285714,Moderate,Ozone,34-017-1003,49.857142857142854,2008-08-18,"Objective facts about the Environment situation: 
Air quality was a concern at the 2008 Beijing Olympics, with comparisons made to Los Angeles, New York, and London. 
Air pollution is a significant issue, with epidemiologic research having limited ability to address the issue explicitly. 
There are over 100,000 taxis in Mexico City, contributing to air pollution. 
New York City has approximately one taxi for every 2,500 residents.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-08-25,2008-08-31,74.57142857142857,Moderate,PM2.5,34-017-1003,50.714285714285715,2008-08-25,The NYC Department of Parks (DPR) has expressed concern about the potential for exposure to chemicals found in crumb rubber on synthetic turf fields.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-09-01,2008-09-07,89.14285714285714,Moderate,PM2.5,34-017-1003,48.57142857142857,2008-09-01,The 1953 air pollution incident in New York City was a significant event that led to the study of air pollution control.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-09-08,2008-09-14,71.14285714285714,Moderate,PM2.5,34-017-1003,49.285714285714285,2008-09-08,"New York State Department of Health has a fact sheet on outdoor ozone, and the Federal Interagency Committee on Indoor Air Quality provides information on indoor air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-09-15,2008-09-21,54.142857142857146,Moderate,PM2.5,34-017-1003,51.0,2008-09-15,"Air quality is a significant concern in New York City, particularly for asthma sufferers.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-09-22,2008-09-28,58.142857142857146,Moderate,PM2.5,36-061-0119,49.285714285714285,2008-09-22,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York, addressing climate change and other environmental issues.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-09-29,2008-10-05,50.142857142857146,Good,PM2.5,36-061-0119,49.57142857142857,2008-09-29,"Effective October 1, 2008, Medicaid will deny or reduce payment for three serious adverse events, including object left in after surgery and air embolism.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-10-06,2008-10-12,56.57142857142857,Moderate,PM2.5,34-017-1003,50.285714285714285,2008-10-06,"Air Quality Awareness Week is scheduled for May 6-10, 2024.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-10-13,2008-10-19,54.714285714285715,Moderate,PM2.5,34-003-0004,49.714285714285715,2008-10-13,"Schools in New York are taking initiatives to reduce waste, conserve resources, and prevent pollution, showcasing a positive trend in environmental conservation.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-10-20,2008-10-26,45.42857142857143,Good,PM2.5,36-061-0115,49.857142857142854,2008-10-20,The Air Quality Index (AQI) Forecast for the State of New York is available.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-10-27,2008-11-02,48.714285714285715,Good,PM2.5,36-061-0115,50.42857142857143,2008-10-27,"The current air quality situation is a concern, with rats contaminating food and spreading disease in NYC, and air pollution being a major issue in Donor, Pa.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-11-03,2008-11-09,64.85714285714286,Moderate,PM2.5,34-003-0004,47.42857142857143,2008-11-03,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the state's land, water, and air resources, including addressing climate change effects and promoting responsible waste management.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-11-10,2008-11-16,55.57142857142857,Moderate,PM2.5,34-003-0004,46.0,2008-11-10,"The Department of Environmental Health Sciences at Columbia University has conducted research on climate change, air quality, and human health.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-11-17,2008-11-23,51.57142857142857,Moderate,PM2.5,34-029-2002,47.42857142857143,2008-11-17,"Air quality is a major concern in New York City, with many commercial kitchens requiring pollution control equipment in their exhaust systems.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-11-24,2008-11-30,67.0,Moderate,PM2.5,34-039-2003,47.0,2008-11-24,"The current air quality forecasts indicate that new rainfall amounts of less than a tenth of an inch are expected, and new precipitation amounts of less than a tenth of an inch are expected.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-12-01,2008-12-07,59.857142857142854,Moderate,PM2.5,36-061-0115,46.714285714285715,2008-12-01,The New York State Environmental Quality Review Act (SEQR) requires a description of mitigation measures.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-12-08,2008-12-14,56.0,Moderate,PM2.5,36-061-0115,48.142857142857146,2008-12-08,The Environmental Protection Agency (EPA) was criticized for misleading the public about air quality after the 9/11 attacks.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-12-15,2008-12-21,62.42857142857143,Moderate,PM2.5,36-061-0115,47.142857142857146,2008-12-15,The New York City Community Air Survey (NYCCAS) measures air pollution at 100 locations throughout New York City in each season.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-12-22,2008-12-28,65.0,Moderate,PM2.5,36-061-0115,46.857142857142854,2008-12-22,"The New York metropolitan area has air pollution issues, and there are experts who have published extensively on the human health effects of air pollution.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2008-12-29,2009-01-04,59.57142857142857,Moderate,PM2.5,36-061-0115,48.285714285714285,2008-12-29,"The New York City Department of Environmental Protection is working to improve the quality of New York City's environment by addressing issues such as truck traffic, air quality, odor, noise, vermin, and other environmental concerns.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-01-05,2009-01-11,59.714285714285715,Moderate,PM2.5,36-061-0115,46.285714285714285,2009-01-05,Indoor air quality test results must exceed either the NYSDH or OSHA guidelines in determining whether the owner or landlord must take action.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-01-12,2009-01-18,77.14285714285714,Moderate,PM2.5,36-061-0115,45.285714285714285,2009-01-12,"Objective facts about the Environment situation: 
Air Quality Awareness Week is scheduled for May 6-10, 2024. 
The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York. 
Sulfuric acid manufacturers have agreed to reduce air pollution in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-01-19,2009-01-25,81.28571428571429,Moderate,PM2.5,34-003-0004,46.57142857142857,2009-01-19,"The air quality in the United States is a significant concern, with fine-particulate air pollution affecting life expectancy.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-01-26,2009-02-01,73.14285714285714,Moderate,PM2.5,34-017-1003,45.42857142857143,2009-01-26,"The air quality in New York City is being monitored due to recent wildfires in Canada, and there are concerns about air pollution in the region.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-02-02,2009-02-08,76.0,Moderate,PM2.5,36-005-0080,45.714285714285715,2009-02-02,"The air quality in New York City has been a concern, with past instances of air quality violations and aromatic mysteries.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-02-09,2009-02-15,62.857142857142854,Good,PM2.5,34-003-0004,46.857142857142854,2009-02-09,"The New York State Department of Environmental Conservation has been asked to designate a lead agency to conduct an environmental review of the proposed Lost Lake Resort project in the Town of Forestburgh, Sullivan County.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-02-16,2009-02-22,55.42857142857143,Moderate,PM2.5,36-061-0115,45.285714285714285,2009-02-16,"Air quality is a concern in New York, with forecasts and awareness weeks dedicated to it.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-02-23,2009-03-01,58.857142857142854,Moderate,PM2.5,34-017-1003,46.42857142857143,2009-02-23,"Air pollution has been linked to infant health issues, specifically low birth weight, according to a study by Columbia University .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-03-02,2009-03-08,72.71428571428571,Moderate,PM2.5,36-059-0005,49.42857142857143,2009-03-02,"New York has implemented regulations to improve indoor air quality, including notification requirements for landlords and a focus on reducing air contaminants.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-03-09,2009-03-15,67.71428571428571,Moderate,PM2.5,36-061-0128,50.142857142857146,2009-03-09,The New York State Department of Environmental Conservation (DEC) provides access to environmental data and documents through the DECinfo Locator.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-03-16,2009-03-22,77.71428571428571,Moderate,PM2.5,36-005-0110,50.57142857142857,2009-03-16,The NYC Green Infrastructure Plan aims to improve water quality and achieve cleaner air.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-03-23,2009-03-29,59.142857142857146,Moderate,PM2.5,34-039-0004,52.57142857142857,2009-03-23,The personal exposures of pregnant women to polycyclic aromatic hydrocarbons (PAHs) and environmental tobacco smoke (ETS) in New York City are a concern for childhood asthma.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-03-30,2009-04-05,58.0,Moderate,PM2.5,34-003-0004,50.42857142857143,2009-03-30,"The air quality in New York is a concern, with poor air quality mentioned in the Gateway National Recreation Area Long-term Resource Management Plan.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-04-06,2009-04-12,63.857142857142854,Moderate,PM2.5,34-003-0004,51.0,2009-04-06,"The search results include various reports and guidelines related to air quality, environmental conservation, and indoor air quality in the United States, particularly in New York State.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-04-13,2009-04-19,65.0,Moderate,Ozone,34-003-0004,50.857142857142854,2009-04-13,The Environmental Quality Incentives Program (EQIP) Forestry Initiative provides financial assistance to private forestland owners in New York to implement conservation and environmental quality practices.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-04-20,2009-04-26,80.71428571428571,Moderate,Ozone,34-003-0004,49.57142857142857,2009-04-20,The City of Rochester has a Division of Environmental Quality that focuses on environmental issues in the city.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-04-27,2009-05-03,82.42857142857143,Moderate,PM2.5,34-003-0004,50.285714285714285,2009-04-27,"The cities of Los Angeles, New York, Atlanta, Charlotte, Philadelphia, Washington D.C., and Baltimore have seen improvements in air quality over the last year.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-05-04,2009-05-10,69.14285714285714,Moderate,PM2.5,34-003-0004,52.285714285714285,2009-05-04,The New York State Department of Transportation is conducting an Air Quality analysis in the Kosciuszko area.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2009-05-11,2009-05-17,69.42857142857143,Moderate,PM2.5,34-003-0004,50.285714285714285,2009-05-11,"The New York City and Los Angeles regions have conducted intra-urban analyses on air pollution, ecologic covariates, and mortality.",NA
