date,OT,Weekly East Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Midwest All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Gulf Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Rocky Mountain All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly West Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),search_fact,search_fact_summary_gpt_5_2
1997-09-29,1.255,1.267,1.36,1.328,1.219,1.193,1.223,1.29,1.454,The United States share of crude oil is mentioned in a public law from 1997.,"A 1997 public law mentions the United States’ share of crude oil but provides no current-week information on crude supply, refinery operations, demand, inventories, or policy changes that would affect U.S. gasoline prices over the next 1–7 weeks. No actionable near-term gasoline price drivers (e.g., OPEC actions, outages, sanctions, SPR moves, or tax/regulatory changes) are contained in the provided item."
1997-10-06,1.254,1.259,1.354,1.32,1.21,1.201,1.218,1.287,1.453,The Elk Hills oil field is one of the 11 largest oil fields in the lower 48 states.,"Elk Hills is one of the 11 largest oil fields in the lower 48 U.S. states, indicating it is a significant source of domestic crude supply. No additional details were provided on current production levels, outages, refinery impacts, or price movements relevant to near-term U.S. gasoline prices."
1997-10-13,1.248,1.254,1.351,1.314,1.206,1.186,1.213,1.335,1.443,"The United States corn production is related to ethanol production, which can affect oil imports and food prices.","U.S. corn production influences ethanol output, which can change gasoline blending volumes and shift demand for petroleum-based gasoline and related oil imports. Corn-driven ethanol changes can also affect food prices, which may influence broader inflation-linked costs relevant to fuel markets."
1997-10-20,1.238,1.247,1.343,1.304,1.2,1.173,1.209,1.317,1.438,The average yearly price of oil is mentioned in the context of geothermal energy development.,"Discussion of the average annual oil price appears only as background in a geothermal energy development context, with no reported near-term changes in crude supply/demand, refinery operations, inventories, or gasoline consumption. No actionable gasoline-market indicators for the next 1–7 weeks were provided beyond the general reference to oil prices."
1997-10-27,1.228,1.239,1.334,1.294,1.193,1.161,1.197,1.303,1.431,"The U.S. annual bill for imported oil is about $50 billion, with the long-term cost from 1980 to 1992 totaling $742 billion.","The U.S. annual bill for imported oil is about $50 billion, with cumulative long-term import costs from 1980 to 1992 totaling roughly $740 billion."
1997-11-03,1.221,1.231,1.326,1.283,1.186,1.157,1.189,1.286,1.421,"The United States Supreme Court ruled in State Oil Co. v. Khan (1997) that an agreement between respondents and State Oil fixed maximum gasoline prices, making it “worthless” for respondents to charge a lower price.","The U.S. Supreme Court’s State Oil Co. v. Khan (1997) decision addressed a contract that set maximum gasoline prices and indicated it would undermine incentives to charge lower prices. No week-ahead market-moving information (e.g., crude supply, refinery operations, inventories, demand, taxes, or policy changes) was provided."
1997-11-10,1.222,1.225,1.318,1.276,1.182,1.167,1.184,1.331,1.411,"The United States is a major equipment supplier to Qatar, an OPEC member country.","The U.S. is a major supplier of equipment to Qatar, an OPEC member country. This indicates ongoing U.S.–Qatar commercial ties that could be relevant to tracking any shifts in Qatar’s oil-sector operations and exports that affect crude supply inputs into U.S. gasoline prices."
1997-11-17,1.213,1.217,1.31,1.268,1.174,1.155,1.181,1.316,1.401,The United States has standards for reformulated and conventional gasoline.,The U.S. gasoline market is governed by distinct standards for reformulated gasoline (used in certain regions to reduce emissions) and conventional gasoline. These differing specifications can affect refinery production requirements and the ability to move supplies between regions.
1997-11-24,1.207,1.209,1.305,1.259,1.167,1.156,1.174,1.285,1.39,"Objective facts about the United States gasoline price, oil price:
The presence of renewable energy sources is growing, and short/medium term oil prices are expected to be low. 
In September 1997, there was robust demand in the United States for Canadian crude oil. 
There is increasing price competition for forecourt petrol sales in the United States.","Growing renewable energy penetration and expectations for low short/medium-term oil prices point to weaker crude cost pressure for U.S. gasoline over the next several weeks, while intensifying price competition among U.S. forecourt gasoline retailers could further restrain pump prices. Robust U.S. demand for Canadian crude oil supports cross-border crude supply flows into U.S. refiners, affecting feedstock availability for gasoline production."
1997-12-01,1.197,1.203,1.295,1.252,1.163,1.14,1.172,1.265,1.381,"There is no direct information about current or past United States gasoline price, oil price in the provided search results.","The provided articles contain no information on U.S. gasoline prices or key drivers such as crude oil prices, refinery operations/utilization, inventories, imports/exports, demand trends, or policy/events affecting fuel supply. No quantitative or qualitative details are given that could inform a 1–7 week U.S. gasoline price forecast."
1997-12-08,1.187,1.194,1.285,1.243,1.153,1.121,1.164,1.309,1.367,"The prices of oil and natural gas are expected to increase, which may lead to an increase in coal consumption despite its environmental consequences .","Expectations of rising oil and natural gas prices signal higher input costs for gasoline and other fuels in the near term. Higher anticipated gas prices may also shift some energy demand toward coal, affecting broader fuel-market balances."
1997-12-15,1.176,1.184,1.274,1.233,1.143,1.108,1.155,1.312,1.357,The fuel price adjustment clause is triggered only if the base price of fuel exceeds a certain threshold.,A fuel price adjustment clause will only activate when the base fuel price rises above a predefined threshold. This implies gasoline-related charges or pass-through costs may remain unchanged until that trigger level is exceeded.
1997-12-22,1.167,1.175,1.262,1.225,1.134,1.099,1.143,1.29,1.347,"The United States is mentioned in several contexts, but there is no direct information about gasoline prices or oil prices.","The provided articles contain no direct or indirect information about crude oil, refinery operations, fuel inventories, demand, supply disruptions, or policy changes that would inform a 1–7 week U.S. gasoline price forecast. The United States is mentioned only in unrelated contexts."
1997-12-29,1.158,1.168,1.258,1.219,1.125,1.086,1.14,1.267,1.34,"Objective facts about United States gasoline price, oil price:
* In 1997, the average jet fuel cost per gallon decreased by 4.6% from 1996. 
* In the late 1970s and early 1980s, many prominent energy analysts argued that oil prices, adjusted for inflation, would double by the year 2000. 
* In the late 1970s, there were large North Sea oil and gas exports. 
* In some cases, the oil price shocks of the early 1970s de-stabilized price convergence in the US spot gas market.","Historical context notes that oil price shocks in the early 1970s disrupted price convergence in the U.S. spot gas market, while large North Sea oil and gas exports in the late 1970s added to global supply. A separate historical data point shows average jet fuel cost per gallon fell by roughly 5% in 1997 versus 1996, and late-1970s/early-1980s analysts widely expected inflation-adjusted oil prices to roughly double by 2000."
1998-01-05,1.148,1.163,1.253,1.213,1.12,1.072,1.135,1.245,1.333,"The long cold Vermont winters put added stress on heating systems, and fluctuating fuel prices can force people to use alternative heating sources.","Cold Vermont winters increase heating demand and stress on home heating systems, while fluctuating fuel prices push some consumers toward alternative heating sources."
1998-01-12,1.14,1.153,1.24,1.201,1.112,1.071,1.128,1.223,1.318,The US EPA reported that approximately 30 percent of all gasoline in the United States contains fuel additives like MTBE.,"About 30% of U.S. gasoline contains fuel additives such as MTBE, indicating a sizable share of supply relies on additive availability and compliance. This additive use can affect blending requirements and sourcing flexibility that influence near-term gasoline distribution and pricing."
1998-01-19,1.129,1.141,1.227,1.187,1.101,1.057,1.118,1.248,1.296,"As of January 25, 1998, gas prices in the United States were falling due to lower crude oil prices and an oversupply of gasoline, aided by a mild winter.","U.S. gasoline prices were declining as crude oil prices fell and gasoline supplies were ample due to oversupply. A mild winter was contributing to weaker demand, reinforcing the downward pressure on prices."
1998-01-26,1.112,1.129,1.219,1.173,1.089,1.033,1.112,1.222,1.28,The price of gasoline in the United States dropped nearly 3 cents per gallon at the pump in two weeks as crude oil prices continued to decline in January 1998.,U.S. gasoline pump prices fell by about 3 cents per gallon over two weeks as crude oil prices continued declining (January 1998). The drop indicates near-term gasoline prices were tracking weaker crude oil costs.
1998-02-02,1.108,1.119,1.211,1.159,1.08,1.048,1.094,1.191,1.26,"At a crude price of U.S.$20/bl (per barrel), the refining and marketing margin was estimated to be U.S.$30.76/bl in Japan and U.S.$8.32/bl in the United States as of 1998.","Refining and marketing margins vary significantly by region, with historical estimates showing much lower margins in the United States than in Japan at similar crude prices. At a crude price around $20 per barrel, the U.S. refining and marketing margin was roughly $8 per barrel (based on a 1998 estimate)."
1998-02-09,1.101,1.112,1.2,1.15,1.076,1.048,1.092,1.143,1.236,Faster growth in developed economies will keep oil prices up and lead to somewhat higher producer price inflation.,"Faster growth in developed economies is expected to keep oil prices elevated. Higher oil prices were linked to somewhat higher producer price inflation, which can influence fuel costs in the near term."
1998-02-16,1.085,1.1,1.186,1.138,1.064,1.035,1.08,1.096,1.214,"The price of kerosene increased in Indonesia in February 1998, contributing to the economic crisis.","Kerosene prices rose in Indonesia in February 1998, worsening the country’s economic crisis. No U.S.-relevant gasoline market factors (such as crude oil supply, refining capacity, inventories, demand, or policy changes) were provided."
1998-02-23,1.09,1.093,1.178,1.127,1.059,1.062,1.069,1.14,1.19,"The objective facts about United States gasoline price, oil price are:
The attack on February 23, 1998, apparently protested an increase in oil prices. 
The rise in natural gas prices in the US in the 1970s led to the separation of gas from oil and the formation of an independent pricing system.","A February 23, 1998 attack was reportedly in protest of rising oil prices, highlighting that oil price increases can trigger strong reactions tied to fuel costs. In the 1970s, rising U.S. natural gas prices led to gas being priced independently from oil, indicating periods when natural gas and oil markets decouple rather than move in tandem."
1998-03-02,1.075,1.085,1.165,1.114,1.055,1.044,1.064,1.096,1.157,"There is no direct information about United States gasoline price or oil price in the provided search results. However, there are mentions of gasoline and oil-related topics, such as deducting auto expenses (including gasoline costs) on tax forms, recalls of liquid fuel products, and motor oil products.","The provided articles contain no market- or supply/demand-relevant information on U.S. gasoline or crude oil prices, inventories, refinery operations, production, or disruptions for the next 1–7 weeks. They only mention gasoline in non-price contexts (tax deduction guidance for auto expenses including gasoline, recalls of liquid fuel products, and motor oil products)."
1998-03-09,1.065,1.076,1.148,1.102,1.05,1.036,1.061,1.075,1.131,"The cost of natural gas, fuel oil, and LPG are included in refinery energy system models.","Refinery energy system models incorporate input costs for natural gas, fuel oil, and LPG, implying that changes in these fuels’ prices can affect refinery operating costs and potentially influence gasoline production costs in the coming weeks. No specific recent price moves, supply disruptions, or refinery utilization changes are provided."
1998-03-16,1.055,1.062,1.131,1.088,1.036,1.03,1.049,1.058,1.126,"The second oil shock of 1979-1980 led to a swift decline in oil production in post-revolutionary Iran, causing gasoline prices in the United States to increase.",A sharp drop in Iran’s oil production during the 1979–1980 oil shock tightened global crude supplies and pushed U.S. gasoline prices higher. The episode links geopolitical supply disruptions and reduced oil output to near-term increases in U.S. pump prices.
1998-03-23,1.047,1.052,1.114,1.08,1.025,1.026,1.038,1.034,1.12,"As of 1998, the United States had lower pretax gasoline prices compared to other countries.","In 1998, the United States had lower pretax gasoline prices than other countries, indicating a relatively low underlying (tax-excluded) price level at that time. No information was provided on current supply, demand, inventories, refining capacity, crude prices, taxes, or recent price movements that would help forecast U.S. gasoline prices over the next 1–7 weeks."
1998-03-30,1.077,1.072,1.127,1.103,1.046,1.069,1.056,1.087,1.141,The cost of benefits under the supplemental retirement plan for executive officers cannot be properly allocated or disclosed.,"A company reported it cannot properly allocate or disclose the cost of benefits under a supplemental retirement plan for executive officers. No information relevant to crude oil supply/demand, refining capacity, fuel inventories, regulations, or retail gasoline pricing was provided."
1998-04-06,1.074,1.075,1.134,1.102,1.05,1.057,1.061,1.077,1.146,"The consumer price index in Indonesia rose due to the depreciation of the rupiah and a severe drought, leading to a large increase in prices.","Indonesia’s inflation rose as the rupiah depreciated and a severe drought pushed prices higher. The currency weakness implies potentially higher dollar-denominated costs for imported commodities, including refined products and crude, which can affect global price levels relevant to U.S. gasoline."
1998-04-13,1.072,1.074,1.13,1.101,1.049,1.045,1.058,1.098,1.165,The average jet fuel price in 1998 was around 40 US$ per barrel.,Average jet fuel prices were about $40 per barrel in 1998.
1998-04-20,1.075,1.071,1.126,1.1,1.046,1.058,1.052,1.105,1.164,The United States Federal Trade Commission (FTC) settled allegations with Shell Oil and Texaco in 1998 that their proposed joint venture would reduce competition and could raise prices for gasoline in Hawaii and California.,The FTC settlement required Shell Oil and Texaco to address concerns that their proposed joint venture could reduce competition and potentially raise gasoline prices in California and Hawaii. The action highlights regulatory scrutiny of consolidation that could affect regional gasoline supply and pricing dynamics.
1998-04-27,1.086,1.076,1.123,1.104,1.053,1.078,1.058,1.101,1.179,The average price of oil in 1998 was predicted to be $14.59 a barrel.,A forecast cited an average 1998 crude oil price of about $15 per barrel. Lower expected crude costs typically translate into lower wholesale gasoline input costs over the following weeks.
1998-05-04,1.095,1.077,1.126,1.106,1.054,1.085,1.057,1.111,1.228,"The price of fuel oil increased over EC$3.64 in Anguilla BWI as of May 7, 1998.","Fuel oil prices in Anguilla (BWI) rose by about EC$4 as of May 7, 1998. No U.S.-specific gasoline market data, crude/refining trends, inventory levels, or demand indicators were provided."
1998-05-11,1.109,1.086,1.134,1.114,1.063,1.103,1.065,1.147,1.244,"In 1997, crude oil prices were less than $17 a barrel.",Crude oil prices in 1997 were below $17 per barrel.
1998-05-18,1.109,1.074,1.119,1.117,1.043,1.11,1.045,1.172,1.248,The cost differential between Alberta and major markets in Chicago affects U.S. Gulf Coast (USGC) natural gas prices.,"Alberta natural gas price differentials versus the Chicago market were highlighted as a factor influencing U.S. Gulf Coast natural gas prices. Changes in Gulf Coast natural gas prices can affect refinery fuel and operating costs, which are relevant inputs for U.S. gasoline price dynamics over the coming weeks."
1998-05-25,1.108,1.076,1.125,1.12,1.044,1.105,1.042,1.167,1.251,"The price of oil has experienced shocks in the past, such as the drop in oil prices in the early 1980s.","The only content provided is a historical reference that oil prices have experienced shocks before, including a significant drop in the early 1980s. No current-week information on crude supply/demand, refining operations, inventories, policy, or retail gasoline pricing was included."
1998-06-01,1.104,1.075,1.123,1.12,1.043,1.096,1.043,1.16,1.244,"There is no direct information about the current United States gasoline price or oil price in the provided search results. However, there are mentions of fuel prices and oil capacity in various contexts.","The provided items contain no direct data on current U.S. gasoline prices or crude oil prices and only include general references to fuel prices and oil capacity without actionable detail. No specific supply, demand, refinery, inventory, policy, or disruption information is given that could support a 1–7 week U.S. gasoline price forecast."
1998-06-08,1.113,1.076,1.125,1.122,1.043,1.119,1.042,1.213,1.235,The government subsidizes the sale price of gasoline and other fuels in the United States.,U.S. gasoline and other fuel retail prices are influenced by government subsidies that lower the sale price paid by consumers. Such subsidies can dampen or delay how quickly changes in crude oil and wholesale fuel costs pass through to pump prices over the next several weeks.
1998-06-15,1.104,1.071,1.125,1.119,1.036,1.099,1.046,1.2,1.233,"The data provided is from 1998, which may not be relevant to current United States gasoline price and oil price. However, some general facts can be extracted: oil prices rose in 1973, and the United States has stockpiles of oil.","Oil prices rose sharply during the 1973 oil shock, showing that supply disruptions can drive rapid increases in crude and downstream fuel prices. The United States maintains oil stockpiles, which can be used to add supply to the market and help offset shortages that might otherwise pressure gasoline prices."
1998-06-22,1.096,1.069,1.122,1.117,1.034,1.085,1.041,1.194,1.227,"The fuel oil price calculation is based on the MARKET PRICE per gallon for the week, according to the New Jersey government website.","New Jersey’s fuel oil price is calculated from the weekly market price per gallon, implying official fuel-price reporting is tied to week-by-week market movements. No additional details on supply, demand, inventory, refining, crude prices, or regional gasoline conditions were provided."
1998-06-29,1.096,1.068,1.122,1.116,1.033,1.09,1.036,1.172,1.223,"The United States Government assumes no liability for its contents or use of diesel fuel, regular and salt water, and lubricating oil.","No usable gasoline-price forecasting information was provided; the text is a generic U.S. government liability disclaimer referencing diesel fuel, water, and lubricating oil without any market, supply, demand, refinery, inventory, or pricing details."
1998-07-06,1.097,1.064,1.112,1.111,1.03,1.1,1.035,1.163,1.219,"The United States government offers tax credits for alternative fuel distributed by or used for federal government, state government, or public education institutions.",U.S. tax credits for alternative fuels used by or distributed to federal and state governments and public education institutions could slightly shift part of public-sector fuel demand away from conventional gasoline. The policy signal may support incremental uptake of alternative fuels in these fleets over the coming weeks.
1998-07-13,1.092,1.066,1.104,1.112,1.035,1.087,1.033,1.164,1.216,The farm price of gasoline and diesel fuel in the US increased by 0.7% due to a rise in the price of imported crude oil.,"U.S. farm gasoline and diesel prices rose by roughly 1% on higher imported crude oil prices, indicating upward feedstock costs for refined products. The price increase was attributed directly to imported crude becoming more expensive."
1998-07-20,1.097,1.063,1.104,1.11,1.031,1.102,1.036,1.166,1.214,The recent and prospective declines in crude oil prices are expected to affect retail gasoline and home heating oil prices in the near term.,"Recent declines in crude oil prices, with further drops anticipated, are expected to lower retail gasoline prices in the near term. The same crude-driven price declines are also expected to reduce home heating oil prices."
1998-07-27,1.088,1.058,1.101,1.106,1.024,1.086,1.03,1.163,1.211,The US gas prices remained low in August 1998 due to weak demand.,U.S. gasoline prices stayed low in August 1998 amid weak demand. Weak demand conditions were highlighted as a key factor limiting upward pressure on gasoline prices in the near term.
1998-08-03,1.077,1.052,1.094,1.102,1.017,1.068,1.022,1.152,1.203,"The marketing characteristics of the Detroit Diesel DELTA Engine, coupled with relatively low fuel prices within the United States, have drastically changed the product mix away from certain types of vehicles.","Relatively low U.S. fuel prices were cited as a factor influencing vehicle product-mix shifts, indicating current gasoline/diesel costs are low enough to affect consumer and manufacturer decisions. No information was provided on crude supply, refinery operations, inventories, demand levels, or policy changes that would directly inform U.S. gasoline price movements over the next 1–7 weeks."
1998-08-10,1.072,1.048,1.092,1.1,1.012,1.06,1.017,1.146,1.199,"The glut of oil on the world market increased with the United Nations' decision to let Iraq sell some crude oil to raise money for humanitarian needs, leading to a drop in gasoline prices.","The UN approved limited Iraqi crude sales for humanitarian funding, adding to an already well-supplied global oil market. The increased crude supply contributed to lower gasoline prices."
1998-08-17,1.065,1.042,1.09,1.094,1.006,1.048,1.012,1.166,1.196,,
1998-08-24,1.058,1.038,1.084,1.088,1.003,1.035,1.01,1.161,1.192,"Figure I.1 shows the crude oil prices in the US from 1970 to 1998, with major events affecting prices .","U.S. crude oil prices from 1970–1998 are shown alongside major historical events that affected prices. No week-specific developments, current supply/demand conditions, refinery operations, inventories, or policy changes are provided that would inform U.S. gasoline price forecasts for the next 1–7 weeks."
1998-08-31,1.053,1.034,1.079,1.083,0.999,1.032,0.999,1.151,1.184,"The historical data shows that when natural gas prices fell during the early 1980s, the profitability of landfill gas-to-energy projects decreased.",Natural gas price declines have historically reduced the profitability of landfill gas-to-energy projects.
1998-09-07,1.046,1.028,1.072,1.08,0.994,1.027,0.989,1.136,1.179,There is no relevant objective fact about United States gasoline price or oil price in the provided search results.,"No relevant facts or developments affecting U.S. gasoline prices (e.g., crude oil supply/demand, refinery outages/runs, inventory changes, policy actions, or geopolitical disruptions) were provided in the articles for that week, so there is nothing to extract for a 1–7 week gasoline price forecast."
1998-09-14,1.042,1.024,1.072,1.077,0.988,1.02,0.989,1.152,1.171,"The United States has oxygenated gasoline programs in certain states, which can affect gasoline supply and price.","Certain U.S. states require oxygenated gasoline under seasonal or regional programs, which can constrain fungible supply by requiring specialized blends and logistics. These requirements can tighten local supply and contribute to higher or more volatile gasoline prices in affected areas over the following weeks."
1998-09-21,1.053,1.023,1.067,1.075,0.987,1.047,0.989,1.149,1.189,The Associated Oil Company station closed due to rising gas prices caused by the oil crisis of the early 1970s.,"A gas station closed during the early 1970s oil crisis as gasoline prices rose sharply. The event reflects severe supply disruption and price pressure conditions, but provides no current-week data on U.S. crude, refinery operations, inventories, or demand."
1998-09-28,1.053,1.029,1.076,1.079,0.994,1.041,0.995,1.135,1.187,"The cost of producing solid, fertilizer-grade Ammonium Nitrate in the United States is estimated to be $98 per metric ton.","U.S. solid, fertilizer-grade ammonium nitrate production costs were estimated at about $100 per metric ton."
1998-10-05,1.059,1.034,1.081,1.084,1.0,1.05,1.003,1.13,1.182,"The first oil well in the United States was drilled in 1859 in Titusville, Pennsylvania. The major product of crude oil is gasoline, which accounts for almost 50% of the total product.","Gasoline is the major product refined from crude oil and accounts for about half of total petroleum products. The first U.S. oil well was drilled in 1859 in Titusville, Pennsylvania."
1998-10-12,1.063,1.046,1.088,1.091,1.014,1.045,1.015,1.148,1.178,The price of oil in 1998 was less than $15 per barrel.,"Crude oil prices were below $15 per barrel in 1998, indicating a historical period of very low feedstock costs for gasoline. No current-week information on crude supply/demand, refining conditions, inventories, or retail gasoline pricing was provided."
1998-10-19,1.058,1.044,1.086,1.088,1.013,1.038,1.014,1.138,1.174,The direct use of energy by the poor in the United States for homes and automobiles is relevant to understanding energy and social issues.,"A note highlights that direct energy use by lower-income U.S. households for homes and automobiles is a relevant factor for understanding energy and social issues. No specific information is provided on gasoline supply, demand, inventories, refining, crude prices, policy changes, or near-term market conditions that would be useful for forecasting U.S. gasoline prices over the next 1–7 weeks."
1998-10-26,1.055,1.041,1.084,1.088,1.009,1.032,1.007,1.136,1.175,"The capital cost of the pressure vessel for storing and transporting hydrogen is affected by production rates, and fuel price has a significant impact due to the many trips involved.","Hydrogen storage and transport costs depend on pressure-vessel capital cost and production rates, and fuel prices materially affect overall delivery costs because distribution requires many trips. This indicates fuel-price sensitivity in transportation-intensive logistics, a factor relevant to near-term U.S. fuel demand and cost pressures."
1998-11-02,1.05,1.04,1.08,1.083,1.01,1.025,1.002,1.128,1.172,"The article from CBS News on November 5, 1998, states that cheap oil has helped fuel the economic boom of the 1990s, but petroleum prices will jump drastically in the near future.","Cheap crude oil has been supporting strong economic conditions, but the report says petroleum prices are expected to rise sharply in the near future. This implies upward cost pressure for gasoline over the coming weeks if higher petroleum prices pass through to wholesale and retail fuel markets."
1998-11-09,1.048,1.038,1.079,1.082,1.006,1.026,0.998,1.12,1.169,"The history of gasoline prices in the U.S. is available, and gasoline prices vary from one state to another due to various factors.","U.S. gasoline prices have a documented historical record and vary significantly by state. State-to-state differences are driven by multiple factors, implying regional conditions can influence near-term price movements."
1998-11-16,1.037,1.031,1.075,1.079,0.998,1.0,0.991,1.141,1.169,"As of November 17, 1998, the price of gasoline in the United States slipped under $1, and the spot-market price for benchmark West Texas Intermediate crude oil was $13.57 a barrel.","U.S. gasoline prices fell below $1 per gallon as of mid-November 1998, coinciding with very low crude oil prices. Benchmark West Texas Intermediate crude was around $14 per barrel on the spot market at the same time."
1998-11-23,1.03,1.022,1.071,1.067,0.989,0.991,0.981,1.125,1.179,"The United States has fees on oil, including gasoline, which affect prices.","U.S. gasoline prices are influenced by various fees and charges applied to oil and refined products, including gasoline. Changes in these fees can raise or lower retail gasoline prices in the near term."
1998-11-30,1.015,1.013,1.067,1.059,0.979,0.965,0.971,1.107,1.175,"As of December 1998, crude oil and gasoline prices hit historic lows, with prices being the cheapest since the U.S. government began keeping statistics, adjusted for inflation.","Crude oil and U.S. gasoline prices fell to historic inflation-adjusted lows in December 1998, reaching the cheapest levels since federal recordkeeping began. This indicates exceptionally weak pricing conditions for gasoline tied to very low crude oil costs at that time."
1998-12-07,0.996,0.998,1.059,1.046,0.962,0.935,0.96,1.079,1.166,Instability in the Niger Delta has had an impact on the price of crude oil in the international market.,Instability in Nigeria’s Niger Delta disrupted oil output and lifted international crude prices. Higher crude feedstock costs can pressure U.S. gasoline prices in the following weeks.
1998-12-14,0.987,0.987,1.054,1.035,0.95,0.932,0.948,1.042,1.159,"As of December 1998, gas prices in the United States were low, with Utah motorists paying 25 cents less than the previous winter.","U.S. gasoline prices were low in December 1998, with Utah motorists paying about 25 cents per gallon less than the prior winter."
1998-12-21,0.986,0.982,1.049,1.03,0.945,0.939,0.944,1.012,1.157,The flow rate of the fuel is important in underground storage tank operator training.,"Underground storage tank operator training highlighted that fuel flow rate is an important operational factor in dispensing and handling fuel. No information was provided on crude oil markets, refinery operations, inventories, demand, prices, or supply disruptions that would be directly useful for forecasting U.S. gasoline prices in the next 1–7 weeks."
1998-12-28,0.979,0.976,1.043,1.025,0.938,0.93,0.94,0.999,1.154,"The price of U.S. benchmark crude dropped to its lowest annual average in 20 years, down some 30 percent from 1997.","U.S. benchmark crude fell to its lowest annual average in about 20 years, declining by roughly 30% versus 1997. This indicates substantially lower crude input costs, a key component influencing near-term U.S. gasoline prices."
1999-01-04,0.977,0.974,1.042,1.02,0.938,0.927,0.939,0.994,1.151,Commodity and crude oil prices are mentioned in the context of the economic and budget outlook for fiscal years 2000.,"Crude oil and other commodity price assumptions are referenced as inputs to the federal economic and budget outlook for fiscal year 2000, implying baseline expectations for energy costs. No specific price levels, supply-demand changes, refinery factors, or near-term U.S. gasoline market details are provided."
1999-01-11,0.982,0.971,1.037,1.018,0.934,0.946,0.94,0.993,1.146,"Currently, oil accounts for 97 percent of fuel use in the transportation sector in the United States.","Oil supplies nearly all U.S. transportation fuel, accounting for roughly 97% of use. U.S. gasoline prices are therefore highly dependent on crude oil supply and price conditions."
1999-01-18,0.985,0.972,1.037,1.019,0.935,0.952,0.945,1.004,1.141,"The U.S. EPA regulations encompass outboard engines and gasoline marine engines produced for personal watercraft and jet boats, aiming to reduce pollution by 2025.","U.S. EPA regulations targeting outboard and gasoline marine engines for personal watercraft and jet boats aim to reduce pollution by 2025, implying tighter emissions requirements on a subset of gasoline-powered equipment. The news provides no near-term details on refinery output, gasoline demand, inventories, crude prices, taxes, or distribution factors that typically drive U.S. gasoline prices over the next 1–7 weeks."
1999-01-25,0.977,0.968,1.029,1.013,0.932,0.941,0.939,0.998,1.136,"The Saudi Government announced a 50 percent across-the-board increase in natural gas prices from January 1, 1998.","Saudi Arabia announced an across-the-board roughly 50% increase in domestic natural gas prices effective January 1, 1998, a policy change that could affect regional fuel costs and refining economics. No other gasoline-specific supply, demand, refinery, inventory, or crude-export details were provided."
1999-02-01,0.971,0.96,1.019,1.005,0.925,0.933,0.934,1.002,1.127,"As of February 1999, the oversupply of crude and refined oil products, as well as economic turmoil in Asia, Russia, and Latin America, led to low gas prices at the pump.","An oversupply of crude and refined products coincided with low U.S. gasoline pump prices. Economic turmoil across Asia, Russia, and Latin America was also present during this period of low prices."
1999-02-08,0.968,0.956,1.016,0.997,0.923,0.933,0.935,0.995,1.12,"The Company uses forward contracts for fuel oil, gas oil, and diesel to manage the risk of volatility in the Company's future.","The company uses forward contracts on fuel oil, gas oil, and diesel to manage exposure to near-term price volatility in these refined products. This indicates market participants are actively hedging expected fluctuations in distillate and related product costs, which can influence broader refined product pricing trends."
1999-02-15,0.96,0.948,1.01,0.99,0.915,0.919,0.932,0.999,1.116,"The average price of all grades of gasoline in the United States was below $1 on February 21, 1999.","U.S. average gasoline prices across all grades were below $1 as of February 21, 1999. No additional near-term supply, demand, inventory, refining, or crude-price information was provided to inform a 1–7 week gasoline price forecast."
1999-02-22,0.949,0.943,0.999,0.981,0.913,0.892,0.926,1.001,1.12,The quantity of imported oil rose appreciably in response to the strength of U.S. economic activity and lower oil prices in 1999.,"U.S. oil import volumes increased notably, reflecting stronger U.S. economic activity and lower crude oil prices. This combination points to higher near-term crude supply availability alongside demand strength, both relevant inputs for U.S. gasoline price forecasting over the next several weeks."
1999-03-01,0.955,0.938,0.993,0.977,0.907,0.914,0.921,1.001,1.124,"The U.S. benchmark for crude-oil prices is West Texas Intermediate (WTI), measured in Cushing, Oklahoma.","West Texas Intermediate (WTI) is the U.S. benchmark crude-oil price, measured at Cushing, Oklahoma."
1999-03-08,0.963,0.939,0.993,0.977,0.909,0.923,0.92,1.006,1.162,The price of gasoline in international markets was moderate compared with the decline in the price of crude oil in 1998.,"International gasoline prices were only moderately lower even as crude oil prices fell sharply in 1998, indicating weaker pass-through from crude declines to gasoline prices."
1999-03-15,1.017,0.978,1.018,1.004,0.956,1.009,0.956,1.049,1.193,The BLS projected a moderate rise in both real and nominal imported oil prices over the 1998-2008 period.,BLS projected a moderate rise in both real and nominal imported oil prices over the 1998–2008 period. This implies an upward trend in the underlying crude oil cost component that can feed into U.S. gasoline prices.
1999-03-22,1.056,1.012,1.046,1.033,0.994,1.057,0.992,1.077,1.231,"As of March 1999, gasoline prices in the United States have risen nearly 9 cents a gallon, with retailers boosting prices in anticipation of higher costs.","U.S. gasoline prices rose by nearly $0.10 per gallon by March 1999, with retailers raising pump prices in anticipation of higher wholesale costs."
