Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,search_fact,report_fact
86.087896,199.433797961797,113.345901961797,2014-12-01,2014-12-01,2014-12-31,"The United States is a significant player in the global poultry market, with companies like Burger King sourcing chicken from the US market.; The National Chicken Council reported that companies are restarting poultry plants, citing demand for chicken.; The national survey of urban farms in the United States showed demand for technical assistance in the sector, including marketing and distribution.; The United States Department of Agriculture (USDA) buys ground beef for the National School Lunch Program.; The United States had a US$ 6.4 million surplus in poultry trade in 2013.",NA
87.9496,197.842341953172,109.892741953172,2015-01-01,2015-01-01,2015-01-31,"The United States had a US$ 6.4 million surplus in poultry trade in 2013.; The United States Department of Agriculture (USDA) regulates the broiler market, and organizations like the US Poultry and Egg Association and the National Chicken Council also have a role in shaping the market.; The U.S. loss of the EU poultry market is estimated to be between $200 million and $300 million annually.; The United States has a large poultry production industry, with broiler chickens being a significant part of it.; The average price of organic broilers in 2008 was $6.40 per bird, with nearly two-thirds of sales in California.",NA
86.184552,197.796222590227,111.611670590227,2015-02-01,2015-02-01,2015-02-28,"The average price of organic broilers in 2008 was $6.40 per bird, with nearly two-thirds of sales in California.; The USDA sets out the authority for labeling poultry products, and labels such as ""free-range"" and ""organic"" have specific meanings.; The United States broiler market is influenced by international demand, which remains strong due to its lower cost relative to beef and pork.; The United States broiler market is expected to increase in 2015 with moderate economic growth and larger meat supplies.; The United States is a significant producer of broilers, with antimicrobials used primarily in swine and poultry production.",NA
85.781784,198.729136770233,112.947352770233,2015-03-01,2015-03-01,2015-03-31,"The United States is a significant producer of broilers, with antimicrobials used primarily in swine and poultry production.; The United States is a significant player in global poultry production and trade, with forecasts suggesting rising demand.; The United States broiler market is influenced by supply and demand factors, with prices fixed by major producers based on supply and demand.; The Philippines was the 4rth largest U.S. wheat market globally in CY2014 with sales up 11 percent from the previous year reaching $698 million.; The United States broiler market was affected by the USDA shutdown, which resulted in delayed reports such as the weekly Broiler Hatchery report.; The United States has seen an increase in demand for meat, particularly broilers, since World War II.",NA
84.81892,199.733342665093,114.914422665093,2015-04-01,2015-04-01,2015-04-30,"The United States has seen an increase in demand for meat, particularly broilers, since World War II.; The demand for white meat from broiler chickens has increased in the United States.; The United States Department of Agriculture (USDA) provides data on livestock and poultry markets and trade.; The U.S. weighted average advertised retail price for an 8 ounce pack of natural chicken breast was reported in the DMN National Retail Report-Dairy for the week of April 17 - 23, 2015.; The United States has a limited demand for chicken paws, and therefore, they are not a significant part of the domestic market.",NA
85.555152,193.183912017407,107.628760017407,2015-05-01,2015-05-01,2015-05-31,"The United States has a limited demand for chicken paws, and therefore, they are not a significant part of the domestic market.; As of 2015, the United States was expanding poultry operations to tap emerging-market demand growth.; The USDA projected total U.S. red meat and poultry production to surpass 2015 levels this year.; The average price of fresh, whole chicken in the US city average was tracked by the US Bureau of Labor Statistics as of May 19, 2015.; The USDA prohibits discrimination against its customers, employees, and applicants for employment on the bases of race, among other factors.",NA
83.990376,198.692764518882,114.702388518882,2015-06-01,2015-06-01,2015-06-30,"Cuba ranked as the fourth largest export market for U.S. broiler meat during 2012-14, with frozen chicken-leg quarters being a relatively low-cost product in demand.; In 2014, the United States exported 19% of its broiler production.; The United States broiler market was worth $1.59 billion in 2015.; The United States has a high demand for beef products, and the country considers market access requests from other countries and regions.",NA
78.4968,196.334491509052,117.837691509052,2015-07-01,2015-07-01,2015-07-31,"The United States has a high demand for beef products, and the country considers market access requests from other countries and regions.; The United States has banned conventional cages for hens in some states, such as Oregon and Washington.; The demand for organic meat is strong in the United States.; In 2014, the United States exported 19% of its broiler production.; The United States imports pork from other countries, such as Mexico, and exports pork to other countries as well.",NA
72.561232,196.029247796208,123.468015796208,2015-08-01,2015-08-01,2015-08-31,"The United States imports pork from other countries, such as Mexico, and exports pork to other countries as well.; Objective facts about the United States broiler market situation: NA; The United States broiler market is subject to market fluctuations, with both broiler price and feed price being affected by market conditions.; The demand for goat meat in major US cities is increasing, and producers can receive a price premium for their products compared to retail prices at processing plants.; The United States has national food price databases available for research purposes.; The demand for chicken in the United States is expected to increase, with consumption projected to reach 100 pounds by 2022.",NA
69.345792,194.99827757768,125.65248557768,2015-09-01,2015-09-01,2015-09-30,"The demand for chicken in the United States is expected to increase, with consumption projected to reach 100 pounds by 2022.; The United States is a significant producer of broilers, with Missouri being the number two cow-calf producing state in the nation.; The United States supplied less than two percent of South Africa's total poultry meat imports in 2014, which represented about five thousand tons of poultry.; The United States is a significant producer of broilers, with output influencing global demand and prices.; The United States broiler market is not directly mentioned in the search results. However, there is information about the feed grain market, which can be related to the broiler market.",NA
65.523248,196.538951607338,131.015703607338,2015-10-01,2015-10-01,2015-10-31,"The United States broiler market is not directly mentioned in the search results. However, there is information about the feed grain market, which can be related to the broiler market.; The Economic Research Service (ERS) calculates farm-to-wholesale and wholesale-to-retail price spreads for broilers each month.; The turkey industry withstood the spring 2015 avian influenza outbreak and is poised to bounce back and meet demand once again.; The United States broiler market is not directly mentioned in the provided search results. However, some information related to the agricultural market and trade can be found.; The avian influenza outbreak had an impact on the US broiler market, affecting demand for broiler meat.",NA
63.536568,196.985538424661,133.448970424661,2015-11-01,2015-11-01,2015-11-30,"The avian influenza outbreak had an impact on the US broiler market, affecting demand for broiler meat.; The United States government ensures food safety through agencies like the Food Safety and Inspection Service (FSIS).; The poultry market in the US grew 16 percent from 2014 to 2015.; The U.S. pork industry has faced the lowest market prices since 1972, with market pig prices dropping significantly.; The U.S. Department of Agriculture (USDA) prohibits discrimination in all its programs and activities on the basis of race, color, national origin, age, etc.; The USDA reinspects poultry products from equivalent countries that export product to the United States.",NA
64.158168,193.14616632087,128.98799832087,2015-12-01,2015-12-01,2015-12-31,"The USDA reinspects poultry products from equivalent countries that export product to the United States.; The United States is a significant market for broiler products, with a growing demand for chicken products.; The United States imports poultry products from other countries, and some of its main markets have introduced trade bans on poultry originating from US states affected by disease.; The United States remains the Philippines' largest supplier for food products, including broiler products.; The United States has lost significant market share in the global market.",NA
67.663504,192.66047089575,124.99696689575,2016-01-01,2016-01-01,2016-01-31,"The United States has lost significant market share in the global market.; As of 2014, the United States remains a mature market with increasingly growing demand for U.S. consumer-oriented products.; The export market is a significant source of income for the U.S. broiler industry.; The United States government provides official reports on the national broiler market, including live poultry slaughtered under federal inspection, through the Agricultural Marketing Service website.; According to the National Chicken Council, Americans are expected to eat 1.3 billion chicken wings during the Super Bowl weekend.",NA
67.413848,187.421060859499,120.007212859499,2016-02-01,2016-02-01,2016-02-29,"The United States has a poultry trade deficit of US$270 million, or approximately 15 per cent of local demand.; The average chicken at market weight was 2.5 pounds in the 1920s, and the U.S. population to feed was 115 million.; The United States has a growing export market for organic products, including poultry.; The United States is one of the largest players in the global food and agribusiness market, with high prices for land and labor.; The United States is a major exporter of food products, including poultry, and the implementation of the TPP will further boost demand for U.S. food exports.",NA
69.5224,188.725939044871,119.203539044871,2016-03-01,2016-03-01,2016-03-31,"The United States is a major exporter of food products, including poultry, and the implementation of the TPP will further boost demand for U.S. food exports.; The United States has around 25,000 contract chicken growers, and the demand for chicken can affect the national supply and price of chicken.; The U.S. livestock and poultry market data is available, and estimates of price elasticity of supply and demand have been reported.; The National Pork Board reports that Easter ranks as one of the top holidays for pork consumption, which could help pork prices in the coming months.; The United States is one of the main exporters of broiler meat to Chile.",NA
74.143808,192.131098067108,117.987290067108,2016-04-01,2016-04-01,2016-04-30,"The United States is one of the main exporters of broiler meat to Chile.; The United States is a significant producer of cheese, with only the European Union-27 producing more cheese.; The U.S. broiler market is a significant consumer of DDGS (dried distiller's grains with solubles), a feed ingredient produced from ethanol plants.; The demand for specialty grain to feed dairy cows, hogs, and egg-laying hens is increasing in the United States, with demand getting further away from supply every year.; The US broiler industry is a significant player in the global market, and poultry farmers in the US are, on average, richer than most farmers in America, according to a study by the National Chicken Council (NCC).",NA
77.452248,189.806227783356,112.353979783356,2016-05-01,2016-05-01,2016-05-31,"The US broiler industry is a significant player in the global market, and poultry farmers in the US are, on average, richer than most farmers in America, according to a study by the National Chicken Council (NCC).; The United States broiler market is affected by feed cost in livestock and poultry production.; The majority of chicken available in stores today comes from flocks that grow to market weight in about 48 days on average.; The United States broiler market is not directly mentioned in the search results. However, some related information can be found, such as the US pet food market share .; The United States broiler market imports primarily from Brazil and the United States, with an expected import of 75 metric tons of U.S. poultry in 2016.; The United States government's purchases of dairy products have fallen to zero in recent years, and there is anticipation of further growth in the domestic market.",NA
76.892064,191.54746778014,114.65540378014,2016-06-01,2016-06-01,2016-06-30,"The United States government's purchases of dairy products have fallen to zero in recent years, and there is anticipation of further growth in the domestic market.; The United States farm policy has encouraged overproduction of commodity grain, which may have an impact on the broiler market.; The United States Department of Agriculture (USDA) provides weekly reports on retail commodity prices, including those related to the broiler market.; The annual cost in the United States of antibiotic-resistant infections is significant, and the use of antibiotics in poultry is responding to market demand.",NA
75.725144,189.916101395763,114.190957395763,2016-07-01,2016-07-01,2016-07-31,"Brazil's poultry industry is a leader in the US poultry market, and JBS is one of the leaders in the US poultry market.; The demand for cooked poultry meat is increasing in the United States.; The demand for chicken in the U.S. shows no signs of slowing down as consumers anticipate eating more chicken over the next 12 months.; Objective facts about the United States broiler market situation: 
The demand for broiler meat is influenced by market price, and price rigidities can occur in the presence of shocks.",NA
74.015496,191.13384253491,117.11834653491,2016-08-01,2016-08-01,2016-08-31,"The world consumption of broilers in 2013 was 94 million tonnes carcass weight.; The United States has a large poultry industry, with large poultry farms containing more than 500,000 broiler chickens.; The United States has a significant broiler industry, with broiler chicken grain-consuming animal units being a notable sector.; The United States Government is considering allowing imports of poultry products.; The United States is a significant player in the global poultry market, with the country being one of the top producers in the world, along with Brazil and the EU.",NA
75.927792,190.822404856261,114.894612856262,2016-09-01,2016-09-01,2016-09-30,"The United States is a significant player in the global poultry market, with the country being one of the top producers in the world, along with Brazil and the EU.; The dominance of the US export market means that the price of corn within the country usually sets the global price for the commodity.; The U.S. broiler chicken market is affected by China's excessive market price support for rice, wheat, and corn, which inflates Chinese prices and impacts U.S. exports.; The United States has 15,904 certified organic operations, according to the Organic Integrity Database.; The United States broiler market has faced issues with prices, with some claims of overcharging consumers.",NA
74.094032,189.309080813747,115.215048813747,2016-10-01,2016-10-01,2016-10-31,"The United States broiler market has faced issues with prices, with some claims of overcharging consumers.; The National Institute of Food and Agriculture (NIFA) partners with colleges of agriculture at land-grant universities in 50 states and eight U.S. territories.; As of October 2016, the futures market was optimistic on prices, and Iowa State University calculations put the breakeven live price for broilers at a certain level.; The United States is home to one of the largest national layer flocks in the world, with 288 million laying hens.; As of 2016, U.S. chicken consumption remains high, with 2016 consumption at an all-time high.; The United States industry produces over 53 billion pounds live weight of broiler products.",NA
74.890264,189.40551288703,114.51524888703,2016-11-01,2016-11-01,2016-11-30,"The United States industry produces over 53 billion pounds live weight of broiler products.; U.S. broiler meat exports are projected to increase about 12 percent over the next decade, due in part to rising demand in price-sensitive developing countries.; The market price of broilers in the United States was affected by the price of corn, as shown by data from the U.S. Department of Agriculture (USDA) National Agricultural Statistics Service (NASS) in 2014.; As of 2016, the farm price of broilers in the southern states has decreased, and relatively cheaper feed prices have contributed to an increase in broiler production.; The U.S. Department of Agriculture projects that to meet demand, the broiler market will need to increase production.",NA
76.695904,183.831393951005,107.135489951005,2016-12-01,2016-12-01,2016-12-31,"The U.S. Department of Agriculture projects that to meet demand, the broiler market will need to increase production.; The demand for U.S. broiler products is critical, and export markets may be a significant place to move products.; The top ten U.S. HVFBP (High-Value Food and Beverage Products) exported to Chile in 2016 were: dairy products, prepared foods, beer, beef, poultry, pork, condiments and sauces, almonds, and processed.; The National Chicken Council states that in 2016, approximately 35 companies were involved in the business of raising, processing, and marketing chicken on a large scale in the United States.; The broiler industry in the United States has data on the market, and producers in this industry have a significant impact on the wholesale price of national brands.",NA
77.333424,186.066406798929,108.732982798929,2017-01-01,2017-01-01,2017-01-31,"The broiler industry in the United States has data on the market, and producers in this industry have a significant impact on the wholesale price of national brands.; The United States surpassed Japan in 2012 in the food processing ingredients market, with a rising market price of $12.3 million, up 11 percent.; The United States broiler market is a significant sector in the country's agricultural industry, with livestock and poultry accounting for over half of U.S. agricultural cash receipts, exceeding $182 billion in 2012.; The United States Department of Agriculture's (USDA) Agricultural Marketing Service (AMS) is amending the organic livestock and poultry production rules, specifying the amount of space required indoors for chicken broilers and layers, and prohibiting forced molting.; The national broiler flock in the United States eats about 27.5 billion pounds of chicken meat produced in the country.; The United States is expected to lose some global market share due to increased global competition.",NA
77.599792,187.159264948333,109.559472948333,2017-02-01,2017-02-01,2017-02-28,"The United States is expected to lose some global market share due to increased global competition.; The United States has seen a growing demand for organic poultry, leading to higher prices due to high demand from the expanding organic dairy and poultry sectors.; The U.S. livestock market, including poultry, grew 3% on a normalized basis, with growth in cattle and poultry offset by declines in swine.; The demand for U.S. foods can push food prices up in Canada, and marketing and distribution costs are generally higher in Canada than in the United States.; The United States has countervailing duty investigations of imports of chicken broiler products from the United States, imposed by China on September 26, 2010, and August 30, 2010.",NA
83.396312,187.817986732238,104.421674732238,2017-03-01,2017-03-01,2017-03-31,"The United States has countervailing duty investigations of imports of chicken broiler products from the United States, imposed by China on September 26, 2010, and August 30, 2010.; The United States is a significant player in the global poultry market, with domestic production meeting about 90 percent of demand.; The United States has a large domestic market for broiler, with a national broiler flock of 3.5 billion.; The Chinese market has pulled Brazilian beef and poultry from their shelves due to a deepening scandal over food safety, which may impact the global poultry market.; The United States has a significant poultry industry, with the poultry, swine, dairy, and beef industries being the principal sectors of U.S. animal agriculture.",NA
88.804808,188.652272009137,99.8474640091372,2017-04-01,2017-04-01,2017-04-30,"The United States has a significant poultry industry, with the poultry, swine, dairy, and beef industries being the principal sectors of U.S. animal agriculture.; The national beef consumption volume fell at 2.3% per year, and the grassfed beef market is price-sensitive.; The United States has a significant poultry industry, with a focus on both egg and poultry meat production.; The National Shell Egg Index Price Report provides prices received for corn by month in the United States.; The United States is a large supplier of soybeans to world markets, and corn is the key energy source for poultry feed in the US.",NA
94.475288,187.694182381629,93.218894381629,2017-05-01,2017-05-01,2017-05-31,"The competitive price of DDGS (Distiller's Dried Grains with Solubles) will spur further sales as it is an excellent, nutrient-rich feed ingredient in livestock and poultry feed rations.; The top five broiler-producing states in the nation play a significant role in the supply and demand of broilers in the United States.; The United States Department of Agriculture's Foreign Agricultural Service (USDA-FAS) provides data on world corn production, which can impact the broiler market.; The U.S. poultry meat exports hold over 35 percent market share in Ghana.; The U.S. broiler market is affected by various factors such as market and production conditions, commodity prices, currency exchange rates, and consumer demand.",NA
98.229936,186.784396497238,88.5544604972381,2017-06-01,2017-06-01,2017-06-30,"The U.S. broiler market is affected by various factors such as market and production conditions, commodity prices, currency exchange rates, and consumer demand.; The United States broiler market is affected by various factors such as trade policies, consumer preferences, and grain prices. Cheap grain and strong demand for meat have generally helped increase operating margins for producers of chicken.; Half of U.S. shoppers (51 percent) buy organic foods, and U.S. sales of organic chicken reached $46 million in 2003.; The United States Department of Agriculture (USDA) has standards for the National Poultry Improvement Plan, which Aviagen's new veterinary diagnostic lab in Tennessee meets.; The largest meat producer in the US is Tyson Foods, with a market share of 21% in poultry processing.",NA
99.144464,186.315469450375,87.1710054503747,2017-07-01,2017-07-01,2017-07-31,"The largest meat producer in the US is Tyson Foods, with a market share of 21% in poultry processing.; The United States broiler market is growing due to broiler consumption and population growth.; The United States Department of Agriculture (USDA) is establishing a national mandatory bioengineered food disclosure standard.; The United States is a significant player in the global poultry market, with a large demand for low-cost meat driving the growth of intensive farms.; The National Chicken Council is involved in enhancing economic opportunities for US farmers and ranchers, and conducts safety and health inspections on meat and poultry products.; The demand for broiler meat is increasing in the United States.",NA
94.68312,188.564348518199,93.8812285181986,2017-08-01,2017-08-01,2017-08-31,"The demand for broiler meat is increasing in the United States.; The United States has a significant agricultural industry, with New York being a major agricultural state, ranking in the top ten in production of 30 commodities.; The majority of production industries in the United States are in the poultry sectors, with the majority in the broiler sector.; The United States broiler market is not directly mentioned in the provided search results. However, there are some related information about the meat industry in the United States.; The United States is a significant player in the global meat export market, and agricultural exports are important to both farmers and the U.S. economy.",NA
86.02968,187.421600321248,101.391920321248,2017-09-01,2017-09-01,2017-09-30,"The United States is a significant player in the global meat export market, and agricultural exports are important to both farmers and the U.S. economy.; The US broiler market is experiencing strong consumer demand for chicken, leading to investments in new chicken plants, such as Tyson Foods' $320M investment in Kansas.; The United States livestock groups, including the National Cattlemen's Beef Association (NCBA), North American Meat Institute, and American Farm Bureau Federation, are seeking a waiver from trucking rules.; In 2016, imports from the United States for broiler meat represented nearly 92 percent of the market.; The U.S. poultry and egg industry had record egg prices in 2015.",NA
78.9474,187.428896084381,108.481496084381,2017-10-01,2017-10-01,2017-10-31,"The U.S. poultry and egg industry had record egg prices in 2015.; The U.S. farm income outlook for 2017 suggests that broiler prices are vulnerable to any weakness in demand.; The United States broiler market is facing growing demand.; The U.S. Department of Agriculture's (USDA) forecast for broiler production in 2018 is for a nearly 2 percent or so gain over 2017.; The National Chicken Council reported that the trend of antibiotic-free (ABF) poultry production is driven by consumer demand and marketing strategies.; The United States broiler market is part of the larger U.S. livestock, poultry, and aquaculture production industry, which is documented by the National Agricultural Statistics Service (NASS) of the U.S. Department of Agriculture (USDA).",NA
76.54128,187.147795618612,110.606515618612,2017-11-01,2017-11-01,2017-11-30,"The United States broiler market is part of the larger U.S. livestock, poultry, and aquaculture production industry, which is documented by the National Agricultural Statistics Service (NASS) of the U.S. Department of Agriculture (USDA).; The National Broiler Marketing Association (NBMA) was formed in 1970 to counteract economic depression in the chicken-processing industry.; The demand for goat meat continues to increase in the United States each year, driven by a growing base of ethnic consumers.; The United States broiler market is dominated by a few large companies, with the defendant companies controlling 90 percent of the market.; The 2014-2015 Highly Pathogenic Avian Influenza outbreak led to trade restrictions on U.S. poultry exports, decreasing demand and resulting in lower prices for broiler meat.",NA
79.249072,189.726883915999,110.477811915999,2017-12-01,2017-12-01,2017-12-31,"The 2014-2015 Highly Pathogenic Avian Influenza outbreak led to trade restrictions on U.S. poultry exports, decreasing demand and resulting in lower prices for broiler meat.; The United States imported $923.4 billion in food and beverage products in 2016, making it one of the largest markets in the world.; The U.S. poultry exports skyrocketed in 2001, accounting for nearly 20 percent of U.S. production, amounting to over 2 billion dollars.; The United States Department of Agriculture reports record productivity for U.S. hog producers, indicating a growing pork industry.; The demand for poultry meat in the US has been growing rapidly over the past 50 years, driven by fast-growing demand.",NA
79.371936,181.710860910118,102.338924910118,2018-01-01,2018-01-01,2018-01-31,"The United States is the largest exporter of poultry to Mexico, which is a significant market for U.S. poultry.; The United States is experiencing a livestock and poultry boom due to cheap grain, with five consecutive years of bumper crops pushing down corn and soybean prices, making animal feed cheaper.; The weekly consumption of chicken in the United States has 88 percent penetration, according to Chicago-based Mintel International's Poultry U.S.; The U.S. Department of Agriculture predicts that Americans will eat a record amount of beef, pork, and poultry in 2018.; The United States is a major supplier of chicken meat for the domestic and international markets, with Georgia being one of the top poultry producing states.",NA
80.867624,186.051022709124,105.183398709124,2018-02-01,2018-02-01,2018-02-28,"The United States is a major supplier of chicken meat for the domestic and international markets, with Georgia being one of the top poultry producing states.; The state of Georgia had an estimated broiler production of nearly 1.4 billion birds in 2016, according to the USDA's National Agricultural Statistical Service.; The United States produces a record 222.8 pounds of meat and poultry per person per year.; The demand for dressed, ready-to-cook, and processed poultry products is increasing in the United States market.; The largest poultry and meat processor in the U.S. is Tyson Foods.",NA
83.336552,186.711870353977,103.375318353977,2018-03-01,2018-03-01,2018-03-31,"The largest poultry and meat processor in the U.S. is Tyson Foods.; The United States held 89 percent of the market share of imported broilers in Mexico in 2017, while Canada followed at 11 percent.; The United States broiler chicken ranking is available, but no specific data is provided.; The United States is not the largest market for broilers, and the provided information does not give a clear picture of the current situation in the US broiler market.; The U.S. attestation that imported beef or poultry products are obtained from animals that have not been fed animal protein is a requirement for market entry in Saudi Arabia.",NA
85.095656,189.987831001879,104.892175001879,2018-04-01,2018-04-01,2018-04-30,"The U.S. attestation that imported beef or poultry products are obtained from animals that have not been fed animal protein is a requirement for market entry in Saudi Arabia.; The United States is a major player in the global poultry market, and trade restrictions can impact poultry supplies and prices.; The United States is a major exporter of beef, and the global demand for beef is driving an increase in world beef trade.; The United States raises and slaughters approximately 8 billion broiler chickens each year, making up the majority of farm animals raised for food in the country.; The United States broiler market is estimated to produce 22 million tonnes of poultry meat in 2018, a 2.4% increase from 2016, driven by strong domestic and international demand.; The United States consumes a significant amount of pork, with the National Pork Board being a USDA marketing group.",NA
87.028808,189.228647249475,102.199839249475,2018-05-01,2018-05-01,2018-05-31,"The United States consumes a significant amount of pork, with the National Pork Board being a USDA marketing group.; The USDA provides timely information on agricultural and food markets in the United States and abroad.; The United States broiler market has moderate expansion driven by foreign demand.; The United States has a large poultry industry, with over 30 million chickens trucked to poultry plants across the US every day.; The demand for organic soy and corn is high in the United States, with organic farmers making two to three times what they might make on a bushel of conventional grain.",NA
87.67996,188.417319811687,100.737359811687,2018-06-01,2018-06-01,2018-06-30,"The demand for organic soy and corn is high in the United States, with organic farmers making two to three times what they might make on a bushel of conventional grain.; The United States and Brazil occupy 62.4% of the world poultry meat market.; The US livestock and poultry markets are achieving maximal market penetration for DDGS (dried distillers grains with solubles) use, with an increasing proportion of DDGS production being exported.; The United States is a significant player in the global poultry market, with a growing demand for organically grown poultry.; The United States is one of the world's most open markets, with strong demand for quality products.",NA
85.573256,189.195323858573,103.622067858573,2018-07-01,2018-07-01,2018-07-31,"The United States is one of the world's most open markets, with strong demand for quality products.; The United States is still well-positioned to resume poultry exports to China if China lifts its ban.; The demand for meat in the U.S. is rising, but the demand for organic meat and poultry is not increasing at the same rate.; The National Chicken Council's broiler guideline has been certified, which includes increasing record-keeping and corrective action requirements both in the hatchery and on the farm, increasing oversight of chick welfare at the hatchery, and adding more auditing and reporting requirements.; The US National Chicken Council represents approximately 95% of broiler chickens raised in the United States.; The U.S. livestock sector, which includes poultry, contributes about 4 percent to total U.S. GHG emissions.",NA
76.355584,188.406947958964,112.051363958964,2018-08-01,2018-08-01,2018-08-31,"The U.S. livestock sector, which includes poultry, contributes about 4 percent to total U.S. GHG emissions.; The United States has opened up its poultry market to Morocco, allowing U.S. poultry to enter the Moroccan market.; The national composite broiler prices for 2018 are projected by USDA. Mexico is the largest market for U.S. broilers.; The national average negotiated carcass price on USDA's Friday afternoon report was falling like a rock during the last two months.; The USDA-World Agricultural Outlook Board (WAOB) publishes U.S. turkey production and trade data.",NA
73.171008,186.400159248981,113.229151248981,2018-09-01,2018-09-01,2018-09-30,"The USDA-World Agricultural Outlook Board (WAOB) publishes U.S. turkey production and trade data.; The United States is a significant player in the global poultry market, with a large demand for broiler products.; The United States is the main source for white corn imports in Guatemala, and Guatemala opens WTO quotas as a safeguard for the food industry to access white corn at a convenient price.; The penetration of chicken in U.S. households is at 93 percent.; The National Chicken Council reports on per capita consumption of chicken in the United States.",NA
71.343048,188.914593625299,117.571545625299,2018-10-01,2018-10-01,2018-10-31,"The top four U.S. poultry companies together controlled more than 60 percent of the broiler market in 2022, up from 17 percent in 1977.; The United States is a significant player in the global poultry market, with companies responding to consumer demand for specialty chicken products.; The United States is expected to be one of the top contributors to incremental demand for poultry to 2025, along with China and India.; The broiler industry is a major industry in several U.S. states.; The USDA prohibits discrimination in all its programs and activities on the basis of race, color, national origin, gender, etc.",NA
69.9982,185.326153165534,115.327953165534,2018-11-01,2018-11-01,2018-11-30,"The USDA prohibits discrimination in all its programs and activities on the basis of race, color, national origin, gender, etc.; The U.S. Department of Agriculture (USDA) and the National Renderers Association (NRA) co-sponsored an Emergency Rendering Workshop in Riverdale, MD, in July 2017.; The United States is a significant player in the global poultry industry, with 81% of Indonesian poultry having genetic stock that originated from the United States.; The United States Department of Agriculture publishes reports on livestock, poultry, and grain market news, which includes information on demand, offerings, and prices.; The United States is a major importer of corn for livestock feed, including poultry.","Whole broiler/fryer prices are steady, and retail demand is light to moderate. Supplies of all sizes are light to moderate.; The market activity is seasonally slow to moderate, and retail demand is light to moderate.; Whole broiler/fryer prices are steady to instances firm, with 3 lb. and heavier sizes strongest. Supplies of all sizes are light to moderate, with some increase in supplies noted.; Whole broiler/fryer prices are mixed, and retail demand is light to moderate.; The whole broiler/fryer prices are mixed, and supplies of all sizes are light to moderate. Retail and food service demand is light to moderate.; Whole broiler/fryer prices are mostly steady to instances firm. Retail demand is light to moderate at best.; The National Composite Weighted Average for 11/23/18 is 87.07 compared to 87.75 a week earlier, and 86.13 a year ago.; Wholesale broiler/fryer prices are generally steady, and retail demand is light to moderate following the holiday. Supplies of all sizes are light to moderate.; The current whole broiler/fryer prices are steady, and retail demand is light to moderate.; Whole broiler/fryer prices are steady to instances firm with heavier sizes strongest. Offerings of all sizes are light to moderate.; Whole broiler/fryer prices are steady to instances firm, with 3 lb. and heavier sizes strongest. Supplies of all sizes are light to moderate, with some increase in supplies noted. Retail and food service demand is light to moderate.; Whole broiler/fryer prices are mixed, and retail demand is light to moderate.; The current broiler market is characterized by mixed whole broiler/fryer prices, light to moderate supplies, and light to moderate retail and food service demand. Floor stocks are adequate to sometimes heavier than desired.; Whole broiler/fryer prices are mostly steady to instances firm, and retail demand is light to moderate at best.; The National Composite Weighted Average for 11/23/18 is 87.07 compared to 87.75 a week earlier, and 86.13 a year ago.; Whole broiler/fryer prices are generally steady. Retail demand is light to moderate following the holiday."
