Month,Exports,Imports,OT,start_date,date,end_date,report_fact,search_fact,search_fact_summary_gpt_5_2
April 2016,118712.7,173964.0,-55251.4,2016-04-01,2016-04-01,2016-04-30,"The U.S. international trade deficit was $37.4 billion in April 2016, up $1.9 billion from $35.5 billion in March, revised.","The U.S. economy's real GDP increased 1.4% in the fourth quarter, and the first-quarter advance estimate is 1.4% as well.; The US infant mortality rate (IMR) ranked 51st internationally in 2013, despite having a higher GDP per capita than many other countries.; The U.S. household food insecurity rate declined from 14.0% in 2014 to 12.7% in 2015.; The USITC released a report on the likely impact of the Trans-Pacific Partnership Agreement on the U.S. economy and specific industry sectors.; The U.S. marine economy contributes significantly to the country's economic growth.","U.S. real GDP growth was roughly 1.4% in both Q4 and the Q1 advance estimate, providing a near-term indicator of overall demand conditions that can influence import volumes. The USITC issued a report on the likely impacts of the Trans-Pacific Partnership on the U.S. economy and specific industries, including potential implications for sector-level trade flows."
May 2016,119616.3,183394.3,-63778.0,2016-05-01,2016-05-01,2016-05-31,"The U.S. goods and services deficit was $41.1 billion in May, up $3.8 billion from $37.4 billion in April. Exports decreased $0.3 billion to $182.4 billion, while imports increased $3.4 billion to $223.5 billion.","The U.S. coffee industry has a significant impact on the economy, according to research.; The United States has a large body of economic research documenting that it can be expensive to be poor, with low-income consumers paying more for goods and services.; The U.S. Census Bureau releases economic data, including Economy Wide Statistics Division.; The Federal Reserve conducts the nation's monetary policy to promote maximum employment, stable prices, and moderate long-term interest rates in the U.S. economy.","The provided items contain no month-specific facts on U.S. exports, imports, trade-related prices, exchange rates, tariffs, logistics, or partner-country demand; they mainly reference general research topics (coffee industry and poverty costs) and the roles of the U.S. Census Bureau and the Federal Reserve. No quantitative indicators or event details relevant to forecasting the U.S. international trade balance over the next 1–7 months are included."
June 2016,125098.5,188539.3,-63440.8,2016-06-01,2016-06-01,2016-06-30,"The goods and services deficit was $44.5 billion in June, up $3.6 billion from May, revised.; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $63.3 billion in June, up $2.2 billion from $61.1 billion in May. Exports of goods for June were $120.2 billion, $1.1 billion more than May exports. Imports of goods for June were $183.5 billion, $3.3 billion more than May imports.","The U.S. economy has grown slowly but steadily over the six years since 2009.; The Advance Economic Indicators Report provides advance statistics for U.S. International Trade in Goods, domestic retail inventories, and domestic wholesale inventories.; Health care costs affect the economy, the federal budget, and virtually every American family's financial well-being.; The Department of Commerce offers programs to support small businesses in Washington State, including education and training .; The EU27 accounts for around 14% of the world's trade in goods, and the EU, China, and the United States are the three largest global traders.","An advance Commerce Department report released advance statistics for U.S. international trade in goods along with domestic retail and wholesale inventories, providing early signals on near-term goods import and export trends. The EU (27 countries) accounts for roughly 14% of global goods trade and, along with China and the United States, is among the three largest global traders, underscoring the importance of trade flows with these major partners for the U.S. trade balance."
July 2016,115805.0,181779.4,-65974.4,2016-07-01,2016-07-01,2016-07-31,"The U.S. international trade deficit decreased by $5.2 billion to $39.5 billion in July 2016. Exports increased by $3.4 billion to $186.3 billion, while imports decreased by $1.8 billion to $225.8 billion.; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $59.3 billion in July, down $5.2 billion from $64.5 billion in June. Exports of goods for July were $122.8 billion, $2.9 billion more than June exports. Imports of goods for July were $182.1 billion, $2.4 billion less than June imports.","The economic costs of mental disorders are estimated to be $2.5 trillion, with indirect costs ($1.7 trillion) higher than direct costs ($0.8 trillion).; The United States is a great economic power, with service industries making up the largest part of the economy, including finance, health care, education, and tourism.; The U.S. has a vast number of trade agreements governing imports and exports, and the country benefits from its ocean economy, with exports to imports, production jobs, and tourism generating economic value.; The United States has experienced a decline in manufacturing jobs over the past 15 years, according to a report from the University of Nebraska-Lincoln.","Services dominate the U.S. economy (including finance, health care, education, and tourism), and the country’s trade agreements and ocean economy support both goods trade flows and services exports such as tourism. A reported long-term decline in U.S. manufacturing jobs and large indirect economic costs from mental disorders are noted as broader factors that could influence production capacity and economic activity relevant to trade flows."
August 2016,122657.9,193986.7,-71328.8,2016-08-01,2016-08-01,2016-08-31,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. Census Bureau and the U.S. Bureau of Economic Analysis announced that the goods and services deficit was $40.7 billion in August, up $1.2 billion from $39.5 billion in July. Exports were $187.9 billion, $1.5 billion more than July exports, while imports were $228.6 billion, $2.6 billion more than July imports.; Objective Facts:**

* The international trade deficit was $58.4 billion in August, down $0.4 billion from $58.8 billion in July.
* Exports of goods for August were $124.6 billion, $0.9 billion more than July exports.
* Imports of goods for August were $183.0 billion, $0.5 billion more than July imports.
* Wholesale inventories for August were estimated at an end-of-month level of $589.3 billion, down 0.1 percent from July 2016.
* Retail inventories for August were estimated at an end-of-month level of $605.2 billion, up 0.5 percent from July 2016.



**","The United States and China reaffirmed their G-20 exchange rate commitments, including refraining from competitive devaluations and not targeting exchange rates for competitive purposes.; The Clean Air Act has cut pollution as the U.S. economy has grown over the past 45 years.; Median household income in the United States was $56,516 in 2015, an increase in real terms of 5.2 percent from the 2014 median of $53,718.; China's growing global influence could be negatively impacted by a protracted and escalating trade conflict with the United States.","The United States and China reaffirmed G‑20 commitments to avoid competitive devaluations and not target exchange rates for trade advantage, while reports highlighted risks that a prolonged U.S.–China trade conflict could harm China’s global influence. U.S. median household income rose by roughly 5% in 2015, indicating stronger consumer purchasing power that can affect demand for imports."
September 2016,124482.7,185985.6,-61502.9,2016-09-01,2016-09-01,2016-09-30,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. international trade deficit decreased by $4.0 billion to $36.4 billion in September 2016, with exports increasing by $1.0 billion to $189.2 billion and imports decreasing by $3.0 billion to $225.6 billion. The goods deficit decreased by $2.6 billion to $57.5 billion, while the services surplus increased by $1.4 billion to $21.1 billion.; The international trade deficit was $56.1 billion in September, down $3.1 billion from $59.1 billion in August. Exports of goods for September were $125.6 billion, $1.1 billion more than August exports. Imports of goods for September were $181.7 billion, $2.0 billion less than August imports.","The U.S. agriculture sector contributes more than $300 billion to the economy.; The U.S. economy is in the midst of the most lackluster economic recovery in modern American history, with eight years of economic stagnation.; The United States policy towards Cuba aims to create economic opportunities for the Cuban people and promote respect for human rights.; The USDA Economic Research Service provides data and analysis on the economics of food, farming, natural resources, and rural America.; The U.S. economy's GDP growth was boosted in the third quarter of 2016, with real GDP growth contributing positively after subtracting from it in the prior five quarters.","Real GDP growth turned positive in Q3 2016 after detracting in the prior five quarters, while the broader recovery was described as weak and stagnant. U.S. agriculture was cited as contributing over $300 billion to the economy, and U.S. policy toward Cuba emphasized expanding economic opportunities, implying potential changes in bilateral trade conditions."
October 2016,128525.3,191999.7,-63474.4,2016-10-01,2016-10-01,2016-10-31,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. international trade deficit increased by $6.4 billion to $42.6 billion in October 2016. Exports decreased by $3.4 billion to $186.4 billion, while imports increased by $3.0 billion to $229.0 billion. The goods deficit increased by $6.3 billion to $63.4 billion, while the services surplus decreased by $0.1 billion to $20.8 billion.; Objective facts about the Monthly international trade balance of U.S. situation**

* The international trade deficit was $62.0 billion in October, up $5.5 billion from $56.5 billion in September.
* Exports of goods for October were $122.1 billion, $3.4 billion less than September exports.
* Imports of goods for October were $184.1 billion, $2.1 billion more than September imports.


**","The United States is the world's largest economy and second largest GHG emitter, playing an important role in the global response to climate change.; The Empire State Development is New York state's department of economic development tasked with creating business investment and job growth.; The U.S. unemployment rate declined to 4.6 percent in November 2016 .; The United States government collects data on the economy through the Census Bureau, which measures America's people, places, and economy.","No month-specific information on U.S. imports, exports, trade policy, exchange rates, commodity prices, or trading-partner demand is provided; the only potentially trade-relevant data point is that the U.S. unemployment rate was about 4.6% in November 2016. Other items (U.S. role in climate change response, New York State economic development agency description, and Census Bureau data-collection role) do not contain facts directly usable for near-term U.S. international trade balance forecasting."
November 2016,122999.2,191156.7,-68157.4,2016-11-01,2016-11-01,2016-11-30,"Objective facts about the Monthly international trade balance of U.S. situation**

* The U.S. goods and services deficit was $45.2 billion in November 2016, up $2.9 billion from $42.4 billion in October, revised. 
* Exports of goods decreased $0.7 billion to $122.4 billion in November, while exports of services increased $0.3 billion to $63.5 billion. 
* Imports of goods increased $2.7 billion to $189.0 billion in November, while imports of services decreased $0.3 billion to $42.1 billion. 

**; Objective facts about the Monthly international trade balance of U.S. situation**

* The international trade deficit was $65.3 billion in November, up $3.4 billion from $61.9 billion in October. 
* Exports of goods for November were $121.7 billion, $1.2 billion less than October exports. 
* Imports of goods for November were $187.0 billion, $2.2 billion more than October imports. 

**","The lack of sleep among the U.S. working population is costing the economy up to $411 billion a year.; The United States has been the world's biggest economy, accounting for over 24% of the world's gross domestic product (GDP) in 2016.; The economy has added 14.8 million jobs over 74 months, the longest streak of total job growth on record.; The White House released a report on Artificial Intelligence, Automation, and the Economy in 2016, highlighting the need to ready the United States for a future where AI plays a growing role.","Record-length U.S. job growth and continued status as the world’s largest economy point to solid domestic demand, potentially affecting near-term import volumes. A White House report highlighting rising adoption of AI and automation signals ongoing shifts in production and competitiveness that could influence trade flows."
December 2016,126614.4,183716.5,-57102.1,2016-12-01,2016-12-01,2016-12-31,"The Monthly international trade balance of the U.S. was $44.3 billion in December 2016, a decrease of $1.5 billion from November 2016.; Objective facts about the Monthly international trade balance of U.S. situation:
The international trade deficit was $65.0 billion in December, down $0.3 billion from $65.3 billion in November. Exports of goods for December were $125.5 billion, $3.7 billion more than November exports. Imports of goods for December were $190.5 billion, $3.4 billion more than November imports.","The U.S. economy continued to grow strongly in 2006 despite a withdrawal of monetary stimulus and high oil prices.; The U.S. economy added 156,000 jobs in December, extending the longest streak of total job growth on record, with U.S. businesses adding 15.8 million jobs over the past eight years.; The US-China trade relationship supports roughly 2.6 million jobs in the United States.; Nearly a thousand Certified LGBTBE® suppliers have created over 33,000 jobs in the United States.; The United States' economy currently accounts for 18% of GDP, with a projected sharp rise in healthcare expenditures.","Strong U.S. economic growth in 2006 persisted despite tighter monetary conditions and high oil prices, alongside continued job gains with about 156,000 jobs added in December and a long-running expansion in employment. The U.S.–China trade relationship was described as supporting roughly 2.6 million U.S. jobs, while the U.S. share of global GDP was cited at about one-fifth with healthcare spending projected to rise sharply."
January 2015,120872.4,181220.3,-60347.9,2015-01-01,2015-01-01,2015-01-31,"The goods and services deficit was $41.8 billion in January, down $3.8 billion from $45.6 billion in December.","The United States is the world's largest national economy and leading global trader.; The U.S. economy is focused on advancing a strong, innovative, and growing economy in an open international economic system that promotes opportunity and prosperity.; The US has the potential to become a major player in the offshore wind industry, with a report from the National Renewable Energy Laboratory (NREL) highlighting the economic development impacts of offshore wind jobs.; The US economy is recovering from the Great Recession at an increasing pace, growing at an annual rate of 2.8 percent over the past two years.","U.S. economic growth has been running at roughly a 3% annual pace over the past two years alongside an emphasis on maintaining an open international economic system that supports trade. A federal lab report highlights potential expansion of the U.S. offshore wind industry and related job growth, implying increased activity in a sector reliant on internationally traded energy equipment and components."
February 2015,118233.7,162949.7,-44716.0,2015-02-01,2015-02-01,2015-02-28,"The U.S. international trade deficit decreased by $7.2 billion to $35.4 billion in February 2015, with exports decreasing by $3.0 billion and imports decreasing by $10.2 billion. The goods deficit decreased by $7.4 billion to $55.2 billion, and the services surplus decreased by $0.1 billion to $19.7 billion.","The economic burden of depression in the United States was estimated at $83.1 billion.; The U.S. population is projected to grow more slowly in future decades than in the recent past, with fertility rates expected to continue declining.; The growing importance of data in the economy is hard to dispute, with higher paying jobs emerging as a result.; The Census of Agriculture is the most complete account of U.S. farms and ranches and the people who operate them.; The United States economy benefits from international students and their families, with a significant economic impact.","Slower projected U.S. population growth tied to declining fertility rates suggests a moderating path for labor-force and consumer-demand growth. International students and their families are described as providing a significant economic boost to the U.S. economy, while Census of Agriculture coverage of U.S. farm and ranch activity points to a key data source for tracking agricultural production relevant to goods trade."
March 2015,133668.8,198235.3,-64566.5,2015-03-01,2015-03-01,2015-03-31,"Objective facts about the Monthly international trade balance of U.S. situation**

* The goods and services deficit was $51.4 billion in March, up $15.5 billion from February. 
* Exports were $187.8 billion, $1.6 billion more than February exports. 
* Imports were $239.2 billion, $17.1 billion more than February imports. 
* The average goods and services deficit increased $1.9 billion to $43.3 billion for the three months ending in March. 

**","The U.S. Bureau of Economic Analysis (BEA) estimates the value of land in the United States.; The U.S. Economic Development Administration (EDA) is the only federal government agency focused exclusively on economic development.; The U.S. economy has experienced slow growth in gross domestic product (GDP) and a declining labor force participation rate over the past 6 years.; The U.S. energy-related carbon dioxide emissions increased in the past two years, but the energy intensity of the U.S. economy has generally improved in the past decade.","The provided items focus on U.S. land valuation, the role of the Economic Development Administration, broad trends of slow GDP growth with declining labor force participation, and higher energy-related CO₂ emissions alongside improved long-run energy intensity. None of the items include specific information on U.S. exports/imports, trade policy, exchange rates, or sectoral trade flows that would directly inform near-term (1–7 month) U.S. international trade balance forecasting."
April 2015,128499.6,190066.4,-61566.7,2015-04-01,2015-04-01,2015-04-30,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. Census Bureau and the U.S. Bureau of Economic Analysis announced that the goods and services deficit was $40.9 billion in April, down $9.7 billion from $50.6 billion in March, revised.","The United States has lower trade barriers compared to the average across 40 other countries, including most advanced economies and large emerging markets.; The New Jersey Economic Development Authority (NJEDA) aims to grow the state's economy and increase equitable access to opportunity.; The United States experiences a significant economic burden from foodborne illnesses, with 1 in 6 people getting sick each year.; The U.S. recycling industry has a significant economic impact, with nearly $117 billion in economic activity and 1.17 million jobs in 2021.; The Joint Economic Committee (JEC) was created when Congress passed the Employment Act of 1946 to promote maximum employment, production, and purchasing power.","The United States maintains comparatively lower trade barriers than the average across about 40 other countries, including most advanced economies and large emerging markets. The U.S. recycling industry represents roughly $117 billion in economic activity and about 1.2 million jobs, indicating sizable domestic production activity linked to material inputs and outputs relevant to goods trade flows."
May 2015,128206.3,186571.1,-58364.8,2015-05-01,2015-05-01,2015-05-31,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. Census Bureau and the U.S. Bureau of Economic Analysis announced that the goods and services deficit was $41.9 billion in May, up $1.2 billion from $40.7 billion in April. May exports were $188.6 billion, $1.5 billion less than April exports. May imports were $230.5 billion, $0.3 billion less than April imports.","The U.S. economy is returning to growth, but with pockets of vulnerability, according to the IMF.; The United States pork industry contributed to the agricultural economy and the overall U.S. economy in 2021.; The annual Fisheries Economics of the United States report provides economic information related to U.S. commercial and recreational fishing activities and their impact on the national economy.; The US economy has been impacted by war spending, which created fewer jobs than similar spending on clean energy, public education, and healthcare.","The IMF reported the U.S. economy is returning to growth but with notable areas of vulnerability, a backdrop that can affect import demand and export competitiveness over coming months. Separate 2021 reports highlighted the economic importance of U.S. pork and commercial fishing industries and noted that increased war-related spending has influenced the U.S. economy and job creation, factors relevant to the scale and composition of U.S. goods production and trade flows."
June 2015,130976.3,197380.4,-66404.0,2015-06-01,2015-06-01,2015-06-30,"The U.S. international trade deficit increased by $2.9 billion to $43.8 billion in June 2015, with exports decreasing by $0.1 billion to $188.6 billion and imports increasing by $2.8 billion to $232.4 billion.","The Economic Development Administration (EDA) provides grants and resources to support economic development in the United States.; The U.S. economy's momentum in the first quarter of 2015 was affected by unfavorable weather.; The economic burden of autism spectrum disorders (ASD) in the US is not well estimated, and no estimates are available for 2015 and 2025.; The U.S. economy has performed better when the President of the United States is a Democrat rather than a Republican, almost regardless of how one measures economic performance.",First-quarter 2015 U.S. economic momentum was dampened by unfavorable weather. The Economic Development Administration provides grants and resources to support domestic economic development in the United States.
July 2015,124242.9,193673.9,-69431.0,2015-07-01,2015-07-01,2015-07-31,": Objective facts about the Monthly international trade balance of U.S. situation**

* The goods and services deficit was $41.9 billion in July, down $3.3 billion from $45.2 billion in June.
* Exports were $188.5 billion, $0.8 billion more than June exports.
* Imports were $230.4 billion, $2.5 billion less than June imports.
* The average goods and services deficit decreased $0.1 billion to $43.2 billion for the three months ending in July. 

**","The Bureau of Economic Analysis (BEA) has begun publishing a new measure of U.S. output—the “average of GDP and GDI”.; The United States is one of Cuba's leading suppliers of agricultural imports, thanks to a loosening of the U.S. economic embargo on Cuba in 2000.; The Economic Census released statistics on the location of manufacturing establishments by employment size for the U.S., states, and counties.; The U.S. war has shattered the Afghan economy and left Afghans facing famine.; The U.S. Department of Commerce has strategic goals to drive innovation and global competitiveness, foster inclusive capitalism and equitable economic growth, and address the climate crisis.","A new BEA output measure averaging GDP and GDI is being published, potentially affecting how U.S. domestic production and related trade-sensitive aggregates are tracked. The U.S. remains a leading supplier of Cuba’s agricultural imports under the post-2000 loosening of the embargo, while broader items referenced include updated manufacturing establishment location data and Commerce Department goals to boost innovation and global competitiveness."
August 2015,122758.9,189979.3,-67220.4,2015-08-01,2015-08-01,2015-08-31,,"The value added to the U.S. economy by the agricultural sector is projected to increase from 2015 to 2024.; The U.S. economy loses $15.5 billion each year due to 15 foodborne pathogens, with 5 pathogens accounting for 90% of this economic burden.; The total U.S. greenhouse gas emissions by economic sector in 2022 are available.; The United States welcomes China playing a more active role in the global economy, recognizing China's increased share of global economic activity and capacity.","U.S. agricultural sector value added is projected to rise from 2015 to 2024, and the economy incurs recurring annual losses of roughly $15 billion from foodborne pathogens concentrated in a handful of sources. The U.S. released 2022 greenhouse-gas emissions by economic sector, and U.S. officials indicated they welcome China taking a more active role in the global economy as its share of global activity grows."
September 2015,124915.1,191544.6,-66629.5,2015-09-01,2015-09-01,2015-09-30,"The U.S. international trade deficit decreased by $7.2 billion to $40.8 billion in September 2015, compared to August 2015. Exports increased by $3.0 billion to $187.9 billion, while imports decreased by $4.2 billion to $228.7 billion.","The United States maintains a comprehensive economic embargo on the Republic of Cuba since February 1962.; The U.S. government entities, including 50 states and local governments, represent about 40 percent of general government economic activity.; The daily emissions from Indonesia's fires exceeded daily emissions from the US economy, with approximately 15.95 Mt CO2 per day.; The U.S. VC industry has raised $0.6 trillion over the past 50 years and made its investments from that pool.","The United States continues a comprehensive economic embargo on Cuba that restricts bilateral trade flows. Separate context notes U.S. government entities (federal, state, and local) account for roughly 40% of general-government economic activity, while the other items focus on emissions and venture-capital fundraising and provide no direct trade-flow information."
October 2015,130301.6,195248.9,-64947.3,2015-10-01,2015-10-01,2015-10-31,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. goods and services deficit was $43.9 billion in October, up $1.4 billion from $42.5 billion in September. Exports were $184.1 billion, $2.7 billion less than September exports. Imports were $228.0 billion, $1.3 billion less than September imports. The average goods and services deficit increased $0.5 billion to $45.1 billion for the three months ending in October.","The United States economy grew 4.7 percent in 1999, faster than in the preceding 15 years.; The United States Embassy in Podgorica donated seven computers and one printer to the Ministry of Economy.; The United States economy has seen a 1.6% annual rate of productivity increase in the third quarter .; The United States is facing fiscal challenges due to its national debt, which could lead to slower economic growth and lower incomes, resulting in smaller tax revenues.; The use of antibiotics in U.S. livestock production is widespread, and a reduction in their use could affect farmer practices and profits, as well as supplies and prices.","U.S. real GDP growth was strong (roughly 5%) and productivity rose at a modest pace (around 2% annualized), conditions associated with firmer domestic demand that can influence import volumes. Potential fiscal tightening tied to national-debt pressures was cited as a risk that could slow growth and incomes, while possible reductions in antibiotic use in livestock could affect agricultural supplies and prices with implications for food-related trade flows."
November 2015,120541.1,182176.2,-61635.0,2015-11-01,2015-11-01,2015-11-30,"Objective facts about the Monthly international trade balance of U.S. situation**

* The U.S. goods and services deficit was $42.4 billion in November 2015, down $2.2 billion from October 2015.
* Exports were $182.2 billion, $1.6 billion less than October exports.
* Imports were $224.6 billion, $3.8 billion less than October imports.
* The average goods and services deficit decreased $2.1 billion to $43.1 billion for the three months ending in November.



**","The United States economy has come apart, with the rich getting richer and workers' incomes not advancing at all.; The tax-to-GDP ratio in the United States has decreased from 28.3% in 2000 to 27.7% in 2022.; The U.S. economy is expected to grow, but at a rate below historical averages.; The United States International Trade Commission (USITC) is responsible for investigating the effects of dumped and subsidized imports on the US economy.","U.S. economic growth is expected to continue but at below historical average rates, while workers’ incomes are described as not advancing, factors that can influence import demand for consumer and capital goods. The U.S. International Trade Commission is tasked with investigating dumped and subsidized imports, which can lead to trade remedies affecting import volumes and the goods trade balance over coming months."
December 2015,120111.7,179765.3,-59653.7,2015-12-01,2015-12-01,2015-12-31,"Objective Facts**

* The goods and services deficit was $43.4 billion in December 2015, up $1.1 billion from November 2015.
* Exports were $181.5 billion, $0.5 billion less than November exports.
* Imports were $224.9 billion, up $0.6 billion from November.
* The goods deficit increased $1.3 billion to $62.5 billion, and the services surplus increased $0.1 billion to $19.2 billion. 

**","The Trans-Pacific Partnership (TPP) is expected to increase annual real incomes in the United States by $131 billion, or 0.5 percent of GDP, and annual exports by $357 billion.; Over the past 40 years, trade has tripled as a share of the US economy, with half of US exports now going to developing countries.; The U.S. economy is considered the strongest and most durable in the world, according to President Barack Obama's State of the Union Address.; In 2015, metropolitan areas drove the US economy, with growth in Gross Metropolitan Product (GMP) and employment.; The US GDP increased 3.4% in 2015 to a level of $17,937.8 billion.","A proposed Trans-Pacific Partnership was projected to raise U.S. annual exports by roughly $350 billion and lift real incomes by about 0.5% of GDP. Trade’s share of the U.S. economy has roughly tripled over four decades, with about half of U.S. exports going to developing countries, alongside a 2015 backdrop of solid GDP growth and metro-area-led expansion."
January 2014,126619.2,186070.1,-59450.9,2014-01-01,2014-01-01,2014-01-31,"The U.S. international trade deficit for January 2014 was $39.1 billion, up from $39.0 billion in December, revised.","The US GDP increased 3.4% in 2013, compared to 4.6% in 2012.; The United States is currently experiencing a historic slowdown in the growth of health care costs, with real per-capita health spending growing at an average annual rate of 1.3% from 2010 to 2012.; The United States' 8th largest goods trading partner in 2013 was France, with U.S. goods exports to France valued at $32 billion and imports from France.; The United States and the European Union (EU) economic relationship is the largest in the world—and it is growing.","U.S. GDP growth slowed to roughly 3% in 2013 from roughly 5% in 2012, while real per-capita health spending growth remained low at about 1% annually in the early 2010s.  In 2013 France was the United States’ eighth-largest goods trading partner with U.S. goods exports around $30 billion, and U.S.–EU economic ties were described as the world’s largest and expanding."
February 2014,123630.4,170711.2,-47080.8,2014-02-01,2014-02-01,2014-02-28,"The U.S. international trade deficit increased to $42.3 billion in February 2014, up from $39.3 billion in January. Exports of goods decreased $2.0 billion to $131.7 billion, and imports of goods increased $0.2 billion to $193.4 billion.","The U.S. Bureau of Labor Statistics reported that 15 major strikes and lockouts began in 2013 that involved at least 1000 workers and lasted at least one shift.; The United States exercises global leadership in support of its interests, including U.S. security and a strong economy in an open international system.; The Office of Foreign Assets Control (OFAC) administers and enforces economic and trade sanctions based on US foreign policy and national security goals.; The United States exported goods from South Carolina in fiscal year 2014.; Nationally, personal consumption expenditures (PCE) in current dollars increased 9.2 percent in 2022.","U.S. economic and trade activity was described in terms of broad support for an open international system and the role of OFAC economic and trade sanctions, which can restrict trade flows with targeted countries. Export activity was highlighted for goods shipped from South Carolina (FY2014), while domestic demand context included that national current-dollar personal consumption expenditures rose by roughly 9% in 2022 and that 15 major strikes/lockouts occurred in 2013 involving at least 1,000 workers each."
March 2014,142289.9,194612.9,-52323.0,2014-03-01,2014-03-01,2014-03-31,"The Monthly international trade balance of U.S. in March 2014 was a deficit of $40.4 billion, down from $41.9 billion in February, revised. Exports of goods increased $3.7 billion to $135.1 billion, and imports of goods increased $3.1 billion to $195.8 billion.","The economic impact of the 2009 routine US childhood immunization schedule was evaluated, including diphtheria and tetanus toxoids.; The number of U.S. farms has been declining since 1935, with a slight decrease in 2012, according to the 2012 Census of Agriculture.; The U.S. Department of Housing and Urban Development (HUD) has an Office of Economic Development (OED) that supports communities and regions in making cost-effective decisions.; The Consumer Price Index (CPI) has been a major measure of consumer inflation in the U.S. economy for 100 years.","The provided items focus on U.S. childhood immunization impacts, long-run declines in the number of U.S. farms (with a slight decrease reported in 2012), HUD’s Office of Economic Development, and general background on the Consumer Price Index. No specific information is included on U.S. exports/imports, trade policy, global demand, exchange rates, energy prices, or supply-chain conditions that would directly inform near-term U.S. international trade balance forecasting."
April 2014,133990.1,201243.8,-67253.7,2014-04-01,2014-04-01,2014-04-30,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. Census Bureau and the U.S. Bureau of Economic Analysis announced that total April exports of $193.3 billion and imports of $240.6 billion resulted in a goods and services deficit of $47.2 billion, up from $44.2 billion in March.","The US GDP increased 2.6% in the fourth quarter, and the first-quarter advance estimate is 2.6%.; The recent recession had a profound effect on all sectors of the US economy, including health care.; The retail industry has a significant impact on the U.S. economy, with retail jobs, labor income, and GDP contribution varying across states.; The U.S. economy is supported by various industries, including travel and tourism, bioenergy, and manufacturing, which contribute to job creation and economic growth.","U.S. real GDP growth was reported at roughly 2.6% in the fourth quarter and the first-quarter advance estimate also about 2.6%. Broader context highlighted recession effects across sectors and ongoing support from travel/tourism, manufacturing, and bioenergy activity, alongside the retail industry’s sizable role in jobs and income."
May 2014,138182.0,200859.9,-62677.9,2014-05-01,2014-05-01,2014-05-31,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. international trade deficit decreased by $2.6 billion to $44.4 billion in May 2014, compared to April 2014. Exports of goods and services increased by $2.0 billion to $195.5 billion, while imports decreased by $0.7 billion to $239.8 billion. The goods deficit decreased by $2.4 billion to $63.3 billion, and the services surplus increased by $0.3 billion to $18.9 billion.","The United States is producing more oil and natural gas, which can contribute to sustainable economic growth.; The craft brewing industry contributed $62.1 billion to the U.S. economy in 2020, providing more than 400,000 jobs.; The United States exports increased to a record high of $2.3 trillion in 2013, accounting for a third of America's total economic growth.; The economic importance of pollinators, such as honey bees, is integral to food security in the United States, enabling the production of at least 90% of certain crops.; The United States economy is expected to rebound in the second quarter of 2014, according to the Third Estimate of GDP for the First Quarter of 2014.","Rising U.S. oil and natural-gas production was highlighted as supporting economic growth, implying increased domestic energy supply with potential implications for energy-related trade flows. U.S. exports were described as reaching a record-high level and contributing materially to overall economic growth, alongside expectations of an economic rebound later in 2014."
June 2014,138482.4,198353.0,-59870.5,2014-06-01,2014-06-01,2014-06-30,"Objective facts about the Monthly international trade balance of U.S. situation:
The U.S. international trade deficit decreased by $3.2 billion from May to June 2014, reaching $41.5 billion. Exports of goods and services increased by $0.3 billion to $195.9 billion, while imports decreased by $2.9 billion to $237.4 billion.","The United States has data available on various aspects such as agriculture, development, economy, education, energy, environment, finance, government, health, innovation and technology, jobs, and society.; The growth rate of real gross domestic product (GDP) measured by the U.S. Bureau of Economic Analysis (BEA) is a key metric of the pace of economic activity.; The United States' economy has a Gross Domestic Product (GDP) and various economic indicators, labor and employment data, trade information, and an economic snapshot.; The U.S. economy has grown faster and scored higher on many other macroeconomic metrics when the President is a Democrat.","The materials only reference the availability of broad U.S. economic and trade data (including BEA GDP growth and general trade information) without providing any current-month details on exports, imports, or trade-balance-related drivers. No specific changes in trade flows, prices, exchange rates, demand, or policy actions are included that would inform a 1–7 month U.S. international trade balance outlook."
