date,date.1,end_date,OT,search_fact,report_fact
2004-11-15,2004-11-15,2004-11-21,0.0,Influenza is one of the infectious diseases that can cause maternal or neonatal death.,NA
2004-11-22,2004-11-22,2004-11-28,0.0833333333333333,The influenza epidemic of 1918 reportedly killed more than,NA
2004-11-29,2004-11-29,2004-12-05,0.0,"Influenza-associated excess deaths in 1996-1999 in Hong Kong were estimated by Poisson modeling after adjustment for covariates, including respiratory syncytial virus infection.",NA
2004-12-06,2004-12-06,2004-12-12,0.36,"Novel infectious diseases can emerge from any part of the world at any time, and examples include HIV and Ebola from Africa, and avian influenza and SARS from China.",NA
2004-12-13,2004-12-13,2004-12-19,0.4230769230769231,The avian influenza A (H5N1) virus caused severe pneumonia in tigers and leopards that fed on infected poultry carcasses.,NA
2004-12-20,2004-12-20,2004-12-26,0.2777777777777778,"The Center for Infectious Disease Research & Policy (CIDRAP) is a reliable source of information on infectious diseases, including influenza.",NA
2004-12-27,2004-12-27,2005-01-02,1.0,"In 2004, there were bird flu outbreaks across southeast Asia, resulting in human deaths from a virulent strain of avian influenza.",NA
2005-01-03,2005-01-03,2005-01-09,0.5882352941176471,"The laboratory diagnosis of influenza virus infection involves various methods, including loop-mediated isothermal amplification.",NA
2005-01-10,2005-01-10,2005-01-16,0.1666666666666666,"In 2005, influenza viruses, parainfluenza viruses, respiratory syncytial viruses, adenoviruses, measles viruses, rhinoviruses, and coronaviruses were among the causes of human polymicrobial infections.",NA
2005-01-17,2005-01-17,2005-01-23,0.1176470588235294,The 1918-1920 Spanish flu pandemic was caused by influenza virus A/H1N1 and resulted in high mortality due to its aggressive nature and the naive population at the time.,NA
2005-01-24,2005-01-24,2005-01-30,0.0909090909090909,"Objective facts about the Public Health and FLU situation:
In 2012, transgenic tobacco plants were engineered to express HPAIV H5N1 from avian flu. 
Influenza is a leading cause of illness and death, and prevention methods include the use of vaccines. 
Elderberry extracts are used as antiviral agents for colds, influenza, and Herpes virus infection. 
Influenza is a seasonal disease that affects many people each year, causing Upper Respiratory Infections. 
Vaccines can provide immunity against specific strains of influenza.",NA
2005-01-31,2005-01-31,2005-02-06,0.2105263157894736,"Smallpox is an acute contagious disease caused by variola virus, a member of the Orthopoxvirus family.",NA
2005-02-07,2005-02-07,2005-02-13,0.08,"The European Centre for Disease Prevention and Control (ECDC) emphasizes the importance of close collaboration between virologists, epidemiologists, and sentinel GP networks for surveillance of influenza virus infection at the European level.",NA
2005-02-14,2005-02-14,2005-02-20,0.0232558139534883,Influenza A viruses carry 15 antigenic subtypes of hemagglutinin (HA) and 9 antigenic subtypes of neuraminidase (NA).,NA
2005-02-21,2005-02-21,2005-02-27,0.0,"Objective facts about the Public Health and FLU situation: 
Lassa virus causes disease in West Africa and is transmitted through contact with infected rodents or through person-to-person contact. 
Influenza virus is a highly contagious viral infection characterized by sudden onset of fever, headache, and muscle and joint pain.",NA
2005-02-28,2005-02-28,2005-03-06,0.0,The functional roles of the hemagglutinin and neuraminidase spikes of influenza viruses are described in relation to host range of influenza virus.,NA
2005-03-07,2005-03-07,2005-03-13,0.0,"Objective facts about the Public Health and FLU situation: 
Influenza viruses use specific receptors for infection. 
Class I fusion proteins are expressed by human pathogens such as the influenza virus and HIV. 
Coughing expels droplets which facilitate the spread of airborne infections such as influenza. 
Influenza vaccine is produced at GlaxoSmithKline plc.",NA
2005-03-14,2005-03-14,2005-03-20,0.0,"Objective facts about the Public Health and FLU situation:
Recent evidence suggests positive selection within the cytotoxic T-cell (CTL) epitopes of the highly conserved nucleoprotein of influenza virus . Enhanced virulence of influenza has been observed .",NA
2005-03-21,2005-03-21,2005-03-27,0.0,"The National Institute of Allergy and Infectious Diseases (NIAID) provides information on infectious diseases, including influenza, and conducts research on Ebola in Africa.",NA
2005-03-28,2005-03-28,2005-04-03,0.0,"Objective facts about the Public Health and FLU situation:
Infections from influenza virus can occur in patients with HIV/AIDS. 
Host nutritional selenium status can drive influenza virus mutations. 
Chlorhexidine can completely inhibit influenza A virus. 
There was an outbreak of Avian Influenza (""Bird Flu"") in DPR Korea in 2005.",NA
2005-04-04,2005-04-04,2005-04-10,0.0,"Prior to 1900, the influenza strain that infected humans caused a very mild infection.",NA
2005-04-11,2005-04-11,2005-04-17,0.028169014084507,"There is no test available to detect hepatitis G, TTV, the SEN viruses, or the avian influenza virus.",NA
2005-04-18,2005-04-18,2005-04-24,0.0273972602739726,"Worldwide, influenza leads to 3-5M severe cases of influenza.",NA
2005-04-25,2005-04-25,2005-05-01,0.072289156626506,"Objective facts about the Public Health and FLU situation: 
Worldwide, 20% of children and 5% of adults develop symptomatic infections due to influenza A or B viruses each year.",NA
2005-05-02,2005-05-02,2005-05-08,0.0964912280701754,"The Avian influenza A(H5) virus has been detected in Cambodia, and health professionals and workers are being instructed on prevention and control measures.",NA
2005-05-09,2005-05-09,2005-05-15,0.2551020408163265,"The most common viral pathogens causing pharyngitis include rhinovirus, coronavirus, adenovirus, herpes simplex virus (HSV), parainfluenza virus, and influenza.",NA
2005-05-16,2005-05-16,2005-05-22,0.367816091954023,"The World Health Organization (WHO) is involved in setting up the Avian and Human Influenza Facility, and is working on improving vaccines for infectious diseases, including influenza.",NA
2005-05-23,2005-05-23,2005-05-29,0.5206611570247934,The emergence of the highly pathogenic H5N1 influenza A virus in southeast Asia is a grim reminder of the deadly toll of flu pandemics throughout the ages.,NA
2005-05-30,2005-05-30,2005-06-05,0.5795454545454546,"Objective facts about the Public Health and FLU situation: 
NA",NA
2005-06-06,2005-06-06,2005-06-12,0.5656565656565656,"Objective facts about the Public Health and FLU situation:
The avian influenza subtype H5N1 is considered a high-risk disease that can strike poultry quickly without any infection. 
African Swine Fever is a listed infectious animal disease. 
Avian influenza could cause millions of deaths and destabilize its likely place of origin. 
The outbreak of avian flu virus in Asia has raised concerns about its spread through migratory birds.",NA
2005-06-13,2005-06-13,2005-06-19,0.4729729729729729,"The burden of pneumonia in children is a significant public health concern, and Australia is at risk due to its proximity to the epicentres of newly recognised viral infections such as SARS and avian influenza.",NA
2005-06-20,2005-06-20,2005-06-26,0.4267515923566879,"The molecular biology of influenza virus was a major interest of a researcher in Oxford, who pioneered the use of nucleic acid.",NA
2005-06-27,2005-06-27,2005-07-03,0.3113207547169811,"Influenza A (H1) viruses were isolated in Africa (Senegal, South Africa) in 2005.",NA
2005-07-04,2005-07-04,2005-07-10,0.3,Influenza virus is the most important causative micro-organism of influenza infection.,NA
2005-07-11,2005-07-11,2005-07-17,0.4078947368421052,"The African way of life was designed to avoid mosquito-borne infections, and malaria kills one African child every 30 seconds.",NA
2005-07-18,2005-07-18,2005-07-24,0.2413793103448276,The avian influenza A(H5N1) virus was first recognized during the 1997 outbreak in Hong Kong.,NA
2005-07-25,2005-07-25,2005-07-31,0.2244897959183673,The Centers for Disease Control and Prevention (CDC) reports that there are approximately four million Americans currently infected with hepatitis C.,NA
2005-08-01,2005-08-01,2005-08-07,0.3478260869565217,"In 2005, there were outbreaks of Highly Pathogenic Avian Influenza (HPAI) in Africa and Europe, and recent outbreaks of highly pathogenic avian influenza A virus infections (H5 and H7 subtypes) in poultry and in humans.",NA
2005-08-08,2005-08-08,2005-08-14,0.28125,The influenza pandemic in 1918 and 1919 led to a malaria epidemic in Kenya's Western Highlands.,NA
2005-08-15,2005-08-15,2005-08-21,0.3142857142857143,The avian influenza virus can infect humans who come into close contact with infected animals.,NA
2005-08-22,2005-08-22,2005-08-28,0.2857142857142857,"As of 2005, there was an outbreak of highly pathogenic avian influenza A (H5N1) in 9 Asian countries, causing over 52 human deaths.",NA
2005-08-29,2005-08-29,2005-09-04,0.2692307692307692,The Influenza A virus (H3N2) strain A/Wisconsin/67/2005 (H3N2) is propagated in SPF chicken embryonated eggs and can be used in respiratory disease research.,NA
2005-09-05,2005-09-05,2005-09-11,0.0681818181818181,"The World Health Organization (WHO) provides data collections and situation reports on influenza and other diseases, including avian influenza H5N1.",NA
2005-09-12,2005-09-12,2005-09-18,0.0869565217391304,"Influenza virus infection induces production and release of inflammatory cytokines, causing an influx of inflammatory leucocytes.",NA
2005-09-19,2005-09-19,2005-09-25,0.1176470588235294,"In nearly every reported case, humans contracted avian flu via direct exposure to infected poultry.",NA
2005-09-26,2005-09-26,2005-10-02,0.04,"The bird flu pandemic has the potential to kill 150 million people, as it spreads quickly among poultry flocks and has killed people living or working in close proximity to infected birds.",NA
2005-10-03,2005-10-03,2005-10-09,0.0555555555555555,"The 1918 influenza pandemic was caused by a virulent virus, and understanding its origin and virulence is crucial to preventing similar pandemics in the future.",NA
2005-10-10,2005-10-10,2005-10-16,0.0,The World Health Organization (WHO) has launched a global patient safety challenge and issued guidelines on reducing transmission of pandemic influenza virus in healthcare settings.,NA
2005-10-17,2005-10-17,2005-10-23,0.0,"As of October 2005, a 48-year-old Thai man has become the 67th person known to have been killed by a bird flu virus.",NA
2005-10-24,2005-10-24,2005-10-30,0.0,"The flu (influenza) can be treated with prescription medicine such as Tamiflu, but it is not recommended for people with severe kidney disease.",NA
2005-10-31,2005-10-31,2005-11-06,0.0,"In 2005, there were concerns about the avian influenza H5N1 virus and its potential to cause a pandemic.",NA
2005-11-07,2005-11-07,2005-11-13,0.4761904761904761,"Objective facts about the Public Health and FLU situation:
The main risk factor for Marburg infection is contact with bodily fluids of infected people. 
Avian influenza (bird flu) is an infection caused by avian (bird) influenza (flu) viruses, which occur naturally among birds.",NA
2005-11-14,2005-11-14,2005-11-20,0.074074074074074,"Adults have two to five common colds each year, and acute upper respiratory tract viral infections (URTIs) are the most common diseases of human beings.",NA
2005-11-21,2005-11-21,2005-11-27,0.0,"The 1918 influenza strain has been ""resurrected"" through DNA synthesis",NA
2005-11-28,2005-11-28,2005-12-04,0.3157894736842105,"During the incubation period, persons with presymptomatic influenza infection shed virus.",NA
2005-12-05,2005-12-05,2005-12-11,0.8235294117647058,"The avian H5N1 virus is a significant threat to public health, with the potential to emerge as a deadly influenza virus.",NA
2005-12-12,2005-12-12,2005-12-18,0.7727272727272727,"Influenza is a highly infectious disease that primarily attacks the respiratory system, and immunosuppressed adults, including those with HIV infection, are at risk.",NA
2005-12-19,2005-12-19,2005-12-25,0.8125,"In 2005, Indonesia confirmed 9 cases of human H5N1 infection.",NA
2005-12-26,2005-12-26,2006-01-01,0.6153846153846154,The 1918 pandemic was caused by a highly pathogenic avian influenza virus (HPAI) that still has descendants circulating today .,NA
2006-01-02,2006-01-02,2006-01-08,0.5,The rate of influenza B virus infection was found higher (46.8%) followed by influenza A sub-type A/H3 (39%) and A/H1N1 pdm09 (14%) during the year.,NA
2006-01-09,2006-01-09,2006-01-15,0.6470588235294118,"The 2005-2006 Texas influenza surveillance activity reported a case where 7 out of 8 family members tested positive for the virus, with only the index case having contact with infected poultry.",NA
2006-01-16,2006-01-16,2006-01-22,0.6363636363636364,"Objective facts about the Public Health and FLU situation:
Influenza virus vaccine generates a good humoral response in rheumatoid patients, although lower than in healthy individuals. 
Influenza viruses have subtypes, and their infection can move across continents. 
Influenza infection can be recognized by the innate immune system. 
Influenza A virus hemagglutinin can be expressed by recombinant vaccinia virus. 
Outbreaks of influenza A infection have occurred in Africa. 
Influenza and pneumonia are significant public health concerns, especially in high-risk populations. 
Public Health Agency of Canada monitors infectious diseases, including influenza and SARS.",NA
2006-01-23,2006-01-23,2006-01-29,0.238095238095238,"The Weekly Epidemiological Record (WER) reports on diseases of public health importance, including emerging or re-emerging infections.",NA
2006-01-30,2006-01-30,2006-02-05,0.0384615384615384,"There was a reported case of human infection with the H5N1 avian influenza virus in a 15-year-old girl in Iraq, who died on January 17, 2006 .",NA
2006-02-06,2006-02-06,2006-02-12,0.0434782608695652,"Objective facts about the Public Health and FLU situation:
The highly pathogenic H5N1 avian influenza virus was detected in domestic birds in northern Nigeria, marking the first reported case of the disease in Africa. 
The H5N1 bird flu virus was found in poultry stocks in Nigeria, a highly pathogenic strain. 
Nigeria quarantined bird farms throughout its north and neighboring countries banned poultry imports to try to halt the outbreak of the virus in Africa.",NA
2006-02-13,2006-02-13,2006-02-19,0.1142857142857142,The emergence of the H5N1 strain of avian influenza in several countries in Europe and Africa in 2006 led the World Health Organization to issue a warning.,NA
2006-02-20,2006-02-20,2006-02-26,0.08,"Influenza virus outbreaks have been reported in Central Africa, and the virus can be excreted by individuals without symptoms of disease.",NA
2006-02-27,2006-02-27,2006-03-05,0.0357142857142857,"Infected persons with few or no signs of illness may shed virus and, therefore, be infectious to others.",NA
2006-03-06,2006-03-06,2006-03-12,0.1785714285714285,"Objective facts about the Public Health and FLU situation:
Highly pathogenic avian influenza (HPAI) caused by the H5N1 virus was detected in a domestic cat found dead in February 2006. 
Avian influenza virus may spread from West Africa to the Arctic and Alaska in the spring and then move south in the fall. 
Handwashing is an effective counter-measure against respiratory infections, including influenza.",NA
2006-03-13,2006-03-13,2006-03-19,0.0967741935483871,"As of March 18, 2006, avian influenza A(H5N1), or bird flu, is a disease caused by infection with avian influenza type A viruses.",NA
2006-03-20,2006-03-20,2006-03-26,0.0,"The avian influenza H5N1 virus has been reported in Africa, specifically in Nigeria, Egypt, Niger, and Cameroon, and has killed 98 of the 177 humans it has infected.",NA
2006-03-27,2006-03-27,2006-04-02,0.0588235294117647,"The avian influenza (AI) outbreak has spread across Asia and reached Europe, with cases reported in 2005.",NA
2006-04-03,2006-04-03,2006-04-09,0.0526315789473684,"As of April 2006, the H5N1 avian influenza virus was spreading globally, with concerns about its potential to spread undetected in Africa and its likely arrival in the United States.",NA
2006-04-10,2006-04-10,2006-04-16,0.032258064516129,The neuraminidase (NA) enzyme is important for the initiation of influenza virus infection in human airway epithelium.,NA
2006-04-17,2006-04-17,2006-04-23,0.0681818181818181,"The outbreak of highly pathogenic avian influenza of the H5N1 subtype in Asia has spread to Russia, the Middle East, Europe, and Africa.",NA
2006-04-24,2006-04-24,2006-04-30,0.037037037037037,"The influenza A (H5N1) virus has been a concern for human infection, and strategies for mitigating an influenza pandemic have been discussed.",NA
2006-05-01,2006-05-01,2006-05-07,0.1956521739130435,"The National Strategy for Pandemic Influenza was published on May 3, 2006, in response to the H5N1 avian influenza outbreak in Asia, Europe, and Africa.",NA
2006-05-08,2006-05-08,2006-05-14,0.3333333333333333,The HPAI H5N1 virus infection in humans has characteristics similar to the HPAI H1N1 virus.,NA
2006-05-15,2006-05-15,2006-05-21,0.3670886075949367,"Influenza is a vaccine-preventable infectious disease that causes morbidity in all age groups and appreciable mortality, especially in the elderly and young children.",NA
2006-05-22,2006-05-22,2006-05-28,0.510752688172043,Avian influenza viruses (AIVs) are endemic in wild birds and their introduction and conversion to highly pathogenic avian influenza virus in domestic birds can lead to outbreaks.,NA
2006-05-29,2006-05-29,2006-06-04,0.4825870646766169,"The level of pandemic alert remains at phase 3, which pertains to a situation in which occasional human infections with a novel influenza virus are occurring.",NA
2006-06-05,2006-06-05,2006-06-11,0.4866920152091255,"Avian influenza is a contagious disease that affects many bird species, and it has the ability to infect humans, posing a zoonotic threat.",NA
2006-06-12,2006-06-12,2006-06-18,0.4285714285714285,"As of 2006, no human case of avian influenza A (H5N1) virus infection has been identified in the United States.",NA
2006-06-19,2006-06-19,2006-06-25,0.3272727272727272,"Objective facts about the Public Health and FLU situation: 
The immune response of infants, including antibody responses, is important for successful immunization against influenza virus infections. 
Haemophilus Influenzae and Respiratory Syncytial Virus (RSV) Infection are notifiable diseases.",NA
2006-06-26,2006-06-26,2006-07-02,0.3823529411764705,"Many bird species are susceptible to infection with influenza A viruses, and aquatic birds form a major reservoir, harboring representatives of all 16 hemagglutinin subtypes.",NA
2006-07-03,2006-07-03,2006-07-09,0.1714285714285714,"The H5N1 avian influenza virus has been reported in various parts of the world, including Asia, Europe, Africa, and Nigeria, causing disease outbreaks and human infections.",NA
2006-07-10,2006-07-10,2006-07-16,0.238095238095238,"The influenza virus can infect domestic swine, which act as reassortment vessels for the virus, and is circulating in Asia, Europe, Africa, and the Middle East.",NA
2006-07-17,2006-07-17,2006-07-23,0.1304347826086956,The Indian government has developed a local bird flu vaccine.,NA
2006-07-24,2006-07-24,2006-07-30,0.2,"Influenza infection can occur in the human respiratory tract in the early hours of infection, and has been established in many parts of the world.",NA
2006-07-31,2006-07-31,2006-08-06,0.1379310344827586,"The avian influenza virus H5N1 strains have caused recent human infections, emphasizing the need for assessment of factors that influence the virus's receptor specificity and cell tropism.",NA
2006-08-07,2006-08-07,2006-08-13,0.4545454545454545,"In 2003, a deadly strain of avian flu was found in Southeast Asia and subsequently moved into Russia, Eastern Europe, and other regions.",NA
2006-08-14,2006-08-14,2006-08-20,0.0,The current situation with pandemic influenza is a widespread emergency that requires public health response officials to communicate messages to the public effectively.,NA
2006-08-21,2006-08-21,2006-08-27,0.2307692307692307,"The current risk to Americans from the H5N1 bird flu outbreaks in other countries is low. The H5N1 virus has been found in recent outbreaks in Africa, Asia, Europe, and other parts of the world.",NA
2006-08-28,2006-08-28,2006-09-03,0.2692307692307692,"The avian influenza virus H5N1 has already spread to Europe and Africa, causing economic damage and food safety concerns in developing countries.",NA
2006-09-04,2006-09-04,2006-09-10,0.1739130434782608,"The H5N1 virus has expanded across Eurasia and into Europe and Africa, and birds could introduce it to North America.",NA
2006-09-11,2006-09-11,2006-09-17,0.3076923076923077,"Objective facts about the Public Health and FLU situation:
The World Health Organization (WHO) reported ongoing avian influenza (H5N1) outbreaks in Asian, European, and African countries in February 2007. 
Influenza C virus (ICV) is a common cause of acute respiratory illness, with ICV seropositivity found to be as high as 90% by 7–10 years of age. 
Lung collectins bind, aggregate, and opsonize different microorganisms, including influenza A virus. 
Almost one-third of global deaths from Acute Lower Respiratory Infections (ALRI) are estimated to be caused by viruses, including influenza virus.",NA
2006-09-18,2006-09-18,2006-09-24,0.3787878787878788,"In 2006, there were reports of influenza outbreaks in Lao People's Democratic Republic, with humans infected at a lower rate than in Cambodia.",NA
2006-09-25,2006-09-25,2006-10-01,0.3125,"Highly pathogenic strains of influenza A (H5N1) virus are circulating in Asia, Europe, and Africa, and are considered candidates for giving rise to a pandemic.",NA
2006-10-02,2006-10-02,2006-10-08,0.2361111111111111,"The H5N1 avian influenza virus has spread into Europe, the Middle East, and the African continent, causing an unprecedented level of global concern.",NA
2006-10-09,2006-10-09,2006-10-15,0.4794520547945205,The H5N1 virus is a subtype of influenza type A viruses and was first isolated from South African terns in 1961.,NA
2006-10-16,2006-10-16,2006-10-22,0.4153846153846154,"Many African and Middle Eastern countries are at risk of an influenza pandemic due to the spread of avian influenza virus, which could cause widespread illness and deaths.",NA
2006-10-23,2006-10-23,2006-10-29,0.3888888888888889,"The outbreak of highly pathogenic avian influenza of the H5N1 subtype has spread to Russia, the Middle East, Europe, and Africa.",NA
2006-10-30,2006-10-30,2006-11-05,0.1764705882352941,The 1918 flu pandemic resulted in more than 250 million cases in Africa.,NA
2006-11-06,2006-11-06,2006-11-12,0.0925925925925925,"Avian influenza virus was first identified in 1955, and the Tern strain, A/Tern/South Africa/61 (Hav5Nav2), is a known strain.",NA
2006-11-13,2006-11-13,2006-11-19,0.0784313725490196,"As of 2006, H5N1 influenza A viruses have spread to numerous countries in Asia, Europe, and Africa, infecting not only large numbers of poultry but also an increasing number of humans.",NA
2006-11-20,2006-11-20,2006-11-26,0.0,"As of 2006, highly pathogenic H5N1 influenza virus has spread to Africa, and infections with this virus have been reported in humans.",NA
2006-11-27,2006-11-27,2006-12-03,0.0232558139534883,"The biotic cycles of infection are well characterized in the literature, including in studies of populations of humans, poultry, swine, and migratory waterfowl.",NA
2006-12-04,2006-12-04,2006-12-10,0.087719298245614,"The H5N1 avian influenza virus has spread to Asia, Europe, and Africa, and its global spread can be predicted by analyzing the movement patterns of migratory birds.",NA
2006-12-11,2006-12-11,2006-12-17,0.0923076923076923,"Influenza A (H5N1) has been reported in Africa, and there have been some human cases, mostly occupational.",NA
2006-12-18,2006-12-18,2006-12-24,0.0526315789473684,"The H5N1 avian influenza has spread into Asia, Europe, and Africa, resulting in enormous impacts on the poultry industry and presenting a risk to human health.",NA
2006-12-25,2006-12-25,2006-12-31,0.0,"The 2006 strain of H5N1 is a fast-mutating, highly pathogenic avian influenza virus (HPAI) found in multiple bird species.",NA
2007-01-01,2007-01-01,2007-01-07,0.1428571428571428,"The 2009 influenza A (H1N1)v virus infected 202 humans in Mexico, as reported on January 3, 2007.",NA
2007-01-08,2007-01-08,2007-01-14,0.1186440677966101,"As of 2007, there were over 250 reported cases of human infection with avian influenza virus, with clusters of infection reported in several places affected by clade 2.",NA
2007-01-15,2007-01-15,2007-01-21,0.14,The 1918 'Spanish flu' influenza pandemic caused about 50 million deaths.,NA
2007-01-22,2007-01-22,2007-01-28,0.0631578947368421,"Objective facts about the Public Health and FLU situation:
There were cases of influenza reported in Switzerland in 2007, with respiratory infection being a common diagnosis. 
Influenza viruses are notoriously sloppy and unstable.",NA
2007-01-29,2007-01-29,2007-02-04,0.16,"Objective facts about the Public Health and FLU situation:
Avian Influenza A (H5N1) has been reported in humans in Africa, Asia, and Europe over a 30-month period. 
The World Health Organization has reported on the epidemiology of human cases of avian influenza A (H5N1) infection. 
Influenza virus subtypes that have caused human infection may be present in animals.",NA
2007-02-05,2007-02-05,2007-02-11,0.1969696969696969,"Migratory movements of wild birds likely spread zoonotic infectious agents, such as avian influenza and West Nile viruses.",NA
2007-02-12,2007-02-12,2007-02-18,0.0566037735849056,"As of February 2007, there were reports of avian influenza A (H5N1) virus infections and deaths in Thailand and Africa.",NA
2007-02-19,2007-02-19,2007-02-25,0.1891891891891892,"Objective facts about the Public Health and FLU situation:
The African trypanosome (Trypanosoma brucei) causes Human African Trypanosomiasis (or 'sleeping sickness'). 
Influenza-like symptoms can be caused by various diseases, including bioterrorism-related illnesses. 
Haemophilus influenzae (non-type b) can cause meningitis. 
Avian influenza is a concern in Asia.",NA
2007-02-26,2007-02-26,2007-03-04,0.1142857142857142,"Objective facts about the Public Health and FLU situation:
The 1918 pandemic flu is being studied to understand the potential risks of the H5N1 avian influenza virus triggering an influenza pandemic. 
Avian influenza or bird flu is a disease caused by a virus that occurs naturally among birds and sometimes infects pigs. 
There is a high risk of human pandemic influenza originating from highly pathogenic avian influenza in conjunction with human influenza A virus. 
Indonesia stopped sharing avian influenza samples collected in its territory with WHO in early February 2007. 
Influenza virus exits the respiratory tract and can enter a new host through the same portal. 
Hemophilus influenzae type b (Hib) disease has been studied in relation to vaccination during pregnancy.",NA
2007-03-05,2007-03-05,2007-03-11,0.0909090909090909,Wild water birds are considered to be the major natural reservoir for avian influenza viruses (AIV).,NA
2007-03-12,2007-03-12,2007-03-18,0.1829268292682926,"Objective facts about the Public Health and FLU situation: 
Avian influenza (AI) infections are present in poultry and humans in numerous countries in Asia, Africa, and Europe. 
A flu pandemic occurs when a new influenza virus emerges and spreads easily among humans. 
Highly pathogenic H5N1 avian influenza virus has been found in poultry in the Russian Federation, Africa, and the Middle East.",NA
2007-03-19,2007-03-19,2007-03-25,0.125,"Objective facts about the Public Health and FLU situation:
The first African outbreak of highly pathogenic avian influenza (HPAI) (H5N1) virus was reported from a farm in Kaduna State, northern Nigeria on February 7, 2006.",NA
2007-03-26,2007-03-26,2007-04-01,0.0538461538461538,"The 1918 influenza pandemic was a well-recognized example of a disease epidemic emerging from conflict conditions, resulting in excessive release of cytokines.",NA
2007-04-02,2007-04-02,2007-04-08,0.0099009900990099,"The H5N1 avian influenza virus has spread to birds in countries in Asia, Africa, the Middle East, and Europe, but human infection is still very rare.",NA
2007-04-09,2007-04-09,2007-04-15,0.1052631578947368,"In April 2007, a prevailing A/H1N1 clade 2B-1 influenza virus emerged, and surveillance data showed that it was prevalent in Asia, Europe, and Africa.",NA
2007-04-16,2007-04-16,2007-04-22,0.0232558139534883,"The FDA approved the first H5N1 influenza virus vaccine on April 17, 2007.",NA
2007-04-23,2007-04-23,2007-04-29,0.0186915887850467,"The primordial reservoir in the infectious contagion cycle involves zoonoses such as Avian Influenza, African Horse Sickness, Blue Tongue, African Swine Fever, Ebola Hemorrhagic Fever, and Hantavirosis.",NA
2007-04-30,2007-04-30,2007-05-06,0.0204081632653061,"Ghana announced its first case of bird flu on May 4, 2007, and the Ministry of Food and Agriculture declared the Tema Municipality an Avian Influenza infected area.",NA
2007-05-07,2007-05-07,2007-05-13,0.037593984962406,"The disease has spread widely in Asia, Europe, the Near East, and Africa, culminating in the current situation in which infection has been reported in many countries.",NA
2007-05-14,2007-05-14,2007-05-20,0.040983606557377,The World Influenza Centre in London was established in 1947 for worldwide epidemiological surveillance of influenza.,NA
2007-05-21,2007-05-21,2007-05-27,0.0357142857142857,"Influenza pandemics can occur in tropical regions, and globally connected cities like Singapore are at high risk of acquiring early infection.",NA
2007-05-28,2007-05-28,2007-06-03,0.0575539568345323,The bird flu virus is passed from one bird to another through contact with an infected bird or its droppings.,NA
2007-06-04,2007-06-04,2007-06-10,0.074074074074074,"As of June 6, 2007, 310 cases of human H5N1 influenza infection had been confirmed, with a significant number of cases and fatalities reported in Asia, Europe, and Africa.",NA
2007-06-11,2007-06-11,2007-06-17,0.0531914893617021,The Spanish Flu pandemic is estimated to have caused between 23 and 44 per mille excess deaths.,NA
2007-06-18,2007-06-18,2007-06-24,0.0395136778115501,The avian influenza (H5N1) outbreak was reported in Africa in 2005-2006 and in Southeast Asia in 2006-2007.,NA
2007-06-25,2007-06-25,2007-07-01,0.057788944723618,The recent experiences with influenza A virus highlight the linkage between livestock production and global public health.,NA
2007-07-02,2007-07-02,2007-07-08,0.0925925925925925,"Objective facts about the Public Health and FLU situation: 
The classical spectrum of respiratory viruses includes influenza virus A and B, parainfluenza viruses. 
Highly pathogenic avian influenza is a risk in Africa. 
Equine influenza has been detected in a horse in Washington. 
Statement on Influenza Vaccination for the prevention of influenza.",NA
2007-07-09,2007-07-09,2007-07-15,0.2713414634146341,"Avian influenza A viruses can infect birds of the order Psittaciformes, besides chickens, turkeys, and other birds.",NA
2007-07-16,2007-07-16,2007-07-22,0.1610169491525423,"The National Strategy for Pandemic Influenza aims to address the threat of pandemic influenza in Africa, East Europe, the Middle East, and the former Soviet Union.",NA
2007-07-23,2007-07-23,2007-07-29,0.1952662721893491,"Objective facts about the Public Health and FLU situation:
In 2007, there were continuing outbreaks of highly pathogenic avian influenza (HPAI) across Eurasia and Africa, caused by a type A influenza virus of the H5N1 subtype. 
Human infections with avian influenza H5N1 virus had resulted in 185 deaths in Africa as of 2007. 
Meningococcal meningitis is a severe and occasionally fatal infection of the brain, hyper-endemic in sub-Saharan Africa (the meningitis belt).",NA
2007-07-30,2007-07-30,2007-08-05,0.1912144702842377,"Seasonal influenza virus infections cause 1–2 million cases of severe illness and approximately 28,000–111,500 deaths worldwide annually in children aged <5 years.",NA
2007-08-06,2007-08-06,2007-08-12,0.1656050955414012,"In the 2006-07 flu season, 68 children died from flu-related illnesses in the US, with 21 of them also infected with Staphylococcus aureus.",NA
2007-08-13,2007-08-13,2007-08-19,0.2225519287833827,"The H5N1 avian influenza virus has been detected in outbreaks in Europe, Asia, Africa, and Australasia.",NA
2007-08-20,2007-08-20,2007-08-26,0.1552162849872773,The ongoing outbreak of highly pathogenic avian influenza virus (HPAIV) in birds has resulted in transmission to humans with a high mortality rate.,NA
2007-08-27,2007-08-27,2007-09-02,0.0987951807228915,The ferret has been used in classic experiments with influenza virus pathogenesis.,NA
2007-09-03,2007-09-03,2007-09-09,0.4339622641509434,"The H5N1 virus has been reported in cases of human infection across Asia, Europe, and Africa, and is predicted to emerge as a pandemic influenza virus.",NA
2007-09-10,2007-09-10,2007-09-16,0.5787234042553191,"The inactivated virus triggered the infected cells to produce a protein that suppressed replication of the live virus, called interferon.",NA
2007-09-17,2007-09-17,2007-09-23,0.2761627906976744,"In 2007, advances in public health and medicine resulted in reduced morbidity and mortality from infectious diseases, including influenza.",NA
