date,OT,Weekly East Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Midwest All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Gulf Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Rocky Mountain All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly West Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),search_fact,search_fact_summary_gpt_5_2
1996-08-19,1.249,1.245,1.313,1.283,1.213,1.208,1.225,1.298,1.409,The United States was a major producer of oil and gas in 1996.,"[No Notable Change] A historical note about U.S. oil and gas production in 1996 provides no current supply, demand, or policy signal affecting next week’s U.S. gasoline prices."
1996-08-26,1.253,1.242,1.315,1.278,1.21,1.218,1.22,1.324,1.414,"The market price of fuel can vary, affecting the cost of goods and services.","[No Notable Change] The generic statement that fuel prices can vary provides no specific supply, demand, inventory, refinery, or crude-oil information to imply a directional move in U.S. gasoline prices next week."
1996-09-02,1.242,1.238,1.312,1.276,1.205,1.204,1.217,1.309,1.383,The 1973 OPEC oil crisis led to the consolidation of all U.S. energy research under the Energy Research and Development.,"[No Notable Change] A historical note about the 1973 OPEC oil crisis and U.S. energy research consolidation provides no current-week supply, demand, or refinery information that would move U.S. gasoline prices next week."
1996-09-09,1.247,1.24,1.312,1.274,1.21,1.221,1.22,1.293,1.372,"The largest gasoline manufacturer in the United States, Amoco Corporation, had total sales exceeding $30 billion in 1994.","[No Notable Change] Amoco’s 1994 sales figure is historical and provides no new information about current supply, demand, or refining conditions that would move U.S. gasoline prices next week."
1996-09-16,1.25,1.241,1.313,1.277,1.21,1.224,1.224,1.328,1.372,The largest oil company in the United States is Exxon.,"[No Notable Change] The fact that Exxon is the largest U.S. oil company does not provide any new information about supply, demand, inventories, or refining conditions that would move U.S. gasoline prices next week."
1996-09-23,1.251,1.24,1.316,1.277,1.208,1.226,1.228,1.308,1.369,"The United States had approximately $1 billion per year in sales of explosives, mining, construction, and oil and gas industries in 1996.","[No Notable Change] A historical statistic about 1996 U.S. explosives sales provides no current-week information affecting oil supply, refining, demand, or distribution that would move U.S. gasoline prices next week."
1996-09-30,1.245,1.239,1.314,1.277,1.206,1.218,1.226,1.293,1.359,The heating value of natural gas is used as a criterion for pricing in many pipelines in the United States and worldwide.,"[No Notable Change] The information concerns natural gas heating value pricing criteria and provides no relevant supply, demand, or refinery factors that would materially affect U.S. gasoline prices next week."
1996-10-07,1.239,1.236,1.315,1.275,1.203,1.205,1.22,1.321,1.35,"The United States uses a 5-year rolling average price of fuel oil, starting from 4 years prior to the establishment of the Council.","[No Notable Change] A methodological note about using a 5-year rolling average fuel oil price contains no near-term supply, demand, or crude/refining shock that would move U.S. gasoline prices next week."
1996-10-14,1.248,1.243,1.317,1.278,1.212,1.228,1.224,1.304,1.34,"Despite the dramatic increases in the price of oil (and gasoline) in the last two decades, the best-selling cars in the United States in the period 1965-1990 remained largely unchanged.","[No Notable Change] A historical observation about car best-sellers from 1965–1990 provides no current-week supply, demand, or refining information that would move U.S. gasoline prices next week."
1996-10-21,1.249,1.25,1.32,1.281,1.221,1.227,1.233,1.293,1.329,"There is no direct information about United States gasoline price or oil price in the provided search results. However, there are some mentions of fuel prices, oil, and gas in different contexts.","[No Notable Change] The provided articles contain no direct, relevant information on U.S. gasoline or crude oil market drivers, implying no clear catalyst for a week-ahead price move."
1996-10-28,1.26,1.257,1.326,1.288,1.23,1.252,1.231,1.321,1.313,The 1973 oil embargo by OPEC led to a rise in crude oil prices.,"[No Notable Change] A historical note about the 1973 OPEC embargo provides no new current-week supply, demand, or policy information that would move U.S. gasoline prices next week."
1996-11-04,1.268,1.27,1.338,1.303,1.241,1.264,1.244,1.31,1.3,"As of November 1996, the price of gasoline in Liberia was USD 1.00 per gallon, fuel oil was USD 1.06 per gallon, and engine oil was USD 3.75 per gallon.","[No Notable Change] A 1996 report on gasoline prices in Liberia provides no relevant information about current U.S. gasoline supply, demand, or crude/refining conditions for next week."
1996-11-11,1.272,1.273,1.339,1.307,1.244,1.274,1.252,1.305,1.281,The cost of damage from beavers in the United States was estimated at $75-100 million in the early 1980s.,"[No Notable Change] A historical estimate of U.S. beaver damage costs has no discernible connection to crude supply, refining, demand, or policy drivers that would move U.S. gasoline prices next week."
1996-11-18,1.282,1.287,1.351,1.322,1.258,1.284,1.262,1.338,1.274,The United States has a history of oil and gas drilling activity.,"[No Notable Change] A generic statement about U.S. drilling history provides no new supply, demand, refinery, or crude-price information that would move gasoline prices next week."
1996-11-25,1.289,1.294,1.36,1.335,1.262,1.296,1.27,1.32,1.268,"As of 1996, natural gas prices in the USA were regulated by the Federal Energy Regulatory Commission (FERC) until 1985, and the price was kept very low until 1978.","[No Notable Change] A historical note about 1978–1996 U.S. natural gas regulation provides no current-week supply/demand signal for gasoline, so it implies no near-term impact on U.S. gasoline prices."
1996-12-02,1.287,1.299,1.37,1.343,1.263,1.292,1.268,1.305,1.265,"NA (No relevant information about United States gasoline price, oil price)","[No Notable Change] No relevant information on U.S. gasoline, crude oil supply/demand, refining, inventories, or policy was provided to imply a directional price move next week."
1996-12-09,1.287,1.304,1.384,1.351,1.266,1.288,1.27,1.287,1.261,The price elasticity of demand for crude oil in the short-run is reported in Table 5.1.,"[No Notable Change] A textbook-style note on short-run crude oil demand elasticity provides no contemporaneous supply, demand, inventory, or refinery shock information that would move U.S. gasoline prices next week."
1996-12-16,1.283,1.305,1.389,1.357,1.264,1.271,1.268,1.324,1.262,The records of the U.S. Bureau of Mines contain information on Standard Oil Development.,"[No Notable Change] Historical U.S. Bureau of Mines records on Standard Oil Development provide no current-week supply, demand, refinery, or crude price information that would move U.S. gasoline prices next week."
1996-12-23,1.278,1.305,1.392,1.357,1.262,1.26,1.267,1.305,1.265,The latest US inflation report may provide clues to future path of prices and interest rates.,[No Notable Change] The inflation report offers only indirect hints about interest rates without specific developments in crude oil supply/demand or refining conditions that would move U.S. gasoline prices next week.
1996-12-30,1.274,1.303,1.393,1.357,1.259,1.253,1.265,1.286,1.27,The average jet fuel cost per gallon increased by a certain percentage from 1995 to 1996.,"[No Notable Change] A historical change in average jet fuel costs from 1995 to 1996 provides no current-week supply, demand, or crude/refining signal that would affect next week’s U.S. gasoline prices."
1997-01-06,1.272,1.303,1.394,1.355,1.26,1.245,1.264,1.277,1.282,"There is no direct information about current United States gasoline price or oil price in the provided search results. However, there are mentions of related topics such as natural gas prices, oil shale, and energy crises.","[No Notable Change] The provided items contain no specific U.S. gasoline or crude oil price signals and only tangential energy mentions, implying no clear directional impact on U.S. gasoline prices next week."
1997-01-13,1.287,1.308,1.392,1.36,1.265,1.275,1.263,1.304,1.302,The price of gasoline in the United States was impacted by the results of the European Auto-oil programme.,"[No Notable Change] A reference to the European Auto-oil programme provides no concrete U.S. supply, demand, crude, refinery, or inventory changes that would move U.S. gasoline prices next week."
1997-01-20,1.287,1.307,1.39,1.356,1.266,1.273,1.264,1.292,1.316,"Objective facts about United States gasoline price, oil price:
The price of oil rose dramatically in 1970, triggering a worldwide energy crisis and economic recession.","[No Notable Change] A historical reference to oil prices rising in 1970 provides no current-week supply, demand, or policy information that would move U.S. gasoline prices next week."
1997-01-27,1.284,1.303,1.387,1.354,1.262,1.265,1.259,1.304,1.321,"The United States government has implemented policies to promote the use of alternative-fueled vehicles, including Executive Order 13031 in 1997.",[No Notable Change] A 1997 executive order promoting alternative-fueled vehicles is not a current-week supply/demand shock and provides no near-term catalyst for U.S. gasoline prices next week.
1997-02-03,1.282,1.302,1.386,1.349,1.262,1.26,1.26,1.284,1.333,"The Federal Reserve Board has studied the linkages from oil prices to other macroeconomic variables, including the state of the economy.",[No Notable Change] A Federal Reserve study on historical linkages between oil prices and macroeconomic variables provides no new supply/demand shock or policy action that would materially shift U.S. gasoline prices next week.
1997-02-10,1.28,1.3,1.385,1.345,1.261,1.246,1.264,1.304,1.345,"The United States gasoline production and distribution process is a complex system that involves multiple stages, including refining, transportation, and retailing.","[No Notable Change] The article only describes the general gasoline production and distribution process without reporting any new supply, demand, or refinery disruptions that would move prices next week."
1997-02-17,1.273,1.295,1.379,1.341,1.256,1.232,1.266,1.291,1.347,"The WTI prices and futures Crude Oil Prices are available, and US Refined Products in bulk quantities are available in Houston, TX.","[No Notable Change] The information only notes crude oil pricing availability and refined product supply offers in Houston without indicating a supply disruption, demand shock, or price-moving development for U.S. gasoline next week."
1997-02-24,1.27,1.289,1.369,1.332,1.252,1.232,1.256,1.283,1.353,Crude oil prices started firming in February 1997.,"[Notable Increase] Crude oil prices firming in early February 1997 signals higher input costs for refiners, which typically lifts U.S. gasoline prices the following week."
1997-03-03,1.261,1.282,1.359,1.322,1.247,1.216,1.248,1.304,1.352,"As of March 1997, retail prices for non-ethylene gasoline A-92 in Russia have reached and even exceeded those in the USA, while crude oil prices remain low.","[No Notable Change] Retail gasoline prices in Russia rising to U.S. levels in 1997, despite low crude prices, provides no contemporaneous supply, demand, or policy information that would affect U.S. gasoline prices next week."
1997-03-10,1.253,1.276,1.349,1.313,1.243,1.202,1.242,1.286,1.362,The Clean Air Act Amendments of 1990 addressed air quality problems in the United States and affected the retail price of gasoline.,"[No Notable Change] A historical note about the 1990 Clean Air Act affecting gasoline prices provides no new supply, demand, or policy change this week to move U.S. gasoline prices next week."
1997-03-17,1.246,1.267,1.34,1.304,1.236,1.188,1.236,1.302,1.367,"The average price level of gasoline and oil has changed over time, with instances of sudden scarcity and dramatic overnight price changes, such as the gasoline lines in the early 1970s.","[No Notable Change] The content is a historical generalization about past gasoline and oil price volatility without any current-week supply, demand, or policy developments that would shift U.S. gasoline prices next week."
1997-03-24,1.25,1.263,1.338,1.295,1.234,1.203,1.236,1.276,1.373,"The New York Times article on March 29, 1997, mentioned that many firms are hit by crude-price swings, indicating that oil price volatility is a concern.",[No Notable Change] A generic note that firms are affected by crude-price swings signals volatility concerns without reporting any concrete supply/demand shift or price move that would alter U.S. gasoline prices next week.
1997-03-31,1.246,1.261,1.334,1.29,1.232,1.193,1.235,1.258,1.391,The price of crude oil rose 30 percent in 1997.,"[No Notable Change] A 30% crude oil rise in 1997 is historical and provides no current-week supply, demand, or inventory signal that would move U.S. gasoline prices next week."
1997-04-07,1.248,1.258,1.33,1.286,1.23,1.19,1.234,1.309,1.407,The discovery of new oil reserves in the United States led to a decrease in gasoline prices in the years before 1997.,[No Notable Change] A pre-1997 historical note about new U.S. oil reserve discoveries lowering gasoline prices provides no current-week supply/demand signal for next week’s U.S. gasoline prices.
1997-04-14,1.244,1.253,1.324,1.279,1.227,1.185,1.228,1.299,1.413,"The average residential price for utility (piped) gas, electricity, and fuel oil in the United States and selected areas was reported in April 1997.","[No Notable Change] A 1997 report on residential utility gas, electricity, and fuel oil prices provides no current-week information affecting U.S. gasoline supply, demand, or crude/refining conditions for next week."
1997-04-21,1.245,1.245,1.316,1.27,1.221,1.194,1.223,1.318,1.412,"As of 1997, the United States imports oil and gas products, including gasoline and automotive fuel, from various sources.","[No Notable Change] The single article is a historical statement about U.S. petroleum imports in 1997 and provides no current-week supply, demand, refinery, or crude price signals that would move next week’s U.S. gasoline prices."
1997-04-28,1.24,1.239,1.309,1.265,1.214,1.194,1.218,1.29,1.407,"In 1997, the oil industry spent a record amount of money at US Gulf lease sales, expecting high profits from oil production due to high crude oil prices.","[No Notable Change] A historical note about 1997 Gulf lease-sale spending does not affect current crude supply-demand conditions, so it implies no meaningful impact on U.S. gasoline prices next week."
1997-05-05,1.238,1.238,1.301,1.275,1.208,1.195,1.215,1.266,1.4,"The price of petrol in the United States was 9.2¢ a litre in 1983, and increased to 42.5¢ a litre by 1997, with 59% of the price being tax.","[No Notable Change] A historical note on U.S. petrol prices from 1983–1997 provides no current supply, demand, or crude/refining developments to affect next week’s gasoline prices."
1997-05-12,1.238,1.234,1.298,1.271,1.203,1.199,1.208,1.317,1.396,"The prices of fuel oil, gasoline, and natural gas have increased in the United States as of May 1997.","[No Notable Change] A historical note that U.S. fuel prices increased in May 1997 provides no current-week supply/demand signal, so it implies no forecastable change in next week’s gasoline prices."
1997-05-19,1.247,1.237,1.298,1.275,1.207,1.228,1.208,1.298,1.386,"The cost of gasoline was a concern in the 1970s, and the Big Three US auto makers misread the changing marketplace.","[No Notable Change] A historical note about 1970s gasoline concerns and automaker strategy provides no current-week supply, demand, or crude/refining developments that would move U.S. gasoline prices next week."
1997-05-26,1.255,1.239,1.306,1.278,1.206,1.247,1.221,1.276,1.378,"The United States was one of the world's leading exporters of oil and oilseeds in 1997, although it still imported palm and coconut oil.",[No Notable Change] A historical note about U.S. oil and oilseed exports in 1997 provides no current supply-demand or refining information that would affect next week’s U.S. gasoline prices.
1997-06-02,1.258,1.241,1.31,1.282,1.208,1.25,1.22,1.324,1.372,"As of 1997, there were predictions that gas prices would soar to $5 a gallon by 2012.","[No Notable Change] A decades-old 1997 prediction about 2012 gasoline prices provides no current supply, demand, or policy information that would affect U.S. gasoline prices next week."
1997-06-09,1.251,1.238,1.309,1.283,1.202,1.24,1.219,1.299,1.362,The domestic trade in the United States consists of Alaskan crude oil and refined petroleum products carried by foreign tankers to U.S. ports.,"[No Notable Change] The single note about U.S. domestic trade involving Alaskan crude and refined products on foreign tankers provides no indication of supply disruption, demand shift, or policy change that would move U.S. gasoline prices next week."
1997-06-16,1.242,1.234,1.305,1.28,1.197,1.225,1.215,1.273,1.355,The sale of motor fuel below cost or at a lower price is prohibited in Missouri,"[No Notable Change] Missouri’s prohibition on below-cost motor fuel sales is a localized retail pricing rule and does not materially alter national supply, demand, or crude/refined product markets enough to move U.S. gasoline prices next week."
1997-06-23,1.232,1.229,1.298,1.275,1.193,1.211,1.204,1.251,1.344,The price of crude oil was less than $14 per barrel in 1997.,"[No Notable Change] A historical note that crude oil was under $14 per barrel in 1997 provides no current supply, demand, or policy signal to move U.S. gasoline prices next week."
1997-06-30,1.226,1.222,1.292,1.269,1.185,1.198,1.201,1.307,1.328,"The budget of the United States Government for FY 1996 mentions that the overall price of gasoline (including tax) is affected by oil and gas fields, producing $1.6 billion in 1997.","[No Notable Change] A historical FY1996 budget note about gasoline price drivers and projected 1997 revenues provides no current-week supply, demand, or refinery disruption signal that would move next week’s U.S. gasoline prices."
1997-07-07,1.222,1.218,1.284,1.265,1.181,1.198,1.198,1.295,1.321,"The cost of tax is borne by the final consumer, and there is a difference between exempt supplies and those charged the zero rate.","[No Notable Change] The article discusses tax incidence and VAT treatment generally without any U.S.-specific gasoline supply, demand, crude price, refinery, or tax policy changes that would move prices next week."
1997-07-14,1.219,1.215,1.277,1.26,1.18,1.192,1.191,1.319,1.315,"In 1996, low gasoline inventory levels, higher crude oil prices, and the shift from producing gasoline to producing heating oil in August contributed to the situation in the United States.",[Notable Increase] Low gasoline inventories combined with higher crude oil prices and refinery shifts away from gasoline output point to tighter supply and upward pressure on U.S. gasoline prices next week.
1997-07-21,1.222,1.213,1.277,1.259,1.178,1.209,1.192,1.296,1.307,"The price of crude oil was mentioned in the FRB: Humphrey-Hawkins section 2 on July 22, 1997.",[No Notable Change] A historical mention of crude oil prices in a 1997 FRB report provides no current supply-demand or policy signal that would move U.S. gasoline prices next week.
1997-07-28,1.216,1.213,1.279,1.258,1.178,1.196,1.193,1.273,1.298,Oil prices were at or below U.S. $20/bbl for much of the period since 1986.,[No Notable Change] A historical statement that oil was at or below $20/bbl for much of the period since 1986 provides no current-week supply/demand or policy signal to move U.S. gasoline prices next week.
1997-08-04,1.237,1.231,1.306,1.276,1.193,1.228,1.202,1.297,1.313,"As of 1997, the U.S. imports about 54 percent of its oil.","[No Notable Change] A 1997 statistic that the U.S. imported about 54% of its oil provides no new, time-relevant supply or demand shock to affect next week’s U.S. gasoline prices."
1997-08-11,1.272,1.26,1.332,1.302,1.225,1.273,1.232,1.3,1.35,"As of August 15, 1997, crude oil, gasoline, heating oil, diesel, and propane prices were mentioned in a report on competitive pricing of electricity in the United States.",[No Notable Change] A dated 1997 report mentioning fuel prices in the context of electricity competition provides no current supply-demand or policy information that would move U.S. gasoline prices next week.
1997-08-18,1.274,1.268,1.349,1.314,1.229,1.26,1.233,1.327,1.377,The average monthly cost for fuel oil was asked in the American Housing Survey in 1997.,"[No Notable Change] A 1997 American Housing Survey question about average monthly fuel oil costs is historical and unrelated to current U.S. gasoline supply, demand, or pricing drivers for next week."
1997-08-25,1.288,1.286,1.381,1.342,1.239,1.271,1.241,1.326,1.407,"The price of oil and gasoline rose on August 28, 1997, due to a refinery problem.","[Notable Increase] Oil and gasoline prices rose due to a refinery problem, indicating upward pressure on U.S. gasoline prices for the following week."
1997-09-01,1.287,1.289,1.387,1.349,1.242,1.262,1.241,1.31,1.426,The oil crisis of 1973 had an impact on the world.,"[No Notable Change] A historical note about the 1973 oil crisis provides no current-week supply, demand, inventory, or policy information that would move U.S. gasoline prices next week."
1997-09-08,1.288,1.291,1.387,1.35,1.242,1.252,1.238,1.35,1.444,"There is no direct information about the current United States gasoline price or oil price in the provided search results. However, there are mentions of oil production, oil prices, and fuel oil in various contexts.","[No Notable Change] The provided items contain no concrete, week-specific developments affecting U.S. crude supply/demand or refining conditions, so they offer no basis to forecast a directional move in U.S. gasoline prices next week."
1997-09-15,1.281,1.286,1.381,1.345,1.237,1.236,1.237,1.327,1.458,The estimated oil price needed to assure profitability in the absence of an excise tax exemption is $40 per barrel.,"[No Notable Change] A $40/bbl profitability estimate tied to an excise tax exemption does not indicate an immediate shift in crude supply/demand or refining conditions, so it is unlikely to move U.S. gasoline prices next week."
1997-09-22,1.269,1.278,1.369,1.339,1.23,1.215,1.233,1.304,1.458,"The Royal Dutch/Shell affiliate Shell is buying Tejas Gas for $1.45 billion, assuming $900 million in debt.","[No Notable Change] A corporate acquisition in the natural-gas sector (Shell buying Tejas Gas) does not materially alter near-term U.S. gasoline supply, demand, or crude/refining balances for the following week."
1997-09-29,1.255,1.267,1.36,1.328,1.219,1.193,1.223,1.29,1.454,The United States share of crude oil is mentioned in a public law from 1997.,"[No Notable Change] A 1997 public law mentioning the U.S. share of crude oil contains no current supply, demand, refinery, or policy developments that would move next-week U.S. gasoline prices."
1997-10-06,1.254,1.259,1.354,1.32,1.21,1.201,1.218,1.287,1.453,The Elk Hills oil field is one of the 11 largest oil fields in the lower 48 states.,"[No Notable Change] A general fact about the Elk Hills oil field’s size provides no new information about supply, demand, or disruptions, so it implies no meaningful near-term impact on U.S. gasoline prices."
1997-10-13,1.248,1.254,1.351,1.314,1.206,1.186,1.213,1.335,1.443,"The United States corn production is related to ethanol production, which can affect oil imports and food prices.","[No Notable Change] The single statement only notes a general relationship between U.S. corn production and ethanol without reporting any specific supply, demand, or policy change that would move gasoline prices next week."
1997-10-20,1.238,1.247,1.343,1.304,1.2,1.173,1.209,1.317,1.438,The average yearly price of oil is mentioned in the context of geothermal energy development.,[No Notable Change] The mention of average yearly oil prices only as background for geothermal development provides no actionable supply-demand signal for near-term U.S. gasoline prices.
1997-10-27,1.228,1.239,1.334,1.294,1.193,1.161,1.197,1.303,1.431,"The U.S. annual bill for imported oil is about $50 billion, with the long-term cost from 1980 to 1992 totaling $742 billion.","[No Notable Change] A single retrospective statistic on historical U.S. oil import costs provides no new information about current crude supply, demand, or refining conditions that would move gasoline prices next week."
1997-11-03,1.221,1.231,1.326,1.283,1.186,1.157,1.189,1.286,1.421,"The United States Supreme Court ruled in State Oil Co. v. Khan (1997) that an agreement between respondents and State Oil fixed maximum gasoline prices, making it “worthless” for respondents to charge a lower price.","[No Notable Change] A 1997 Supreme Court ruling on maximum price-fixing has no new supply, demand, or refining impact in the given week to move U.S. gasoline prices next week."
1997-11-10,1.222,1.225,1.318,1.276,1.182,1.167,1.184,1.331,1.411,"The United States is a major equipment supplier to Qatar, an OPEC member country.","[No Notable Change] U.S. equipment supplies to Qatar do not indicate any immediate shift in crude supply, refinery operations, or U.S. gasoline demand that would move prices next week."
1997-11-17,1.213,1.217,1.31,1.268,1.174,1.155,1.181,1.316,1.401,The United States has standards for reformulated and conventional gasoline.,"[No Notable Change] General information about U.S. reformulated versus conventional gasoline standards provides no new supply, demand, or crude/refining shock likely to move gasoline prices next week."
1997-11-24,1.207,1.209,1.305,1.259,1.167,1.156,1.174,1.285,1.39,"Objective facts about the United States gasoline price, oil price:
The presence of renewable energy sources is growing, and short/medium term oil prices are expected to be low. 
In September 1997, there was robust demand in the United States for Canadian crude oil. 
There is increasing price competition for forecourt petrol sales in the United States.","[No Notable Change] Growing renewables and intensifying retail gasoline competition point to continued downward pressure while no immediate supply shock is indicated, implying little week-over-week change in U.S. pump prices."
1997-12-01,1.197,1.203,1.295,1.252,1.163,1.14,1.172,1.265,1.381,"There is no direct information about current or past United States gasoline price, oil price in the provided search results.","[No Notable Change] No provided articles contain information on U.S. gasoline prices, oil prices, supply, demand, or refinery conditions that would imply a directional move next week."
1997-12-08,1.187,1.194,1.285,1.243,1.153,1.121,1.164,1.309,1.367,"The prices of oil and natural gas are expected to increase, which may lead to an increase in coal consumption despite its environmental consequences .","[Notable Increase] Expected increases in oil prices typically raise crude input costs for U.S. refineries, putting upward pressure on gasoline prices next week."
1997-12-15,1.176,1.184,1.274,1.233,1.143,1.108,1.155,1.312,1.357,The fuel price adjustment clause is triggered only if the base price of fuel exceeds a certain threshold.,"[No Notable Change] A generic note about a fuel price adjustment clause threshold provides no actionable information on crude supply/demand, refinery operations, or U.S. retail gasoline pricing drivers for next week."
1997-12-22,1.167,1.175,1.262,1.225,1.134,1.099,1.143,1.29,1.347,"The United States is mentioned in several contexts, but there is no direct information about gasoline prices or oil prices.","[No Notable Change] The provided articles contain no direct information about oil supply/demand or gasoline market conditions in the United States, implying no clear driver for a week-ahead price move."
1997-12-29,1.158,1.168,1.258,1.219,1.125,1.086,1.14,1.267,1.34,"Objective facts about United States gasoline price, oil price:
* In 1997, the average jet fuel cost per gallon decreased by 4.6% from 1996. 
* In the late 1970s and early 1980s, many prominent energy analysts argued that oil prices, adjusted for inflation, would double by the year 2000. 
* In the late 1970s, there were large North Sea oil and gas exports. 
* In some cases, the oil price shocks of the early 1970s de-stabilized price convergence in the US spot gas market.","[No Notable Change] The items are historical facts from the 1970s–1990s with no current-week supply, demand, or crude/refinery developments, implying no expected near-term movement in U.S. gasoline prices next week."
1998-01-05,1.148,1.163,1.253,1.213,1.12,1.072,1.135,1.245,1.333,"The long cold Vermont winters put added stress on heating systems, and fluctuating fuel prices can force people to use alternative heating sources.","[No Notable Change] A Vermont-focused discussion of winter heating stress and fluctuating heating fuel prices provides no actionable information about nationwide U.S. gasoline supply, demand, or crude market drivers for next week."
1998-01-12,1.14,1.153,1.24,1.201,1.112,1.071,1.128,1.223,1.318,The US EPA reported that approximately 30 percent of all gasoline in the United States contains fuel additives like MTBE.,"[No Notable Change] An EPA note that about 30% of U.S. gasoline contains additives like MTBE provides no new supply, demand, or crude/refining disruption signal that would move gasoline prices next week."
1998-01-19,1.129,1.141,1.227,1.187,1.101,1.057,1.118,1.248,1.296,"As of January 25, 1998, gas prices in the United States were falling due to lower crude oil prices and an oversupply of gasoline, aided by a mild winter.","[Notable Drop] Lower crude oil prices, an oversupply of gasoline, and a mild winter are pushing U.S. gasoline prices downward into the following week."
1998-01-26,1.112,1.129,1.219,1.173,1.089,1.033,1.112,1.222,1.28,The price of gasoline in the United States dropped nearly 3 cents per gallon at the pump in two weeks as crude oil prices continued to decline in January 1998.,"[Notable Drop] Crude oil prices continued to decline, and pump gasoline already fell nearly 3 cents per gallon over two weeks, indicating further downward pressure next week."
1998-02-02,1.108,1.119,1.211,1.159,1.08,1.048,1.094,1.191,1.26,"At a crude price of U.S.$20/bl (per barrel), the refining and marketing margin was estimated to be U.S.$30.76/bl in Japan and U.S.$8.32/bl in the United States as of 1998.","[No Notable Change] A single historical (1998) comparison of refining and marketing margins contains no current-week supply, demand, or crude-price signal to move U.S. gasoline prices next week."
1998-02-09,1.101,1.112,1.2,1.15,1.076,1.048,1.092,1.143,1.236,Faster growth in developed economies will keep oil prices up and lead to somewhat higher producer price inflation.,"[Notable Increase] Faster growth in developed economies is expected to keep oil prices elevated, which typically pushes U.S. gasoline prices higher the following week."
1998-02-16,1.085,1.1,1.186,1.138,1.064,1.035,1.08,1.096,1.214,"The price of kerosene increased in Indonesia in February 1998, contributing to the economic crisis.","[No Notable Change] A 1998 increase in Indonesian kerosene prices is unrelated to current U.S. gasoline supply, demand, or crude markets and provides no actionable signal for next week’s U.S. gasoline prices."
1998-02-23,1.09,1.093,1.178,1.127,1.059,1.062,1.069,1.14,1.19,"The objective facts about United States gasoline price, oil price are:
The attack on February 23, 1998, apparently protested an increase in oil prices. 
The rise in natural gas prices in the US in the 1970s led to the separation of gas from oil and the formation of an independent pricing system.","[No Notable Change] The provided facts are historical and contain no current-week supply, demand, refinery, or crude price drivers that would move U.S. gasoline prices next week."
1998-03-02,1.075,1.085,1.165,1.114,1.055,1.044,1.064,1.096,1.157,"There is no direct information about United States gasoline price or oil price in the provided search results. However, there are mentions of gasoline and oil-related topics, such as deducting auto expenses (including gasoline costs) on tax forms, recalls of liquid fuel products, and motor oil products.","[No Notable Change] The provided items discuss tax deductions, product recalls, and motor oil topics without any supply-demand or crude/refined product market developments affecting U.S. gasoline prices next week."
1998-03-09,1.065,1.076,1.148,1.102,1.05,1.036,1.061,1.075,1.131,"The cost of natural gas, fuel oil, and LPG are included in refinery energy system models.","[No Notable Change] A statement about refinery energy system modeling that mentions natural gas, fuel oil, and LPG provides no actionable supply-demand or crude/refining disruption information to move U.S. gasoline prices next week."
1998-03-16,1.055,1.062,1.131,1.088,1.036,1.03,1.049,1.058,1.126,"The second oil shock of 1979-1980 led to a swift decline in oil production in post-revolutionary Iran, causing gasoline prices in the United States to increase.","[No Notable Change] A historical account of the 1979–1980 oil shock provides no current-week supply, demand, or policy developments that would move U.S. gasoline prices next week."
1998-03-23,1.047,1.052,1.114,1.08,1.025,1.026,1.038,1.034,1.12,"As of 1998, the United States had lower pretax gasoline prices compared to other countries.","[No Notable Change] A historical note about 1998 U.S. pretax gasoline prices provides no current supply, demand, or policy information that would affect next week’s U.S. gasoline prices."
1998-03-30,1.077,1.072,1.127,1.103,1.046,1.069,1.056,1.087,1.141,The cost of benefits under the supplemental retirement plan for executive officers cannot be properly allocated or disclosed.,"[No Notable Change] Corporate disclosure issues around executive retirement benefits have no direct linkage to crude supply/demand, refining, or distribution factors that drive U.S. gasoline prices."
1998-04-06,1.074,1.075,1.134,1.102,1.05,1.057,1.061,1.077,1.146,"The consumer price index in Indonesia rose due to the depreciation of the rupiah and a severe drought, leading to a large increase in prices.","[No Notable Change] Indonesia’s CPI rise from rupiah depreciation and drought has no direct, material linkage in the provided facts to U.S. gasoline supply, demand, or crude/refined product pricing for next week."
1998-04-13,1.072,1.074,1.13,1.101,1.049,1.045,1.058,1.098,1.165,The average jet fuel price in 1998 was around 40 US$ per barrel.,"[No Notable Change] A historical 1998 jet fuel price level provides no current-week supply, demand, or crude/refining development that would move U.S. gasoline prices next week."
1998-04-20,1.075,1.071,1.126,1.1,1.046,1.058,1.052,1.105,1.164,The United States Federal Trade Commission (FTC) settled allegations with Shell Oil and Texaco in 1998 that their proposed joint venture would reduce competition and could raise prices for gasoline in Hawaii and California.,"[No Notable Change] A 1998 FTC settlement about a proposed Shell–Texaco joint venture has no current-week supply, demand, or policy implications affecting U.S. gasoline prices next week."
